T  (s),T1,T2,T3,CL1cBAK2,CL2polyAC,CL3cBAK2,CL4polyAC,CL5cBAK2,CL6polyAC,CL7cBAK2,CL8polyAC,Sum1,Sum2,Sum3,Sum4,Sum5,Sum6,Sum7,Sum8,Inj.,Val.,Vol.,Flow,Tim.,Setpoint,CP1,CP2,CP3,CP4,CP5,CP6,CP7,CP8
189.350998,26.948698,22.837215,27.112438,477.726807,155.552261,-41.571503,203.580322,317.492371,1627.966309,1555.857300,1879.684570,1.163334,1.163496,1.163309,1.163793,1.163940,1.163898,1.163645,1.163497,1.000000,1.000000,9800.000000,50.000000,600.000000,27.000000,-0.180765,-0.058859,0.015730,-0.077032,-0.120135,-0.616001,-0.588715,-0.711247
192.970993,26.971796,22.841648,27.109812,509.917786,167.539948,-46.841347,192.785095,310.369507,1628.315308,1569.866821,1859.492920,1.163358,1.163498,1.163358,1.163799,1.163957,1.163915,1.163661,1.163546,1.000000,1.000000,9800.000000,50.000000,600.000000,27.000000,-0.192946,-0.063395,0.017724,-0.072947,-0.117440,-0.616133,-0.594016,-0.703607
196.574005,26.989666,22.841648,27.111626,500.078278,154.104446,-58.217934,188.108673,320.357391,1632.453491,1485.663452,1745.850464,1.163379,1.163505,1.163329,1.163820,1.163946,1.163918,1.163661,1.163507,1.000000,1.000000,9800.000000,50.000000,600.000000,27.000000,-0.189223,-0.058311,0.022029,-0.071178,-0.121219,-0.617698,-0.562155,-0.660606
200.151993,26.966408,22.836779,27.111376,481.645081,146.412354,-52.719032,190.612961,270.490662,1526.935547,1410.925781,1756.220825,1.163370,1.163492,1.163340,1.163804,1.163946,1.163918,1.163662,1.163521,1.000000,1.000000,9800.000000,50.000000,600.000000,27.000000,-0.182248,-0.055400,0.019948,-0.072125,-0.102350,-0.577772,-0.533875,-0.664530
203.699997,26.971050,22.840649,27.111750,480.527496,141.415436,-89.762062,122.368324,211.453140,1491.254150,1405.249146,1780.789429,1.163350,1.163473,1.163334,1.163803,1.163944,1.163924,1.163647,1.163510,1.000000,1.000000,9800.000000,50.000000,600.000000,27.000000,-0.181825,-0.053510,0.033965,-0.046303,-0.080011,-0.564271,-0.531727,-0.673827
207.274994,26.969183,22.800064,27.110874,450.817352,94.030510,-137.289261,89.093887,183.096573,1477.969116,1399.469482,1784.610352,1.163360,1.163471,1.163305,1.163793,1.163924,1.163895,1.163644,1.163512,1.000000,1.000000,9800.000000,50.000000,600.000000,27.000000,-0.170583,-0.035580,0.051948,-0.033712,-0.069281,-0.559244,-0.529540,-0.675273
210.860992,26.980171,22.780209,27.111187,408.069824,66.272385,-159.363205,68.131607,167.623184,1481.188354,1421.453003,1810.005737,1.163335,1.163454,1.163310,1.163773,1.163920,1.163892,1.163644,1.163454,1.000000,1.000000,9800.000000,50.000000,600.000000,27.000000,-0.154408,-0.025077,0.060301,-0.025780,-0.063426,-0.560462,-0.537859,-0.684882
214.526001,26.985613,22.721642,27.110874,403.505463,57.967865,-182.936737,49.639622,160.177673,1488.370972,1424.923706,1811.135620,1.163308,1.163464,1.163310,1.163775,1.163940,1.163922,1.163679,1.163514,1.000000,1.000000,9800.000000,50.000000,600.000000,27.000000,-0.152681,-0.021934,0.069221,-0.018783,-0.060609,-0.563180,-0.539172,-0.685309
218.108994,26.987694,22.768408,27.111126,390.402557,38.522030,-205.253098,42.588356,163.288544,1500.589722,1434.193115,1820.449463,1.163354,1.163466,1.163295,1.163769,1.163913,1.163887,1.163622,1.163493,1.000000,1.000000,9800.000000,50.000000,600.000000,27.000000,-0.147723,-0.014576,0.077665,-0.016115,-0.061786,-0.567803,-0.542679,-0.688834
221.725998,26.996601,22.807306,27.110750,365.457367,17.961082,-218.250458,44.586422,168.297089,1510.554199,1438.146606,1824.966675,1.163336,1.163457,1.163329,1.163768,1.163922,1.163881,1.163630,1.163503,1.000000,1.000000,9800.000000,50.000000,600.000000,27.000000,-0.138284,-0.006796,0.082583,-0.016871,-0.063681,-0.571573,-0.544175,-0.690543
225.298004,27.002096,22.830910,27.110563,336.247864,4.939722,-223.207214,49.694302,172.083923,1515.805054,1440.050903,1827.519531,1.163351,1.163486,1.163333,1.163792,1.163928,1.163894,1.163606,1.163498,1.000000,1.000000,9800.000000,50.000000,600.000000,27.000000,-0.127232,-0.001869,0.084459,-0.018804,-0.065114,-0.573560,-0.544896,-0.691509
228.880005,26.998629,22.810555,27.113062,311.825684,-2.078985,-224.100601,55.890556,177.364197,1524.259888,1446.833740,1831.732056,1.163280,1.163437,1.163270,1.163733,1.163872,1.163853,1.163594,1.163435,1.000000,1.000000,9800.000000,50.000000,600.000000,27.000000,-0.117991,0.000787,0.084797,-0.021148,-0.067112,-0.576759,-0.547462,-0.693103
232.464005,27.005724,22.761103,27.110563,296.045837,-0.104668,-218.951813,65.356003,184.347321,1532.320679,1451.419067,1833.989868,1.163324,1.163474,1.163330,1.163774,1.163946,1.163912,1.163647,1.163487,1.000000,1.000000,9800.000000,50.000000,600.000000,27.000000,-0.112020,0.000040,0.082848,-0.024730,-0.069755,-0.579810,-0.549197,-0.693957
236.022003,27.010578,22.796442,27.112188,289.269257,5.563079,-212.882980,72.968498,188.697067,1535.711304,1452.055176,1829.912354,1.163297,1.163442,1.163317,1.163778,1.163900,1.163895,1.163602,1.163449,1.000000,1.000000,9800.000000,50.000000,600.000000,27.000000,-0.109456,-0.002105,0.080552,-0.027610,-0.071400,-0.581092,-0.549438,-0.692414
239.593994,27.007963,22.824852,27.111687,287.011597,10.825356,-209.037247,76.766907,189.135910,1535.005981,1448.215942,1823.836060,1.163285,1.163440,1.163271,1.163715,1.163895,1.163861,1.163597,1.163485,1.000000,1.000000,9800.000000,50.000000,600.000000,27.000000,-0.108601,-0.004096,0.079097,-0.029048,-0.071566,-0.580826,-0.547985,-0.690115
243.214996,27.008818,22.818733,27.112938,285.355164,13.789644,-208.427063,77.019119,186.003571,1530.374878,1440.509644,1815.469482,1.163308,1.163430,1.163310,1.163758,1.163888,1.163867,1.163578,1.163461,1.000000,1.000000,9800.000000,50.000000,600.000000,27.000000,-0.107975,-0.005218,0.078866,-0.029143,-0.070381,-0.579073,-0.545070,-0.686949
246.806000,27.015059,22.795692,27.110563,283.322571,13.711935,-211.134659,72.842499,180.806198,1524.011108,1430.583252,1808.632324,1.163301,1.163437,1.163275,1.163755,1.163925,1.163879,1.163590,1.163443,1.000000,1.000000,9800.000000,50.000000,600.000000,27.000000,-0.107205,-0.005188,0.079891,-0.027563,-0.068415,-0.576665,-0.541313,-0.684362
250.339996,27.001562,22.753609,27.111750,280.160431,11.065812,-215.373856,67.190727,174.387695,1518.109741,1427.891724,1805.104492,1.163307,1.163449,1.163307,1.163732,1.163901,1.163869,1.163607,1.163474,1.000000,1.000000,9800.000000,50.000000,600.000000,27.000000,-0.106009,-0.004187,0.081495,-0.025424,-0.065986,-0.574432,-0.540295,-0.683027
254.110001,26.989187,22.764036,27.113562,275.698669,6.656854,-219.643951,62.849884,171.991272,1515.678467,1425.619629,1804.824951,1.163303,1.163468,1.163306,1.163738,1.163908,1.163885,1.163601,1.163513,1.000000,1.000000,9800.000000,50.000000,600.000000,27.000000,-0.104321,-0.002519,0.083110,-0.023782,-0.065079,-0.573512,-0.539435,-0.682921
257.681000,27.005884,22.783331,27.110687,274.162323,5.506000,-220.589645,61.937668,173.235580,1516.530029,1427.765869,1806.796997,1.163364,1.163491,1.163321,1.163780,1.163927,1.163904,1.163643,1.163498,1.000000,1.000000,9800.000000,50.000000,600.000000,27.000000,-0.103739,-0.002083,0.083468,-0.023436,-0.065550,-0.573835,-0.540247,-0.683668
261.281006,27.002790,22.777086,27.113375,272.257690,4.036736,-220.569427,63.417500,175.815460,1519.639648,1430.961060,1809.816528,1.163265,1.163407,1.163255,1.163725,1.163876,1.163836,1.163581,1.163432,1.000000,1.000000,9800.000000,50.000000,600.000000,27.000000,-0.103019,-0.001527,0.083461,-0.023996,-0.066526,-0.575011,-0.541456,-0.684810
