T  (s),T1,T2,T3,One,Two,Three,Four,Five,Six,Seven,Eight,Sum1,Sum2,Sum3,Sum4,Sum5,Sum6,Sum7,Sum8,Inj.,Val.,Vol.,Flow,Tim.,Setpoint,CP1,CP2,CP3,CP4,CP5,CP6,CP7,CP8
2790.048096,26.987587,22.544813,27.353062,550.285522,-1046.199097,-1552.991455,-1667.608032,-1874.913208,-301.119141,464.297882,704.172180,1.165619,1.165781,1.165580,1.166015,1.166192,1.166206,1.165888,1.165847,5.000000,2.000000,0.000000,50.000000,600.000000,27.000000,-0.208221,0.395868,0.587631,0.631000,0.709442,0.113939,-0.175684,-0.266449
2793.302002,26.987587,22.538071,27.353001,549.727295,-1047.582642,-1553.121704,-1668.484131,-1876.075806,-302.636017,463.146637,702.232117,1.165666,1.165850,1.165626,1.166052,1.166223,1.166229,1.165912,1.165858,5.000000,2.000000,0.000000,50.000000,600.000000,27.000000,-0.208009,0.396391,0.587680,0.631332,0.709882,0.114513,-0.175248,-0.265715
2796.562012,26.984440,22.541067,27.353563,547.996216,-1048.927368,-1554.164307,-1669.494141,-1876.348267,-304.545898,461.828766,700.604004,1.165669,1.165793,1.165559,1.166002,1.166194,1.166188,1.165906,1.165842,5.000000,2.000000,0.000000,50.000000,600.000000,27.000000,-0.207354,0.396900,0.588075,0.631714,0.709985,0.115236,-0.174750,-0.265099
2799.821045,26.954992,22.550995,27.353125,547.467957,-1050.471558,-1556.081665,-1670.386108,-1877.477539,-306.205963,461.054108,699.111633,1.165686,1.165854,1.165633,1.166084,1.166228,1.166240,1.165900,1.165842,5.000000,2.000000,0.000000,50.000000,600.000000,27.000000,-0.207155,0.397484,0.588800,0.632052,0.710412,0.115864,-0.174457,-0.264534
2803.074951,26.949764,22.490555,27.354000,545.915955,-1052.645874,-1557.478394,-1672.244141,-1878.612305,-308.486572,459.465057,697.324646,1.165617,1.165815,1.165590,1.166066,1.166248,1.166201,1.165888,1.165810,5.000000,2.000000,0.000000,50.000000,600.000000,27.000000,-0.206567,0.398307,0.589329,0.632755,0.710842,0.116727,-0.173855,-0.263858
2806.333984,26.953659,22.485683,27.352938,544.311157,-1054.805420,-1558.068848,-1674.480713,-1880.197998,-310.307404,458.191071,695.664307,1.165642,1.165820,1.165606,1.166065,1.166218,1.166240,1.165909,1.165831,5.000000,2.000000,0.000000,50.000000,600.000000,27.000000,-0.205960,0.399124,0.589552,0.633601,0.711442,0.117416,-0.173373,-0.263230
2809.590088,26.951632,22.505102,27.353813,543.175903,-1056.426270,-1559.472046,-1675.387451,-1881.447021,-312.466980,456.587738,693.470825,1.165639,1.165802,1.165617,1.166062,1.166197,1.166189,1.165884,1.165831,5.000000,2.000000,0.000000,50.000000,600.000000,27.000000,-0.205530,0.399738,0.590083,0.633944,0.711914,0.118233,-0.172767,-0.262400
2812.843994,26.942617,22.519901,27.352812,541.721436,-1059.761230,-1561.311646,-1677.838379,-1882.230347,-314.811432,455.544220,691.915344,1.165644,1.165806,1.165596,1.166065,1.166230,1.166205,1.165891,1.165831,5.000000,2.000000,0.000000,50.000000,600.000000,27.000000,-0.204980,0.400999,0.590779,0.634871,0.712211,0.119120,-0.172372,-0.261811
2816.095947,26.946991,22.536509,27.353937,540.234192,-1061.097168,-1562.154297,-1678.725952,-1882.616211,-316.331512,454.363770,690.024048,1.165667,1.165803,1.165632,1.166077,1.166177,1.166164,1.165848,1.165815,5.000000,2.000000,0.000000,50.000000,600.000000,27.000000,-0.204417,0.401505,0.591098,0.635207,0.712357,0.119696,-0.171925,-0.261096
2819.360107,26.947258,22.541754,27.355125,538.870300,-1063.278931,-1563.237183,-1679.935059,-1883.806396,-318.696014,452.595093,687.879028,1.165637,1.165806,1.165598,1.166075,1.166212,1.166215,1.165874,1.165818,5.000000,2.000000,0.000000,50.000000,600.000000,27.000000,-0.203901,0.402330,0.591508,0.635665,0.712807,0.120590,-0.171256,-0.260284
2822.618896,26.938242,22.548748,27.353125,537.731750,-1065.040649,-1565.063232,-1681.323608,-1885.014404,-320.168243,451.488800,685.943726,1.165623,1.165819,1.165612,1.166094,1.166257,1.166217,1.165874,1.165848,5.000000,2.000000,0.000000,50.000000,600.000000,27.000000,-0.203470,0.402997,0.592199,0.636190,0.713264,0.121147,-0.170837,-0.259552
2825.876953,26.938028,22.535698,27.355438,535.663086,-1067.221436,-1565.908691,-1683.440430,-1886.518066,-322.547455,450.051422,684.121399,1.165656,1.165798,1.165597,1.166082,1.166244,1.166219,1.165924,1.165849,5.000000,2.000000,0.000000,50.000000,600.000000,27.000000,-0.202688,0.403822,0.592519,0.636991,0.713833,0.122048,-0.170293,-0.258862
2829.128906,26.944696,22.533699,27.353437,534.027161,-1069.677979,-1567.139526,-1685.157349,-1887.922363,-324.590851,448.329651,681.950745,1.165667,1.165812,1.165631,1.166123,1.166259,1.166240,1.165960,1.165872,5.000000,2.000000,0.000000,50.000000,600.000000,27.000000,-0.202069,0.404752,0.592984,0.637641,0.714364,0.122821,-0.169642,-0.258041
2832.386963,26.940323,22.540817,27.353874,532.863770,-1070.925537,-1567.309204,-1686.164429,-1888.297974,-326.036469,447.072754,680.474792,1.165667,1.165839,1.165626,1.166104,1.166256,1.166271,1.165950,1.165861,5.000000,2.000000,0.000000,50.000000,600.000000,27.000000,-0.201628,0.405224,0.593049,0.638022,0.714507,0.123368,-0.169166,-0.257482
2835.639893,26.940002,22.539631,27.354187,531.570679,-1072.783203,-1568.953979,-1687.685059,-1889.885864,-328.206268,445.842194,678.628113,1.165679,1.165871,1.165651,1.166101,1.166258,1.166255,1.165948,1.165885,5.000000,2.000000,0.000000,50.000000,600.000000,27.000000,-0.201139,0.405927,0.593671,0.638597,0.715107,0.124189,-0.168701,-0.256784
2838.894043,26.956060,22.537321,27.353813,530.323730,-1075.251221,-1570.285645,-1688.925903,-1890.120972,-330.216370,444.169647,676.345581,1.165674,1.165828,1.165612,1.166101,1.166277,1.166251,1.165938,1.165910,5.000000,2.000000,0.000000,50.000000,600.000000,27.000000,-0.200667,0.406861,0.594175,0.639067,0.715196,0.124949,-0.168068,-0.255920
2842.154053,26.957926,22.541254,27.353125,529.015930,-1077.052124,-1571.151855,-1691.830078,-1892.618042,-332.179199,443.024658,674.722656,1.165714,1.165877,1.165657,1.166077,1.166199,1.166245,1.165917,1.165859,5.000000,2.000000,0.000000,50.000000,600.000000,27.000000,-0.200173,0.407542,0.594503,0.640166,0.716141,0.125692,-0.167635,-0.255306
2845.416992,26.954193,22.542816,27.353313,527.509827,-1079.289795,-1572.753784,-1692.567871,-1893.641968,-334.122711,441.738434,672.948730,1.165664,1.165859,1.165627,1.166113,1.166230,1.166234,1.165916,1.165904,5.000000,2.000000,0.000000,50.000000,600.000000,27.000000,-0.199603,0.408389,0.595109,0.640445,0.716529,0.126428,-0.167148,-0.254635
2848.674072,26.958246,22.541630,27.353062,526.330688,-1081.661133,-1574.325317,-1694.305664,-1894.550903,-335.909515,440.290222,670.651123,1.165678,1.165838,1.165641,1.166080,1.166263,1.166238,1.165915,1.165846,5.000000,2.000000,0.000000,50.000000,600.000000,27.000000,-0.199156,0.409286,0.595704,0.641102,0.716873,0.127104,-0.166600,-0.253765
2851.926025,26.954565,22.534698,27.351000,525.099854,-1083.628418,-1576.372803,-1696.086914,-1896.163574,-338.525665,438.405640,668.204712,1.165689,1.165841,1.165625,1.166079,1.166247,1.166226,1.165951,1.165864,5.000000,2.000000,0.000000,50.000000,600.000000,27.000000,-0.198691,0.410030,0.596478,0.641776,0.717483,0.128094,-0.165887,-0.252840
2855.179932,26.944696,22.528893,27.354500,522.671021,-1084.734863,-1576.657104,-1697.651489,-1897.495117,-340.441833,436.634155,666.618530,1.165710,1.165834,1.165648,1.166074,1.166207,1.166205,1.165901,1.165871,5.000000,2.000000,0.000000,50.000000,600.000000,27.000000,-0.197772,0.410449,0.596586,0.642368,0.717987,0.128819,-0.165216,-0.252239
2858.431885,26.940590,22.537008,27.353874,521.541138,-1087.416992,-1578.844360,-1698.780884,-1897.913208,-342.489563,435.303833,664.243896,1.165621,1.165842,1.165602,1.166084,1.166244,1.166226,1.165886,1.165854,5.000000,2.000000,0.000000,50.000000,600.000000,27.000000,-0.197344,0.411464,0.597413,0.642796,0.718145,0.129593,-0.164713,-0.251341
2861.688965,26.946831,22.549934,27.354500,520.098450,-1089.236084,-1580.002319,-1700.241089,-1899.133057,-344.382874,433.877289,662.458008,1.165635,1.165886,1.165661,1.166063,1.166223,1.166236,1.165955,1.165888,5.000000,2.000000,0.000000,50.000000,600.000000,27.000000,-0.196798,0.412152,0.597852,0.643348,0.718606,0.130310,-0.164173,-0.250665
2864.938965,26.955954,22.561735,27.355438,518.911682,-1091.233765,-1581.349243,-1701.425293,-1899.759155,-345.965332,432.450684,660.291931,1.165730,1.165860,1.165641,1.166105,1.166246,1.166247,1.165893,1.165840,5.000000,2.000000,0.000000,50.000000,600.000000,27.000000,-0.196349,0.412908,0.598361,0.643796,0.718843,0.130909,-0.163634,-0.249846
2868.191895,26.976757,22.535885,27.355062,517.449463,-1093.379517,-1582.848633,-1702.582642,-1900.580200,-347.855713,430.478149,657.994324,1.165649,1.165844,1.165612,1.166075,1.166249,1.166271,1.165888,1.165841,5.000000,2.000000,0.000000,50.000000,600.000000,27.000000,-0.195796,0.413720,0.598929,0.644234,0.719154,0.131624,-0.162887,-0.248976
2871.448975,26.968168,22.539444,27.355562,516.108521,-1095.545410,-1584.210571,-1704.785522,-1902.984863,-349.830597,429.134338,656.070557,1.165651,1.165793,1.165618,1.166083,1.166230,1.166253,1.165874,1.165850,5.000000,2.000000,0.000000,50.000000,600.000000,27.000000,-0.195289,0.414540,0.599444,0.645068,0.720064,0.132371,-0.162379,-0.248248
2874.698975,26.971422,22.502542,27.355438,515.164490,-1097.380981,-1585.033203,-1706.399780,-1903.148560,-352.057861,428.024170,654.588257,1.165653,1.165817,1.165593,1.166085,1.166198,1.166224,1.165940,1.165867,5.000000,2.000000,0.000000,50.000000,600.000000,27.000000,-0.194931,0.415234,0.599755,0.645679,0.720126,0.133214,-0.161959,-0.247687
2877.958008,26.979105,22.485373,27.357124,513.928223,-1098.544067,-1585.620728,-1707.100098,-1903.675293,-353.429901,426.864960,652.348022,1.165672,1.165840,1.165625,1.166097,1.166227,1.166179,1.165903,1.165878,5.000000,2.000000,0.000000,50.000000,600.000000,27.000000,-0.194464,0.415674,0.599978,0.645944,0.720325,0.133733,-0.161520,-0.246840
2881.216064,26.978251,22.477879,27.356438,512.419189,-1101.228638,-1587.972778,-1709.432129,-1906.428711,-355.930084,425.111206,650.450928,1.165673,1.165822,1.165592,1.166101,1.166228,1.166226,1.165866,1.165807,5.000000,2.000000,0.000000,50.000000,600.000000,27.000000,-0.193893,0.416690,0.600868,0.646826,0.721367,0.134679,-0.160856,-0.246122
2884.468994,26.975904,22.473820,27.356125,510.722260,-1104.277344,-1589.488403,-1712.018311,-1908.081055,-358.387848,423.791809,648.722168,1.165627,1.165767,1.165539,1.166014,1.166220,1.166197,1.165901,1.165821,5.000000,2.000000,0.000000,50.000000,600.000000,27.000000,-0.193250,0.417844,0.601441,0.647805,0.721992,0.135609,-0.160357,-0.245468
2887.724121,26.992067,22.468264,27.355812,509.648163,-1105.420532,-1590.146606,-1712.778809,-1907.535400,-360.021057,422.308533,646.872620,1.165637,1.165797,1.165596,1.166034,1.166180,1.166187,1.165872,1.165829,5.000000,2.000000,0.000000,50.000000,600.000000,27.000000,-0.192844,0.418276,0.601690,0.648093,0.721786,0.136227,-0.159796,-0.244768
2890.977051,26.976650,22.481937,27.358250,507.613098,-1106.248047,-1590.303711,-1713.002441,-1908.118530,-361.741669,420.591736,644.508179,1.165608,1.165797,1.165575,1.166092,1.166193,1.166178,1.165847,1.165781,5.000000,2.000000,0.000000,50.000000,600.000000,27.000000,-0.192074,0.418589,0.601750,0.648177,0.722006,0.136878,-0.159146,-0.243873
2894.235107,27.002150,22.495424,27.357750,506.903412,-1108.878052,-1592.456299,-1715.859131,-1910.719971,-364.137299,419.509705,642.921204,1.165597,1.165757,1.165568,1.166041,1.166215,1.166183,1.165878,1.165826,5.000000,2.000000,0.000000,50.000000,600.000000,27.000000,-0.191805,0.419585,0.602564,0.649258,0.722991,0.137785,-0.158737,-0.243273
2897.593994,27.018152,22.524645,27.355749,506.001801,-1109.903076,-1592.537842,-1715.475098,-1909.401611,-364.757629,419.536560,642.460632,1.165616,1.165781,1.165590,1.166042,1.166193,1.166171,1.165851,1.165781,6.000000,3.000000,0.000000,50.000000,480.000000,27.000000,-0.191464,0.419972,0.602595,0.649113,0.722492,0.138019,-0.158747,-0.243098
2900.858887,27.013618,22.551308,27.355875,503.859497,-1111.742554,-1594.590210,-1717.458984,-1902.311523,-367.146210,418.195068,640.457825,1.165592,1.165795,1.165576,1.166044,1.166185,1.166185,1.165852,1.165822,6.000000,3.000000,0.000000,50.000000,480.000000,27.000000,-0.190654,0.420668,0.603372,0.649863,0.719809,0.138923,-0.158239,-0.242341
2904.113037,27.011484,22.558926,27.354187,503.488037,-1113.411011,-1594.753540,-1718.437622,-1911.153198,-368.259064,416.829193,638.678955,1.165647,1.165815,1.165577,1.166010,1.166203,1.166207,1.165872,1.165844,6.000000,3.000000,0.000000,50.000000,480.000000,27.000000,-0.190513,0.421300,0.603433,0.650234,0.723155,0.139344,-0.157723,-0.241668
2907.371094,27.010365,22.563795,27.355688,502.037994,-1115.775757,-1597.120605,-1720.686401,-1912.539429,-369.981140,416.150665,636.743103,1.165653,1.165784,1.165555,1.165999,1.166196,1.166207,1.165862,1.165788,6.000000,3.000000,0.000000,50.000000,480.000000,27.000000,-0.189964,0.422195,0.604329,0.651085,0.723679,0.139996,-0.157466,-0.240935
2910.628906,27.004337,22.538445,27.354124,501.491180,-1116.710083,-1598.037964,-1722.148682,-1913.918335,-371.661591,414.820343,635.089111,1.165630,1.165807,1.165587,1.166051,1.166198,1.166162,1.165811,1.165783,6.000000,3.000000,0.000000,50.000000,480.000000,27.000000,-0.189758,0.422548,0.604676,0.651638,0.724201,0.140632,-0.156962,-0.240309
2913.888916,26.998842,22.552555,27.356062,500.345062,-1118.823486,-1598.781372,-1722.935791,-1914.980225,-373.251312,413.287262,633.345032,1.165644,1.165812,1.165577,1.166010,1.166191,1.166201,1.165854,1.165806,6.000000,3.000000,0.000000,50.000000,480.000000,27.000000,-0.189324,0.423348,0.604957,0.651936,0.724603,0.141233,-0.156382,-0.239649
2917.143066,27.003536,22.550682,27.358063,499.203003,-1120.290405,-1599.911011,-1723.991699,-1915.667358,-374.757751,412.401123,632.099915,1.165634,1.165821,1.165614,1.166054,1.166195,1.166216,1.165862,1.165813,6.000000,3.000000,0.000000,50.000000,480.000000,27.000000,-0.188892,0.423903,0.605385,0.652335,0.724863,0.141803,-0.156047,-0.239178
2920.403076,27.002203,22.559423,27.355000,497.407776,-1122.165894,-1600.018555,-1725.509766,-1917.266724,-377.291901,410.957275,629.777466,1.165596,1.165762,1.165590,1.166046,1.166165,1.166181,1.165849,1.165800,6.000000,3.000000,0.000000,50.000000,480.000000,27.000000,-0.188212,0.424612,0.605425,0.652910,0.725468,0.142762,-0.155501,-0.238299
2923.665039,27.010578,22.519651,27.357374,496.567749,-1123.835327,-1600.818481,-1727.168335,-1918.373901,-378.981689,409.801239,628.478577,1.165585,1.165768,1.165558,1.166009,1.166147,1.166152,1.165831,1.165810,6.000000,3.000000,0.000000,50.000000,480.000000,27.000000,-0.187895,0.425244,0.605728,0.653537,0.725887,0.143402,-0.155063,-0.237808
2926.917969,27.018900,22.475006,27.355938,495.562988,-1125.275391,-1601.861816,-1728.405273,-1919.354980,-379.861145,409.948517,630.175415,1.165630,1.165794,1.165544,1.166043,1.166175,1.166181,1.165841,1.165796,6.000000,3.000000,0.000000,50.000000,480.000000,27.000000,-0.187514,0.425789,0.606123,0.654005,0.726258,0.143734,-0.155119,-0.238450
2930.181885,27.026741,22.471697,27.356937,493.700317,-1126.605347,-1602.001953,-1727.734497,-1915.344116,-370.755371,427.812775,654.705078,1.165585,1.165783,1.165557,1.166052,1.166193,1.166173,1.165875,1.165835,6.000000,3.000000,0.000000,50.000000,480.000000,27.000000,-0.186810,0.426292,0.606176,0.653751,0.724741,0.140289,-0.161879,-0.247732
2933.441895,27.030048,22.459522,27.358063,497.313843,-1118.878906,-1586.373047,-1701.656006,-1875.971924,-297.595459,517.730774,748.314697,1.165651,1.165796,1.165564,1.166001,1.166169,1.166175,1.165815,1.165782,6.000000,3.000000,0.000000,50.000000,480.000000,27.000000,-0.188177,0.423369,0.600262,0.643884,0.709843,0.112606,-0.195902,-0.283152
2936.697021,27.019487,22.484934,27.358562,592.360413,-975.459045,-1432.101685,-1519.234009,-1676.838257,-44.766666,494.265442,732.513611,1.165610,1.165770,1.165578,1.166035,1.166224,1.166196,1.165929,1.165873,6.000000,3.000000,0.000000,50.000000,480.000000,27.000000,-0.224141,0.369101,0.541888,0.574858,0.634493,0.016939,-0.187023,-0.277173
2939.952881,27.002790,22.486433,27.359501,1593.254272,-61.472439,-1201.874878,-994.784729,-1071.483154,338.149384,-461.274902,-2599.689453,1.165590,1.165766,1.165590,1.166032,1.166183,1.166138,1.165908,1.166012,6.000000,3.000000,0.000000,50.000000,480.000000,27.000000,-0.602866,0.023260,0.454773,0.376413,0.405435,-0.127951,0.174540,0.983688
2943.211914,27.012924,22.515280,27.358749,-418.963531,-2024.625610,-4234.001465,-3792.514160,-2069.166748,-74.061394,838.265137,1041.234375,1.165719,1.165838,1.165539,1.165991,1.166178,1.166174,1.165849,1.165817,6.000000,3.000000,0.000000,50.000000,480.000000,27.000000,0.158530,0.766091,1.602089,1.435036,0.782945,0.028024,-0.317188,-0.393989
2946.472900,26.995375,22.531202,27.358562,-385.251099,-1143.091064,-1273.830933,-1292.816650,-1477.765015,63.749550,748.059387,855.886902,1.165582,1.165781,1.165605,1.166059,1.166186,1.166186,1.165884,1.165862,6.000000,3.000000,0.000000,50.000000,480.000000,27.000000,0.145774,0.432530,0.482001,0.489184,0.559166,-0.024122,-0.283056,-0.323856
2949.728027,26.982786,22.536634,27.357187,1777.604248,1219.047241,754.530518,274.695587,-32.517338,1356.181152,1747.460205,655.290405,1.165441,1.165653,1.165507,1.166010,1.166159,1.166124,1.165831,1.165915,6.000000,3.000000,0.000000,50.000000,480.000000,27.000000,-0.672622,-0.461271,-0.285504,-0.103941,0.012304,-0.513161,-0.661215,-0.247953
2952.987061,26.989134,22.534136,27.358063,3197.999512,1862.995972,1303.823364,1046.977051,631.721375,1865.913086,1858.062988,197.942032,1.165299,1.165640,1.165482,1.165963,1.166143,1.166109,1.165827,1.165965,6.000000,3.000000,0.000000,50.000000,480.000000,27.000000,-1.210080,-0.704933,-0.493349,-0.396162,-0.239035,-0.706036,-0.703066,-0.074899
2956.245117,26.992762,22.536572,27.355688,3387.235840,1997.393555,1661.476196,1354.958496,824.348511,2247.697266,2103.883301,359.808075,1.165203,1.165622,1.165443,1.165944,1.166128,1.166092,1.165791,1.165908,6.000000,3.000000,0.000000,50.000000,480.000000,27.000000,-1.281685,-0.755787,-0.628680,-0.512698,-0.311922,-0.850498,-0.796081,-0.136147
2959.500977,26.992815,22.528643,27.353687,2621.106201,2254.101807,1689.131958,1186.265259,640.945435,2159.724121,1065.672363,72.082176,1.165327,1.165556,1.165415,1.165911,1.166089,1.166083,1.165831,1.165940,6.000000,3.000000,0.000000,50.000000,480.000000,27.000000,-0.991791,-0.852922,-0.639145,-0.448867,-0.242525,-0.817211,-0.403236,-0.027275
2962.753906,26.981504,22.530516,27.350687,2550.054932,2253.463379,1400.091187,1009.895020,522.531189,1221.490234,-717.292297,1563.370850,1.165246,1.165569,1.165441,1.165929,1.166118,1.166149,1.165992,1.165860,6.000000,3.000000,0.000000,50.000000,480.000000,27.000000,-0.964907,-0.852680,-0.529776,-0.382131,-0.197719,-0.462196,0.271414,-0.591559
2966.010986,26.982733,22.523458,27.348875,2961.751953,2751.215820,1796.207275,921.547607,-5.241658,1315.492798,-419.335388,2657.857910,1.165270,1.165473,1.165371,1.165918,1.166142,1.166103,1.165939,1.165787,6.000000,3.000000,0.000000,50.000000,480.000000,27.000000,-1.120687,-1.041023,-0.679661,-0.348701,0.001983,-0.497765,0.158671,-1.005698
2969.269043,26.965288,22.482187,27.350937,2810.512451,2425.542236,1489.742676,514.039185,-119.371361,1115.001343,-893.981384,2525.657471,1.165327,1.165544,1.165419,1.165949,1.166145,1.166121,1.165960,1.165736,6.000000,3.000000,0.000000,50.000000,480.000000,27.000000,-1.063460,-0.917793,-0.563699,-0.194506,0.045169,-0.421902,0.338271,-0.955675
2972.530029,26.959633,22.488369,27.349812,1969.186768,1863.713013,907.187805,140.648239,-360.234894,599.955261,-811.150391,2428.285889,1.165343,1.165537,1.165446,1.165989,1.166171,1.166178,1.166008,1.165772,6.000000,3.000000,0.000000,50.000000,480.000000,27.000000,-0.745114,-0.705204,-0.343268,-0.053219,0.136308,-0.227015,0.306928,-0.918831
2975.790039,26.964222,22.475693,27.344187,1594.343262,1341.395508,529.393372,-9.782141,-532.678711,-283.504272,-388.255859,2326.584717,1.165384,1.165528,1.165462,1.165976,1.166153,1.166216,1.165952,1.165774,6.000000,3.000000,0.000000,50.000000,480.000000,27.000000,-0.603278,-0.507566,-0.200315,0.003701,0.201558,0.107274,0.146911,-0.880348
2979.045898,26.965288,22.479191,27.340250,1267.317261,811.052795,73.533813,-296.676605,-917.065979,-637.587708,-181.327927,2334.208252,1.165377,1.165566,1.165488,1.165959,1.166152,1.166215,1.165914,1.165763,6.000000,3.000000,0.000000,50.000000,480.000000,27.000000,-0.479536,-0.306891,-0.027824,0.112258,0.347005,0.241255,0.068612,-0.883233
2982.304932,26.969290,22.479065,27.339813,879.095764,222.641068,-442.388000,-689.430176,-1339.480103,-663.248413,-107.899078,2365.015869,1.165421,1.165624,1.165446,1.165995,1.166193,1.166232,1.165904,1.165735,6.000000,3.000000,0.000000,50.000000,480.000000,27.000000,-0.332638,-0.084244,0.167394,0.260871,0.506841,0.250964,0.040828,-0.894890
2985.566895,26.957767,22.468763,27.336063,399.902344,-432.391388,-960.501709,-1117.808960,-1741.795898,-657.353394,-89.755859,2276.667236,1.165461,1.165689,1.165492,1.166026,1.166192,1.166215,1.165903,1.165774,6.000000,3.000000,0.000000,50.000000,480.000000,27.000000,-0.151318,0.163611,0.363441,0.422964,0.659072,0.248734,0.033962,-0.861460
2988.819092,26.968061,22.480314,27.336687,-203.909134,-1118.968262,-1512.661987,-1560.891968,-2054.426758,-716.677368,-168.943939,2039.735840,1.165530,1.165702,1.165455,1.165979,1.166186,1.166207,1.165954,1.165795,6.000000,3.000000,0.000000,50.000000,480.000000,27.000000,0.077156,0.423403,0.572371,0.590621,0.777367,0.271181,0.063926,-0.771809
2992.074951,26.974569,22.483061,27.335501,-782.441772,-1713.117798,-1935.573364,-1939.327515,-2294.152344,-860.848999,-339.836426,1601.867920,1.165524,1.165721,1.165528,1.166007,1.166159,1.166237,1.165952,1.165799,6.000000,3.000000,0.000000,50.000000,480.000000,27.000000,0.296065,0.648221,0.732395,0.733815,0.868076,0.325734,0.128590,-0.606125
2995.331055,26.980759,22.500919,27.334249,-1572.369629,-2317.973877,-2431.599365,-2408.887695,-2630.876465,-1189.049072,-657.277161,951.117126,1.165559,1.165737,1.165547,1.166010,1.166152,1.166227,1.165978,1.165864,6.000000,3.000000,0.000000,50.000000,480.000000,27.000000,0.594964,0.877090,0.920084,0.911491,0.995488,0.449920,0.248705,-0.359890
2998.582031,26.972490,22.518215,27.334999,-2412.698730,-2936.280029,-2974.244141,-2939.837646,-3045.300293,-1608.453003,-1079.469727,127.139252,1.165597,1.165763,1.165564,1.166001,1.166142,1.166226,1.165979,1.165923,6.000000,3.000000,0.000000,50.000000,480.000000,27.000000,0.912933,1.111049,1.125414,1.112395,1.152301,0.608617,0.408457,-0.048108
3001.836914,26.972916,22.537134,27.333563,-3376.753662,-3788.479248,-3792.583740,-3661.272705,-3612.112305,-2184.919678,-1653.961670,-804.728149,1.165590,1.165771,1.165556,1.166002,1.166170,1.166266,1.166004,1.165928,6.000000,3.000000,0.000000,50.000000,480.000000,27.000000,1.277718,1.433510,1.435063,1.385376,1.366775,0.826744,0.625837,0.304498
3005.090088,26.961287,22.471386,27.332813,-4272.089355,-4597.291504,-4517.233887,-4279.005859,-4160.895020,-2801.168213,-2251.910645,-1571.482056,1.165535,1.165713,1.165482,1.165967,1.166130,1.166280,1.166053,1.165989,6.000000,3.000000,0.000000,50.000000,480.000000,27.000000,1.616501,1.739553,1.709261,1.619118,1.574427,1.059924,0.852093,0.594628
3008.342041,26.959953,22.458273,27.334063,-4824.783691,-5176.854492,-5069.035156,-4818.098633,-4694.079102,-3386.310303,-2783.366943,-2241.895020,1.165538,1.165683,1.165457,1.165937,1.166116,1.166247,1.166002,1.165981,6.000000,3.000000,0.000000,50.000000,480.000000,27.000000,1.825633,1.958852,1.918055,1.823104,1.776176,1.281334,1.053189,0.848303
3011.600098,26.953018,22.421185,27.335125,-5123.570312,-5544.156738,-5480.351074,-5278.262207,-5186.601562,-3941.155762,-3312.059570,-2987.789795,1.165499,1.165639,1.165397,1.165877,1.166007,1.166177,1.165943,1.165938,6.000000,3.000000,0.000000,50.000000,480.000000,27.000000,1.938690,2.097834,2.073691,1.997223,1.962540,1.491280,1.253239,1.130539
3014.855957,26.953339,22.410007,27.337749,-5317.546387,-5852.433594,-5859.882324,-5715.501465,-5657.161133,-4532.426758,-3911.969238,-3728.047607,1.165462,1.165563,1.165305,1.165807,1.165933,1.166188,1.165944,1.165930,6.000000,3.000000,0.000000,50.000000,480.000000,27.000000,2.012088,2.214482,2.217301,2.162669,2.140594,1.715009,1.480237,1.410643
3018.111084,26.955313,22.426243,27.342312,-5327.874512,-6006.675293,-6132.931152,-6080.721680,-6142.118652,-5223.072754,-4583.955078,-4386.139648,1.165459,1.165526,1.165295,1.165711,1.165771,1.166068,1.165866,1.165933,6.000000,3.000000,0.000000,50.000000,480.000000,27.000000,2.015996,2.272845,2.320619,2.300864,2.324095,1.976341,1.734507,1.659656
3021.368896,26.951792,22.451591,27.341812,-5174.089844,-5980.897949,-6277.000488,-6385.860840,-6649.935059,-5956.535156,-5152.936035,-4720.854492,1.165499,1.165528,1.165233,1.165596,1.165545,1.165796,1.165681,1.165870,6.000000,3.000000,0.000000,50.000000,480.000000,27.000000,1.957806,2.263091,2.375133,2.416324,2.516246,2.253873,1.949802,1.786308
3024.625977,26.967155,22.477005,27.342937,-4932.511230,-5848.924316,-6359.583496,-6683.429687,-7130.746094,-6539.633301,-5499.947266,-4790.561035,1.165534,1.165561,1.165229,1.165396,1.165156,1.165415,1.165572,1.165827,6.000000,3.000000,0.000000,50.000000,480.000000,27.000000,1.866396,2.213154,2.406381,2.528920,2.698179,2.474509,2.081106,1.812684
3027.884033,26.979372,22.506725,27.342562,-4730.894531,-5724.818848,-6366.829102,-6852.978027,-7360.209473,-6730.781738,-5528.544434,-4644.610840,1.165520,1.165528,1.165130,1.165222,1.164892,1.165298,1.165557,1.165870,6.000000,3.000000,0.000000,50.000000,480.000000,27.000000,1.790107,2.166194,2.409122,2.593075,2.785004,2.546837,2.091927,1.757458
3031.142090,26.983158,22.512657,27.341375,-4550.956543,-5614.125488,-6381.038086,-6973.120605,-7494.191406,-6770.954102,-5465.926758,-4493.305664,1.165567,1.165525,1.165115,1.165166,1.164786,1.165272,1.165580,1.165918,6.000000,3.000000,0.000000,50.000000,480.000000,27.000000,1.722021,2.124310,2.414499,2.638535,2.835701,2.562038,2.068233,1.700206
