T  (s),CL1cBAK2,CL2polyAC,CL3cBAK2,CL4polyAC,CL5cBAK2,CL6polyAC,CL7cBAK2,CL8polyAC,Inj.,Val.
1918.880005,3581.928223,3893.290527,3686.679443,-865.585632,-1866.389038,-2087.230469,-4423.240234,-5108.51123,4.0,3.0
1922.420044,3577.049805,3840.7229,3657.960937,-925.197327,-1886.146851,-2120.57959,-4434.430664,-5092.496094,4.0,3.0
1925.920044,3580.82959,3725.26001,3649.812256,-953.463684,-1915.442749,-2217.033936,-4571.728027,-4990.066406,4.0,3.0
1929.420044,3581.325195,3834.043945,3660.896973,-1002.991821,-1953.618042,-2249.827637,-4552.4375,-4973.499023,4.0,3.0
1932.920044,3605.233887,3813.889404,3650.781738,-1001.678772,-1954.018799,-2240.040039,-4531.559082,-4951.823242,4.0,3.0
1936.420044,3603.07959,3820.160645,3654.755615,-1019.621826,-1977.552612,-2299.147705,-4625.424316,-4896.049805,4.0,3.0
1939.920044,3614.148926,3820.359375,3613.353271,-1047.957031,-2010.685913,-2338.388428,-4623.909668,-4864.478516,4.0,3.0
1943.420044,3623.623779,3823.158691,3632.605713,-1046.436523,-2037.750122,-2402.855469,-4653.032227,-4827.456055,4.0,3.0
1946.920044,3619.8479,3816.343506,3633.621826,-1102.730591,-2063.869873,-2438.51001,-4673.883789,-4785.261719,4.0,3.0
1950.420044,3637.235596,3796.187256,3588.720459,-1126.96814,-2105.739258,-2503.674316,-4696.568359,-4734.223633,4.0,3.0
1953.920044,3638.109619,3803.070557,3631.788818,-1119.60376,-2137.803223,-2554.018799,-4694.500977,-4694.986816,4.0,3.0
1957.420044,3644.077637,3802.300049,3654.676758,-1164.254028,-2136.647217,-2519.055176,-4655.967285,-4683.847168,4.0,3.0
1960.880005,3691.435791,3733.898926,3658.421875,-1154.854492,-2111.037598,-2423.455566,-4581.349121,-4676.221191,4.0,3.0
1964.380005,3706.101318,3804.067383,3651.838867,-1134.428589,-2098.587158,-2398.255371,-4557.680176,-4639.592773,4.0,3.0
1967.880005,3701.509033,3809.644775,3662.686523,-1139.432739,-2100.250244,-2394.337646,-4480.192871,-4629.42334,4.0,3.0
1971.380005,3685.561279,3809.110107,3677.489502,-1132.126709,-2090.950928,-2348.307373,-4468.222656,-4609.393066,4.0,3.0
1974.880005,3673.135498,3826.129395,3674.709961,-1155.428589,-2091.15332,-2389.229492,-4455.491211,-4581.634277,4.0,3.0
1978.380005,3690.979248,3820.779053,3677.641113,-1154.802368,-2132.372803,-2386.42334,-4387.629395,-4567.183105,4.0,3.0
1981.819946,3696.017578,3821.094482,3675.073975,-1149.129517,-2076.124756,-2357.690674,-4362.936035,-4558.435547,4.0,3.0
1985.319946,3699.476074,3811.716553,3679.862061,-1157.028564,-2131.347168,-2429.495361,-4424.678711,-4499.077637,4.0,3.0
1988.819946,3698.048828,3825.324219,3688.428711,-1204.411133,-2154.938232,-2434.576172,-4361.191895,-4504.614258,4.0,3.0
1992.280029,3709.570068,3822.359619,3682.21875,-947.512756,-2135.297363,-2382.473633,-4292.622559,-4448.163574,4.0,3.0
1995.819946,3702.193848,3827.962158,3684.04834,-1176.478027,-2123.979004,-2364.125488,-4246.657227,-4475.648926,4.0,3.0
1999.319946,3685.293457,3841.037842,3681.305908,-1184.810791,-2170.539307,-2438.625488,-4273.804199,-4444.369629,4.0,3.0
2002.780029,3725.088867,3841.369141,3671.57373,-1211.958618,-2191.680176,-2489.557861,-4272.990234,-4413.668945,4.0,3.0
2006.280029,3721.749512,3838.156738,3695.170166,-1233.895996,-2168.173584,-2440.248291,-4206.40332,-4402.839355,4.0,3.0
2009.780029,3776.750732,3833.04834,3702.324707,-1219.456421,-2124.229736,-2307.586914,-4092.372803,-4424.362305,4.0,3.0
2013.219971,3749.25415,3848.166016,3705.902832,-1173.921875,-2107.66748,-2229.651611,-3988.182861,-4408.913086,4.0,3.0
2016.670044,3737.321289,3851.850342,3737.518555,-1167.281738,-2102.836182,-2241.088867,-3983.296631,-4393.027344,4.0,3.0
2020.219971,3757.626709,3849.700439,3738.241455,-1172.658325,-2103.0354,-2205.579834,-3915.178467,-4383.636719,4.0,3.0
2023.719971,3757.249268,3861.975342,3719.06543,-1171.305542,-2098.5625,-2185.791016,-3875.813965,-4378.625,4.0,3.0
2027.219971,3780.247559,3831.229004,3736.532471,-1178.928101,-2105.454346,-2209.782227,-3911.717041,-4336.332031,4.0,3.0
2030.780029,3739.048828,3842.368408,3730.300049,-1177.585815,-2108.072021,-2185.162354,-3812.759521,-4336.290527,4.0,3.0
2034.280029,3771.588867,3854.222412,3713.72583,-1188.744873,-2123.986084,-2169.198975,-3789.779297,-4324.100098,4.0,3.0
2037.780029,3791.135986,3859.603516,3740.211182,-1184.374268,-2108.851074,-2173.535889,-3734.371094,-4323.130371,4.0,3.0
2041.280029,3778.327148,3859.949951,3758.337646,-1179.151367,-2115.193359,-2174.666016,-3683.07959,-4322.523926,4.0,3.0
2044.819946,3787.353271,3871.4646,3752.412109,-1197.813232,-2119.515869,-2158.044922,-3658.969727,-4310.188477,4.0,3.0
2048.320068,3800.049805,3876.740967,3726.776855,-1209.356445,-2126.376953,-2172.94458,-3592.05249,-4275.311523,4.0,3.0
2051.820068,3819.01416,3866.611084,3757.814453,-1200.62085,-2139.713623,-2171.181885,-3620.126709,-4256.786133,4.0,3.0
2055.280029,3807.855957,3863.932617,3751.777588,-1196.246216,-2129.245117,-2165.032471,-3599.461182,-4241.341309,4.0,3.0
2058.780029,3828.641113,3856.76709,3757.244385,-1192.518921,-2133.955811,-2175.297607,-3527.056152,-4243.216797,4.0,3.0
2062.280029,3843.797119,3862.450684,3767.676758,-1202.98999,-2152.053711,-2171.380859,-3522.149902,-4313.45166,4.0,3.0
2065.719971,3836.187988,3859.545654,3775.974609,-1205.089966,-2136.48999,-2176.642578,-3476.970215,-4229.646484,4.0,3.0
2069.219971,3845.597168,3856.567383,3759.824219,-1207.200806,-2158.854004,-2170.258789,-3434.467285,-4225.668945,4.0,3.0
2072.719971,3823.269287,3871.413086,3759.006836,-1209.49939,-2138.695557,-2194.369629,-3443.865967,-4200.787598,4.0,3.0
2076.219971,3833.188477,3807.213379,3751.511475,-1212.536743,-2174.712891,-2191.017822,-3443.739502,-4192.328613,4.0,3.0
2079.719971,3824.746826,3864.523193,3760.355225,-1236.006592,-2190.262695,-2208.438965,-3374.64209,-4183.037598,4.0,3.0
2083.169922,3837.651855,3861.672119,3767.431396,-1219.561279,-2183.56665,-2195.196289,-3368.268311,-4169.412109,4.0,3.0
2086.629883,3820.365479,3862.609131,3753.748047,-1236.51416,-2181.226562,-2223.712158,-3370.498291,-4158.569824,4.0,3.0
2090.129883,3855.276367,3858.96582,3769.697021,-1240.251221,-2195.219971,-2227.736084,-3350.525146,-4152.309082,4.0,3.0
2093.629883,3841.311035,3863.47876,3756.591309,-1240.856201,-2201.374512,-2216.786133,-3356.823486,-4127.836426,4.0,3.0
2097.129883,3846.689453,3853.453613,3750.788574,-1239.171509,-2195.519287,-2255.075439,-3301.412598,-4118.179687,4.0,3.0
2100.629883,3838.182129,3859.304932,3772.975342,-1263.205322,-2188.745361,-2257.560547,-3336.364746,-4088.135986,4.0,3.0
2104.169922,3855.188232,3860.521729,3769.604004,-1234.311157,-2208.560059,-2269.616699,-3313.131836,-4096.638672,4.0,3.0
2107.629883,3859.87915,3855.644043,3761.998291,-1259.632935,-2212.109375,-2286.606445,-3299.308105,-4091.38208,4.0,3.0
2111.169922,3859.900391,3859.195801,3735.436279,-1244.714966,-2210.539062,-2266.074951,-3268.165283,-4086.031494,4.0,3.0
2114.669922,3866.385986,3860.184326,3764.953857,-1242.078491,-2215.645508,-2293.804443,-3265.242676,-4054.245605,4.0,3.0
2118.129883,3860.117187,3858.585937,3758.244629,-1252.63208,-2221.434814,-2303.795166,-3258.797363,-4058.393555,4.0,3.0
2121.629883,3870.189453,3857.671631,3769.96167,-1252.163452,-2233.433105,-2291.261719,-3234.079834,-4062.107666,4.0,3.0
2125.169922,3877.41626,3849.92334,3771.256348,-1272.49231,-2240.675781,-2309.129395,-3236.263672,-4037.960205,4.0,3.0
2128.629883,3874.36084,3860.684814,3767.049072,-1266.349731,-2233.14624,-2319.509277,-3218.327148,-4041.762207,4.0,3.0
2132.129883,3871.645264,3836.169434,3753.933594,-1271.224854,-2253.244629,-2357.241455,-3208.968506,-4029.165527,4.0,3.0
2135.669922,3870.208984,3871.947998,3752.086426,-1286.025757,-2234.457764,-2370.820312,-3187.43042,-4000.27124,4.0,3.0
2139.169922,3873.683594,3794.479736,3750.179199,-1279.748291,-2276.249512,-2400.672363,-3165.729248,-4000.080078,4.0,3.0
2142.669922,3885.620605,3858.725098,3756.325195,-1295.99353,-2254.028076,-2414.172363,-3121.723877,-3972.98877,4.0,3.0
2146.169922,3867.897949,3857.796875,3704.407959,-1293.485474,-2260.828369,-2454.237305,-3089.654053,-3958.498779,4.0,3.0
2149.669922,3881.370361,3855.230713,3743.814697,-1325.927612,-2277.04248,-2518.476074,-3035.460937,-3972.526367,4.0,3.0
2153.169922,3888.970459,3854.141357,3751.500732,-1343.95874,-2288.058105,-2499.295898,-3037.211426,-3953.052734,4.0,3.0
2156.669922,3895.107178,3854.179932,3747.30127,-1337.828003,-2261.623535,-2573.047607,-2962.194092,-3839.439453,4.0,3.0
2160.169922,3898.064697,3851.766602,3759.206055,-1408.702881,-2334.050537,-2768.046875,-2888.174805,-3925.892334,4.0,3.0
2163.669922,3924.822998,3862.005859,3730.613037,-1443.218994,-2360.0,-2781.362793,-2824.858398,-3925.68335,4.0,3.0
2167.129883,3931.423584,3850.139893,3729.397217,-1445.524536,-2372.294922,-2928.170654,-2748.67334,-3890.195068,4.0,3.0
2170.629883,3916.09082,3859.016602,3723.018555,-1490.518677,-2445.487305,-3015.20752,-2703.344727,-3883.705322,4.0,3.0
2174.280029,3908.109619,3857.04248,3740.000488,-1537.648315,-2520.158447,-2611.162109,-2503.801514,-3816.722412,5.0,1.0
2177.780029,3896.843262,3795.962891,3745.544434,-1717.211548,-3139.414062,-3227.695312,-2513.475098,-3867.84082,5.0,1.0
2181.320068,3933.34668,3860.323975,3714.930664,-1783.852539,-2860.830566,-3198.326416,-2489.279297,-3860.217773,5.0,1.0
2184.820068,3928.907959,3854.299561,3715.587158,-1780.777222,-2899.359619,-3180.884277,-2457.331543,-3852.44873,5.0,1.0
2188.320068,3931.434814,3855.786377,3726.05249,-1833.59668,-2949.881348,-3179.532715,-2480.207764,-3856.055176,5.0,1.0
2191.780029,3949.347412,3863.504639,3725.896729,-1807.642822,-2966.710693,-3146.264648,-2372.284912,-3832.31958,5.0,1.0
2195.280029,3932.979492,3855.45752,3720.926025,-1915.660767,-3043.551758,-3107.69873,-2323.207031,-3824.903564,5.0,1.0
2198.780029,3936.982422,3867.146484,3727.960449,-1973.046997,-3088.071533,-3079.078125,-2331.595947,-3826.935791,5.0,1.0
2202.219971,3960.76001,3871.393555,3725.058594,-1965.039795,-3090.825439,-3001.033936,-2263.971924,-3810.83252,5.0,1.0
2205.719971,3951.908203,3875.465576,3740.851318,-1936.238525,-2954.825928,-2721.005615,-2086.823486,-3768.058838,5.0,1.0
2209.219971,3928.878418,3975.561279,3795.299805,-1602.030884,-2582.980957,-2471.68457,-2010.921753,-3879.237305,5.0,1.0
2212.719971,3971.172363,4078.836182,3845.545898,-1386.800537,-2395.473877,-2311.791992,-1757.452271,-3415.272461,5.0,1.0
2216.129883,3967.342773,4100.817871,3874.896729,-1320.437866,-2189.906494,-2250.098145,-1728.531006,-3316.461914,5.0,1.0
2219.629883,3966.982178,4082.213867,3889.508789,-1277.884644,-2247.774902,-2030.029907,-1328.503296,-3050.799561,5.0,1.0
2223.129883,3986.386963,4120.932617,3771.094727,-1120.740234,-2010.125977,-1796.94458,-1208.622925,-2921.554443,5.0,1.0
2226.669922,4001.83252,4142.443848,3711.355713,-841.579163,-1760.529907,-1591.964722,-959.404419,-2637.362061,5.0,1.0
2230.169922,4050.287109,4275.018066,3724.354736,-595.916565,-1534.298096,-1421.279053,-754.995728,-2689.662354,5.0,1.0
2233.719971,4008.816895,4345.157227,3752.620605,-465.149445,-1400.947144,-1321.078247,-862.051758,-2716.454102,5.0,1.0
2237.219971,4055.026123,4389.731934,3834.018311,-403.62088,-1345.140991,-1332.884155,-887.238281,-2801.859863,5.0,1.0
2240.719971,4170.481934,4432.782227,3886.678711,-369.874237,-1315.579712,-1307.739746,-895.111572,-2805.214844,5.0,1.0
2244.169922,4197.786621,4469.76416,3964.519531,-319.540466,-1282.449097,-1328.012695,-902.757996,-2795.643311,5.0,1.0
2247.669922,4210.569336,4522.494141,4023.336426,-291.992645,-1310.767822,-1366.056274,-896.001343,-2833.398926,5.0,1.0
2251.129883,4251.472168,4557.218262,4024.688477,-322.435455,-1334.062012,-1358.01123,-884.173462,-2838.916016,5.0,1.0
2254.629883,4269.408691,4555.139648,4018.69165,-325.2677,-1325.051025,-1357.035522,-882.725464,-2789.368408,5.0,1.0
2258.129883,4265.605469,4550.099609,4018.993652,-325.859741,-1329.262451,-1366.692505,-892.809937,-2801.528076,5.0,1.0
2261.629883,4266.01123,4553.232422,4026.655518,-331.979004,-1337.192505,-1375.639893,-903.218018,-2809.143799,5.0,1.0
2265.169922,4263.294434,4552.340332,3998.808105,-340.391693,-1344.902466,-1383.956421,-913.015076,-2815.522217,5.0,1.0
2268.669922,4261.499512,4549.644531,4017.546143,-346.222198,-1349.099365,-1388.48584,-918.595825,-2822.937012,5.0,1.0
2272.169922,4260.793457,4542.896484,4017.645508,-349.926056,-1351.63147,-1391.223267,-921.886719,-2839.205566,5.0,1.0
2275.629883,4260.549805,4542.37793,4017.6604,-352.039795,-1350.620728,-1392.480591,-922.511292,-2884.593018,5.0,1.0
2279.129883,4261.205078,4543.961426,4017.386475,-353.699005,-1352.794922,-1393.370605,-918.430176,-2854.258545,5.0,1.0
2282.629883,4260.866699,4544.279785,4016.474609,-355.259155,-1351.688354,-1393.843384,-925.824585,-2863.495117,5.0,1.0
2286.129883,4243.473633,4542.564941,4016.806396,-351.024994,-1354.85083,-1396.236328,-924.759644,-2861.221436,5.0,1.0
2289.629883,4259.717773,4542.359863,4018.492676,-360.110046,-1354.676025,-1396.65625,-924.832886,-2869.266846,5.0,1.0
2293.129883,4258.217285,4542.050293,4016.457764,-359.077515,-1354.957031,-1401.544434,-925.647156,-2868.185547,5.0,1.0
2296.669922,4261.375977,4541.202148,4016.852295,-360.856812,-1355.547485,-1397.994141,-925.609741,-2870.377441,5.0,1.0
2300.169922,4259.822754,4539.997559,4015.670898,-362.767456,-1356.404419,-1399.707642,-925.856506,-2870.710449,5.0,1.0
2303.669922,4259.791992,4539.333496,4015.829102,-363.360443,-1357.178833,-1400.567017,-927.584656,-2874.509033,5.0,1.0
2307.169922,4247.957031,4538.711914,4015.769287,-365.548431,-1358.533813,-1402.493286,-928.11676,-2870.494873,5.0,1.0
2310.669922,4248.824219,4537.902832,4015.474854,-367.596619,-1358.416016,-1404.610474,-926.747375,-2878.241699,5.0,1.0
2314.169922,4248.347656,4536.848633,4014.435059,-368.888245,-1360.022217,-1404.680542,-931.083801,-2876.199951,5.0,1.0
2317.570068,4247.756348,4536.365723,4014.599854,-368.427948,-1358.708496,-1407.10791,-931.223633,-2881.378418,5.0,1.0
2321.070068,4247.874023,4535.174805,4014.247803,-370.680695,-1362.442261,-1408.356323,-932.314087,-2883.939453,5.0,1.0
2324.570068,4248.496094,4535.367187,4014.148926,-372.882385,-1362.269287,-1408.679443,-931.774353,-2885.279785,5.0,1.0
2328.030029,4256.916504,4534.515137,4013.868408,-373.482208,-1363.03064,-1411.586182,-931.527954,-2882.024902,5.0,1.0
2331.530029,4255.886719,4533.785645,4013.300293,-374.14447,-1365.351196,-1412.756592,-932.705017,-2888.623779,5.0,1.0
2335.030029,4256.104492,4532.864258,4012.734619,-376.337646,-1366.204346,-1414.735352,-934.241333,-2892.396729,5.0,1.0
2338.530029,4247.753418,4532.612793,4013.220703,-377.776886,-1369.345337,-1414.015747,-936.099915,-2894.824707,5.0,1.0
2341.969971,4246.491699,4531.622559,4012.383789,-380.280487,-1367.185059,-1417.95166,-939.977051,-2896.22876,5.0,1.0
2345.469971,4246.505371,4531.06543,4012.181885,-381.273804,-1369.079834,-1420.031494,-939.899963,-2897.115723,5.0,1.0
2348.969971,4246.124023,4530.174805,4011.308594,-385.075989,-1371.105835,-1421.716064,-940.523132,-2900.108398,5.0,1.0
2352.419922,4245.482422,4528.984375,4011.963135,-385.832275,-1373.073975,-1423.559204,-942.993103,-2898.602539,5.0,1.0
2355.919922,4244.619141,4524.472168,4010.702393,-387.923706,-1374.727051,-1427.699341,-945.000488,-2898.094482,5.0,1.0
2359.379883,4244.192871,4527.293945,4010.748535,-387.732574,-1377.308472,-1426.331787,-944.62085,-2907.052002,5.0,1.0
2362.879883,4244.39209,4527.464844,4010.752686,-391.3638,-1376.447144,-1428.938721,-943.869202,-2904.4646,5.0,1.0
2366.379883,4243.764648,4526.193848,4011.232666,-392.105835,-1379.452271,-1430.732422,-944.944946,-2910.821289,5.0,1.0
2369.820068,4243.365723,4524.33252,4010.651611,-394.197845,-1377.849609,-1431.797363,-949.5672,-2914.32666,5.0,1.0
2373.379883,4242.231445,4524.134277,4010.83374,-398.375519,-1381.690552,-1434.321899,-947.586182,-2911.541748,5.0,1.0
2376.879883,4242.437988,4523.760742,4009.278564,-396.157135,-1380.688477,-1436.122925,-946.695862,-2915.214111,5.0,1.0
2380.379883,4241.57373,4521.055664,4008.943115,-398.3237,-1384.819214,-1438.258057,-951.414612,-2918.289551,5.0,1.0
2383.879883,4240.988281,4521.581543,4005.651855,-400.534027,-1386.609619,-1443.077026,-955.962158,-2916.289062,5.0,1.0
2387.379883,4241.154785,4519.97168,4008.651611,-405.908173,-1387.555542,-1426.159058,-955.369812,-2917.618896,5.0,1.0
2390.879883,4241.1875,4516.6875,4007.412109,-402.7211,-1389.502808,-1443.328735,-956.491455,-2919.305664,5.0,1.0
2394.379883,4238.894043,4503.774902,4009.338379,-403.653351,-1380.082764,-1445.04126,-959.043945,-2913.067139,5.0,1.0
2397.879883,4245.558594,4517.40625,4010.223633,-414.696503,-1375.894653,-1447.950317,-960.705811,-2921.500732,5.0,1.0
2401.379883,4243.996094,4517.333984,4005.005859,-413.111176,-1393.238281,-1447.238892,-963.638611,-2937.720703,5.0,1.0
2404.919922,4247.682617,4517.069824,4004.648682,-402.367523,-1394.80188,-1450.12085,-965.110596,-2923.408447,5.0,1.0
2408.419922,4245.301758,4511.186523,4008.447998,-398.523041,-1394.723877,-1450.623047,-962.057434,-2923.490234,5.0,1.0
2411.919922,4243.953125,4515.921875,4008.966553,-414.614929,-1396.605347,-1452.608887,-963.057312,-2928.479248,5.0,1.0
2415.419922,4243.057617,4513.583984,4014.223877,-416.443024,-1398.262451,-1456.581421,-968.65802,-2928.745117,5.0,1.0
2418.969971,4238.161621,4513.594238,4008.468506,-418.405975,-1399.808472,-1457.309082,-975.723633,-2930.839844,5.0,1.0
2422.469971,4235.945801,4512.666016,4008.041992,-420.380768,-1400.85083,-1461.439575,-968.284424,-2932.382568,5.0,1.0
2425.969971,4243.82959,4510.525879,3994.08252,-421.869202,-1401.76001,-1501.588867,-969.266846,-2936.0625,5.0,1.0
2429.469971,4246.644043,4505.681152,4003.347412,-423.907166,-1418.027466,-1461.255005,-970.702698,-2933.136475,5.0,1.0
2432.919922,4245.050781,4503.078613,4005.282715,-431.618408,-1403.698486,-1463.385986,-973.28186,-2937.937988,5.0,1.0
2436.379883,4245.594238,4506.704102,4007.956299,-424.904175,-1406.841919,-1465.314697,-973.430542,-2940.662842,5.0,1.0
2439.879883,4232.698242,4508.242187,4007.675781,-429.680969,-1410.240845,-1466.292358,-973.981018,-2942.640869,5.0,1.0
2443.379883,4243.38916,4507.625977,4001.659424,-428.069305,-1408.320068,-1478.250488,-975.30127,-2943.17041,5.0,1.0
2446.879883,4243.426758,4473.888672,4008.026855,-440.884094,-1409.451904,-1468.818237,-975.999146,-2944.819092,5.0,1.0
2450.389893,4204.681152,4506.693359,4009.374756,-440.934601,-1411.333374,-1469.550293,-977.46991,-2947.482422,5.0,1.0
2453.879883,4233.006836,4507.864746,4008.826172,-432.609192,-1411.550781,-1471.65564,-979.207947,-2947.054199,5.0,1.0
2457.419922,4232.832031,4505.388672,4008.772217,-438.151123,-1413.792847,-1473.350952,-980.854919,-2945.926025,5.0,1.0
2460.919922,4221.320312,4501.858398,4007.973145,-434.241425,-1415.015503,-1474.886963,-982.336609,-2949.923828,5.0,1.0
2464.379883,4232.266113,4502.571289,4006.66333,-435.494232,-1415.491577,-1476.203735,-982.921021,-2953.12793,5.0,1.0
2467.879883,4232.456055,4502.666504,4006.853027,-437.700348,-1416.695923,-1477.532104,-985.457764,-2954.164062,5.0,1.0
2471.379883,4232.909668,4501.540039,4008.341797,-438.634888,-1417.938843,-1482.266846,-984.449402,-2956.851807,5.0,1.0
2474.879883,4229.672363,4498.725098,4007.956787,-439.994019,-1420.240356,-1480.159546,-983.166199,-2957.458252,5.0,1.0
2478.379883,4241.57373,4498.867676,4007.796631,-441.619385,-1418.540771,-1481.605469,-989.285645,-2957.1521,5.0,1.0
2481.919922,4199.945801,4500.17627,4003.446533,-443.173218,-1420.901123,-1481.620728,-994.575562,-2956.528809,5.0,1.0
2485.469971,4240.122559,4499.615723,4005.599609,-449.183441,-1422.564453,-1483.451782,-986.263367,-2960.070801,5.0,1.0
2488.919922,4239.154785,4499.103027,4007.435791,-445.677734,-1422.993042,-1487.138672,-987.27771,-2959.508057,5.0,1.0
2492.419922,4240.308105,4497.809082,4007.556885,-451.148437,-1424.362305,-1489.112427,-989.60321,-2963.62085,5.0,1.0
2495.969971,4240.178223,4496.211426,4008.096436,-451.133118,-1433.432617,-1483.142334,-990.688293,-2964.877686,5.0,1.0
2499.469971,4228.898437,4496.490234,4000.300537,-450.706726,-1423.96521,-1489.155151,-1008.676636,-2965.54248,5.0,1.0
2502.969971,4228.575195,4495.736328,4007.450439,-448.536194,-1426.177124,-1488.707031,-995.449768,-2965.919922,5.0,1.0
2506.469971,4227.384766,4496.083496,4007.04834,-450.446808,-1431.927612,-1497.628052,-996.827576,-2968.366455,5.0,1.0
2509.919922,4225.841309,4492.242187,4006.454834,-451.269958,-1430.282104,-1491.214111,-994.688416,-2967.79126,5.0,1.0
2513.419922,4225.939941,4495.004883,4006.266602,-455.335052,-1431.610107,-1493.922729,-997.453674,-2970.077393,5.0,1.0
2516.919922,4238.592285,4494.049316,4007.412354,-454.558258,-1433.376831,-1496.229492,-999.10968,-2972.545898,5.0,1.0
2520.469971,4237.557129,4488.041016,4005.392334,-459.149323,-1436.429321,-1499.244873,-1002.011108,-2968.64917,5.0,1.0
2523.969971,4237.989746,4492.538574,4006.58374,-462.002502,-1437.207153,-1500.52417,-1003.939148,-2971.403564,5.0,1.0
2527.379883,4237.691406,4491.513672,4004.221436,-461.74588,-1436.114868,-1500.714233,-1003.070374,-2976.306885,5.0,1.0
2530.879883,4236.545898,4492.310059,4004.881348,-462.78656,-1439.113647,-1503.201782,-1006.956177,-2974.936279,5.0,1.0
2534.379883,4234.765625,4488.538086,4006.201416,-463.611847,-1439.030518,-1505.814941,-1006.369812,-2981.749756,5.0,1.0
2537.879883,4235.69043,4488.707031,4005.877686,-465.780334,-1442.964233,-1507.235596,-1009.769348,-2976.606201,5.0,1.0
2541.419922,4234.666016,4488.937988,4003.096436,-469.264404,-1445.014404,-1507.438477,-1011.198547,-2976.623291,5.0,1.0
2544.879883,4232.283203,4485.720215,4001.80127,-469.728424,-1444.811401,-1509.403076,-1011.869446,-2974.927246,5.0,1.0
2548.379883,4221.436035,4485.286621,4005.678223,-470.871613,-1446.413208,-1510.230957,-1015.436951,-2981.186768,5.0,1.0
2551.919922,4222.395996,4485.448242,4005.824707,-473.469421,-1449.850708,-1511.841919,-1017.078674,-2984.836914,5.0,1.0
2555.419922,4233.557617,4484.354492,4006.547119,-476.071655,-1449.331909,-1512.446655,-1015.8479,-2985.540283,5.0,1.0
2558.879883,4236.495117,4484.726562,4006.106689,-476.021729,-1449.310669,-1513.694946,-1016.083862,-2989.67627,5.0,1.0
2562.419922,4234.678223,4485.405273,4006.237305,-476.215088,-1449.962036,-1515.174561,-1015.565186,-2986.711426,5.0,1.0
2565.919922,4221.236328,4483.289062,4006.403564,-477.525177,-1452.111816,-1515.401489,-1018.840149,-2987.603516,5.0,1.0
2569.379883,4222.123535,4483.43457,4005.531982,-477.823364,-1453.378418,-1517.466675,-1018.94104,-2990.985596,5.0,1.0
2572.879883,4221.165527,4484.182129,4006.307617,-480.11264,-1455.669922,-1516.798584,-1020.941223,-2992.251953,5.0,1.0
2576.379883,4233.356934,4482.861328,4005.321045,-481.673798,-1454.318848,-1517.860962,-1021.575256,-2986.213135,5.0,1.0
2579.919922,4232.975098,4481.539062,4004.95459,-484.21106,-1456.13916,-1522.979248,-1016.992126,-2990.48877,5.0,1.0
2583.419922,4233.10791,4480.505859,4004.477295,-485.643555,-1459.429687,-1523.227905,-1022.165955,-2993.48584,5.0,1.0
2586.820068,4218.688965,4480.063477,4003.879883,-487.455139,-1459.402832,-1525.85437,-1024.190308,-2997.057617,5.0,1.0
2590.280029,4219.847168,4477.791504,4003.257324,-486.369385,-1459.254028,-1524.404907,-1029.494507,-2999.633301,5.0,1.0
2593.780029,4219.089844,4477.318848,4004.414795,-487.837952,-1457.457275,-1526.268677,-1029.13916,-2992.218506,5.0,1.0
2597.320068,4219.493652,4477.353027,4004.17749,-490.068817,-1462.592041,-1524.049927,-1028.269897,-2999.297119,5.0,1.0
2600.820068,4218.17334,4477.245605,4003.50708,-488.527191,-1458.112427,-1527.407959,-1029.835327,-2998.244141,5.0,1.0
2604.379883,4217.509766,4475.816895,4004.495117,-490.015167,-1462.52832,-1530.477417,-1030.2052,-3003.227539,5.0,1.0
2607.879883,4217.494629,4475.344727,4003.774414,-489.688843,-1464.820679,-1529.550537,-1027.168335,-3002.346191,5.0,1.0
2611.379883,4218.063477,4475.15625,4003.267334,-492.286926,-1465.603882,-1531.574707,-1033.185181,-3000.84375,5.0,1.0
2614.879883,4217.922363,4474.817871,4004.105957,-490.910156,-1468.385986,-1534.592407,-1031.989502,-3003.304687,5.0,1.0
2618.320068,4230.466797,4473.954102,4004.570068,-495.697968,-1467.728516,-1534.969604,-1033.803345,-3007.846436,5.0,1.0
2621.820068,4230.379883,4472.421875,4001.819824,-497.263885,-1469.095581,-1536.81897,-1036.824097,-3010.037109,5.0,1.0
2625.379883,4230.094238,4473.42041,4005.888428,-497.60611,-1469.970093,-1535.322754,-1034.017212,-3009.198486,5.0,1.0
2628.879883,4230.825684,4472.102051,4002.041016,-497.32132,-1469.11145,-1538.52124,-1041.254272,-3012.143799,5.0,1.0
2632.419922,4229.343262,4471.545898,4003.878418,-499.269928,-1470.765259,-1537.917236,-1036.705811,-3013.975342,5.0,1.0
2635.919922,4216.15332,4471.443359,4004.766846,-501.44162,-1471.817383,-1541.224121,-1037.815674,-2992.669922,5.0,1.0
2639.419922,4214.348145,4469.527832,4004.383057,-505.186615,-1476.525513,-1542.389038,-1036.818481,-3013.622559,5.0,1.0
2642.919922,4229.648926,4467.540527,4004.153564,-502.786621,-1473.393433,-1538.77063,-1039.399048,-3015.102295,5.0,1.0
2646.419922,4228.226562,4467.895508,4004.500244,-503.999023,-1474.849731,-1542.723267,-1039.2677,-3016.522461,5.0,1.0
2649.879883,4228.859375,4464.833008,4005.591064,-505.072632,-1476.665771,-1543.717285,-1042.304687,-3019.554932,5.0,1.0
