T  (s),T1,T2,T3,CL1cBAK2,CL2polyAC,CL3cBAK2,CL4polyAC,CL5cBAK2,Cl6polyAC,CL7cBAK2,CL8polyAC,Sum1,Sum2,Sum3,Sum4,Sum5,Sum6,Sum7,Sum8,Inj.,Val.,Vol.,Flow,Tim.,Setpoint,CP1,CP2,CP3,CP4,CP5,CP6,CP7,CP8
162.332993,26.977301,22.491741,26.941626,629.712036,-849.847351,-1007.635376,-984.24585,-624.753845,252.337357,583.861755,332.438385,1.162871,1.163052,1.162901,1.163337,1.16349,1.163519,1.163254,1.163172,1.0,1.0,9800.0,50.0,600.0,27.0,-0.238275,0.321571,0.381276,0.372425,0.236398,-0.095481,-0.220925,-0.12579
165.593002,26.96866,22.507912,26.943624,618.40979,-863.381714,-1019.792908,-996.557068,-629.953552,251.221237,590.618958,332.127991,1.16284,1.163015,1.162845,1.1633,1.163402,1.163465,1.163175,1.163142,1.0,1.0,9800.0,50.0,600.0,27.0,-0.233998,0.326692,0.385876,0.377084,0.238366,-0.095059,-0.223482,-0.125673
168.856003,26.980982,22.507101,26.942875,604.496643,-873.102783,-1026.133789,-1007.846741,-625.005737,251.81601,594.032959,327.167938,1.162825,1.162978,1.162877,1.163307,1.16346,1.163501,1.163239,1.163175,1.0,1.0,9800.0,50.0,600.0,27.0,-0.228733,0.33037,0.388275,0.381356,0.236494,-0.095284,-0.224774,-0.123796
172.115005,26.989944,22.504728,26.940001,592.498108,-883.491821,-1035.057007,-1011.92218,-617.167847,249.992813,593.991821,325.228729,1.162828,1.163025,1.162829,1.163294,1.163417,1.163488,1.163221,1.163117,1.0,1.0,9800.0,50.0,600.0,27.0,-0.224193,0.334301,0.391652,0.382898,0.233528,-0.094594,-0.224759,-0.123062
175.384995,26.984716,22.512407,26.943125,583.197693,-891.387268,-1025.871704,-1014.517517,-612.58075,246.618073,594.204407,323.015717,1.162848,1.163007,1.162855,1.163306,1.163435,1.163467,1.163219,1.163178,1.0,1.0,9800.0,50.0,600.0,27.0,-0.220674,0.337289,0.388176,0.38388,0.231792,-0.093317,-0.224839,-0.122225
178.653,26.97714,22.514219,26.941313,586.915161,-896.20343,-1019.663879,-1019.024109,-610.687927,241.775681,592.912781,319.233398,1.162877,1.163062,1.162893,1.163333,1.163483,1.163482,1.163234,1.163173,1.0,1.0,9800.0,50.0,600.0,27.0,-0.222081,0.339111,0.385827,0.385585,0.231076,-0.091485,-0.22435,-0.120794
181.949997,26.967913,22.487057,26.941687,588.615601,-903.882507,-1016.477722,-1023.658081,-609.648804,236.752106,591.680969,315.069183,1.162821,1.162983,1.162874,1.163298,1.163424,1.163485,1.163198,1.16317,1.0,1.0,9800.0,50.0,600.0,27.0,-0.222724,0.342017,0.384622,0.387338,0.230683,-0.089584,-0.223884,-0.119218
185.218994,26.963699,22.465891,26.941376,587.910522,-909.437073,-1013.973999,-1026.389526,-609.237976,231.889648,591.20343,312.701324,1.162876,1.163008,1.162852,1.163293,1.163443,1.163459,1.163214,1.163133,1.0,1.0,9800.0,50.0,600.0,27.0,-0.222457,0.344119,0.383674,0.388372,0.230527,-0.087744,-0.223703,-0.118322
188.481003,26.954203,22.476879,26.942751,588.114563,-913.981384,-1012.485901,-1028.449707,-608.583557,227.67627,590.968994,311.249603,1.162867,1.163035,1.16284,1.163314,1.163438,1.163477,1.163203,1.163158,1.0,1.0,9800.0,50.0,600.0,27.0,-0.222535,0.345838,0.383111,0.389152,0.23028,-0.08615,-0.223615,-0.117773
191.744995,26.935053,22.491116,26.942625,588.549255,-918.015259,-1010.947998,-1031.021729,-608.275635,223.357117,590.576233,310.466614,1.162859,1.16303,1.162896,1.163313,1.163474,1.163495,1.163235,1.163143,1.0,1.0,9800.0,50.0,600.0,27.0,-0.222699,0.347365,0.382529,0.390125,0.230163,-0.084515,-0.223466,-0.117476
