time /min,deflection /nm,,,,,,,,injection,deflection /nm,deflection /nm,,,,,,,differential deflection /nm,,,,differential deflection /nm,,,,differential deflection /nm,,,,differential deflection /nm,,,,differential deflection /nm,,,,,,differential deflection /nm,,,,,,differential deflection /nm,,differential deflection /nm,
,CL1 cBAK2,CL2 polyAC,CL3 cBAK2,CL4 polyAC,CL5 cBAK2,CL6 polyAC,CL7 cBAK2,CL8 polyAC,,CL1 cBAK2,CL2 polyAC,CL3 cBAK2,CL4 polyAC,CL5 cBAK2,CL6 polyAC,CL7 cBAK2,CL8 polyAC,CL1 cBAK2-CL2 polyAC,CL1 cBAK2-CL4 polyAC,CL1 cBAK2-CL6 polyAC,CL1 cBAK2-CL8 polyAC,CL3 cBAK2-CL2 polyAC,CL3 cBAK2-CL4 polyAC,CL3 cBAK2-CL6 polyAC,CL3 cBAK2-CL8 polyAC,CL5 cBAK2-CL2 polyAC,CL5 cBAK2-CL4 polyAC,CL5 cBAK2-CL6 polyAC,CL5 cBAK2-CL8 polyAC,CL7 cBAK2-CL2 polyAC,CL7 cBAK2-CL4 polyAC,CL7 cBAK2-CL6 polyAC,CL7 cBAK2-CL8 polyAC,CL1 cBAK2-CL3 cBAK2,CL1 cBAK2-CL5 cBAK2,CL1 cBAK2-CL7 cBAK2,CL3 cBAK2-CL5 cBAK2,CL3 cBAK2-CL7 cBAK2,CL5 cBAK2-CL7 cBAK2,CL2 polyAC-CL4 polyAC,CL2 polyAC-CL6 polyAC,CL2 polyAC-CL8 polyAC,CL4 polyAC-CL6 polyAC,CL4 polyAC-CL8 polyAC,CL6 polyAC-CL8 polyAC,mean ( cBAK2 -  polyAC CLs),,Zero,
51.2494995166667,-6.42315016855115,3.10698716010813,-3.69658654464368,-16.0975741453865,-12.4187208100426,-19.0357507430624,-3.94916468379044,-15.0674030151981,2,6.42315016855115,-3.10698716010813,3.69658654464368,16.0975741453865,12.4187208100426,19.0357507430624,3.94916468379044,15.0674030151981,9.53013732865928,-9.6744239768354,-12.6126005745113,-8.64425284664698,6.80357370475181,-12.4009876007429,-15.3391641984187,-11.3708164705544,15.5257079701507,-3.67885333534395,-6.61702993301981,-2.64868220515552,7.05615184389858,-12.1484094615961,-15.086586059272,-11.1182383314077,2.72656362390747,-5.99557064149146,2.4739854847607,-8.72213426539892,-0.252578139146763,8.46955612625216,-19.2045613054947,-22.1427379031705,-18.1743901753063,-2.93817659767586,1.03017113018842,3.96834772786428,-5.15152963412777,9.7030607422676,-4.89679374455929,10.110740233673
51.3088338166667,-5.87854648050116,2.92947269289834,-5.58457891542217,-14.1860121323589,-12.6254130238081,-18.9605025495594,-3.90636549908179,-12.3649477317083,2,5.87854648050116,-2.92947269289834,5.58457891542217,14.1860121323589,12.6254130238081,18.9605025495594,3.90636549908179,12.3649477317083,8.8080191733995,-8.30746565185778,-13.0819560690582,-6.48640125120714,8.51405160832052,-8.60143321693677,-13.3759236341372,-6.78036881628613,15.5548857167064,-1.56059910855089,-6.3350895257513,0.260465292099752,6.83583819198013,-10.2796466332772,-15.0541370504776,-8.45858223262651,0.293967565078987,-6.7468665433069,1.97218098141937,-7.04083410838588,1.67821341634038,8.71904752472627,-17.1154848252573,-21.8899752424577,-15.2944204246066,-4.77449041720041,1.82106440065064,6.59555481785105,-3.64677145047877,9.14166712932675,-4.31517023792901,9.67707148772291
51.3678344666667,-6.0190331650072,3.14536330457418,-5.08755073706912,-15.4886090297904,-12.8012235467867,-16.1402643407796,-1.9777101923052,-14.7566874299516,2,6.0190331650072,-3.14536330457418,5.08755073706912,15.4886090297904,12.8012235467867,16.1402643407796,1.9777101923052,14.7566874299516,9.16439646958138,-9.46957586478324,-10.1212311757724,-8.73765426494443,8.2329140416433,-10.4010582927213,-11.0527136037105,-9.66913669288251,15.9465868513609,-2.68738548300377,-3.33904079399292,-1.95546388316495,5.12307349687937,-13.5108988374852,-14.1625541484744,-12.7789772376464,0.931482427938079,-6.78219038177947,4.04132297270201,-7.71367280971755,3.10984054476393,10.8235133544815,-18.6339723343646,-19.2856276453538,-17.9020507345258,-0.651655310989156,0.731921599838813,1.38357691082797,-4.33866996369482,9.280936673624,-4.16229261718151,9.92765020776344
51.4261678,-5.80069866942638,3.41173489579273,-4.87077049644063,-14.3052791163856,-10.9168570053547,-17.8824154675976,-1.10168395279031,-15.9039564675527,2,5.80069866942638,-3.41173489579273,4.87077049644063,14.3052791163856,10.9168570053547,17.8824154675976,1.10168395279031,15.9039564675527,9.21243356521912,-8.50458044695925,-12.0817167981713,-10.1032577981263,8.28250539223336,-9.43450861994501,-13.011644971157,-11.0331859711121,14.3285919011474,-3.38842211103093,-6.96555846224294,-4.98709946219799,4.51341884858304,-13.2035951635953,-16.7807315148073,-14.8022725147624,0.929928172985754,-5.11615833592832,4.69901471663607,-6.04608650891407,3.76908654365032,9.81517305256439,-17.7170140121784,-21.2941503633904,-19.3156913633454,-3.57713635121201,-1.59867735116706,1.97845900004495,-5.4974765079328,9.50759244374209,-4.45610440002118,10.0798282545698
51.48549805,-5.54371015718458,3.01835711948559,-4.02390861238958,-14.5998005870607,-11.1943052900099,-17.6720022488826,-1.79309143781227,-17.2062315258165,2,5.54371015718458,-3.01835711948559,4.02390861238958,14.5998005870607,11.1943052900099,17.6720022488826,1.79309143781227,17.2062315258165,8.56206727667016,-9.05609042987608,-12.128292091698,-11.6625213686319,7.04226573187516,-10.5758919746711,-13.648093636493,-13.1823229134269,14.2126624094955,-3.40549529705078,-6.47769695887269,-6.01192623580664,4.81144855729785,-12.8067091492484,-15.8789108110703,-15.4131400880043,1.519801544795,-5.6505951328253,3.75061871937231,-7.1703966776203,2.23081717457731,9.40121385219762,-17.6181577065462,-20.6903593683682,-20.2245886453021,-3.07220166182191,-2.60643093875586,0.465770723066044,-5.97616543621946,9.51158382828312,-4.97204234310263,9.81834527392282
51.5438313833333,-5.78191866160312,3.62213071070426,-5.37719737176052,-15.0019806736559,-11.3339867485781,-18.5607603757007,-3.23725619829752,-16.4775235634177,2,5.78191866160312,-3.62213071070426,5.37719737176052,15.0019806736559,11.3339867485781,18.5607603757007,3.23725619829752,16.4775235634177,9.40404937230737,-9.22006201205274,-12.7788417140976,-10.6956049018145,8.99932808246477,-9.62478330189534,-13.1835630039402,-11.1003261916571,14.9561174592824,-3.66799392507772,-7.22677362712261,-5.14353681483954,6.85938690900177,-11.7647244753583,-15.3235041774032,-13.2402673651202,0.404721289842598,-5.55206808697501,2.5446624633056,-5.95678937681761,2.139941173463,8.09673055028061,-18.6241113843601,-22.182891086405,-20.0996542741219,-3.55877970204489,-1.47554288976181,2.08323681228308,-5.17194373045768,9.67884496923526,-5.18171204260929,9.92242145467937
51.6028320333333,-5.20267934610978,3.53821732237896,-4.98734619340777,-14.6911745710872,-11.4400952715566,-17.8313431669208,-2.27027089152072,-12.6566162616605,2,5.20267934610978,-3.53821732237896,4.98734619340777,14.6911745710872,11.4400952715566,17.8313431669208,2.27027089152072,12.6566162616605,8.74089666848873,-9.4884952249774,-12.628663820811,-7.4539369155507,8.52556351578673,-9.7038283776794,-12.843996973513,-7.6692700682527,14.9783125939356,-3.25107929953055,-6.39124789536413,-1.21652099010385,5.80848821389968,-12.4209036795665,-15.5610722754,-10.3863453701398,0.215333152702001,-6.23741592544686,2.93240845458905,-6.45274907814886,2.71707530188705,9.16982438003591,-18.2293918934661,-21.3695604892997,-16.1948335840394,-3.14016859583359,2.0345583094267,5.17472690526029,-4.43513124367364,9.21113911578611,-4.1150160885278,9.86027829336826
51.6619995166667,-5.56849230693892,3.62503198372554,-4.50631477162602,-15.7475313291663,-11.5486439813465,-18.3848807827037,-0.348019490078897,-16.1185682810913,2,5.56849230693892,-3.62503198372554,4.50631477162602,15.7475313291663,11.5486439813465,18.3848807827037,0.348019490078897,16.1185682810913,9.19352429066446,-10.1790390222274,-12.8163884757648,-10.5500759741523,8.13134675535156,-11.2412165575403,-13.8785660110777,-11.6122535094652,15.173675965072,-4.19888734781984,-6.83623680135725,-4.5699242997448,3.97305147380443,-15.3995118390874,-18.0368612926248,-15.7705487910124,1.0621775353129,-5.98015167440754,5.22047281686002,-7.04232920972044,4.15829528154713,11.2006244912676,-19.3725633128918,-22.0099127664292,-19.7436002648168,-2.63734945353741,-0.371036951924964,2.26631250161245,-6.16361946481136,10.0606668253731,-4.43742175059401,10.79548185398
51.72033285,-5.82671981135793,3.85868957494415,-3.92576553099751,-13.8956834157615,-11.6855174399147,-17.4387999095218,-2.52558225056423,-16.6176433186924,2,5.82671981135793,-3.85868957494415,3.92576553099751,13.8956834157615,11.6855174399147,17.4387999095218,2.52558225056423,16.6176433186924,9.68540938630209,-8.06896360440361,-11.6120800981638,-10.7909235073345,7.78445510594166,-9.96991788476403,-13.5130343785243,-12.6918777876949,15.5442070148589,-2.21016597584679,-5.75328246960703,-4.9321258787777,6.38427182550838,-11.3701011651973,-14.9132176589576,-14.0920610681282,1.90095428036042,-5.85879762855682,3.30113756079371,-7.75975190891724,1.40018328043328,9.15993518935052,-17.7543729907057,-21.2974894844659,-20.4763328936366,-3.54311649376024,-2.72195990293091,0.821156590829332,-5.0324630090493,9.67344608488199,-5.23570453343385,9.88424901189097
51.7786661833333,-4.45611270288274,3.66558816616293,-4.27343929036886,-14.3664665023567,-11.6529578984829,-19.4235060363396,-1.62746201104942,-16.3696483562935,2,4.45611270288274,-3.66558816616293,4.27343929036886,14.3664665023567,11.6529578984829,19.4235060363396,1.62746201104942,16.3696483562935,8.12170086904567,-9.91035379947394,-14.9673933334569,-11.9135356534108,7.93902745653179,-10.0930272119878,-15.1500667459708,-12.0962090659247,15.3185460646458,-2.71350860387378,-7.77054813785674,-4.71669045781062,5.29305017721235,-12.7390044913073,-17.7960440252902,-14.7421863452441,0.182673412513878,-7.19684519560016,2.82865069183332,-7.37951860811404,2.64597727931944,10.0254958874335,-18.0320546685196,-23.0890942025026,-20.0352365224564,-5.05703953398296,-2.00318185393684,3.05385768004612,-6.12101520651075,10.0677130001806,-5.33802630283053,10.3504430212323
51.8361653666667,-5.03204875089034,3.64569568725369,-3.35728823089296,-15.2812179174677,-12.3219411058295,-18.9323956741928,-3.23882293346166,-16.388025412065,2,5.03204875089034,-3.64569568725369,3.35728823089296,15.2812179174677,12.3219411058295,18.9323956741928,3.23882293346166,16.388025412065,8.67774443814403,-10.2491691665774,-13.9003469233024,-11.3559766611746,7.00298391814666,-11.9239296865747,-15.5751074432998,-13.030737181172,15.9676367930832,-2.95927681163818,-6.61045456836325,-4.06608430623544,6.88451862071536,-12.042394984006,-15.6935727407311,-13.1492024786033,1.67476051999738,-7.28989235493919,1.79322581742868,-8.96465287493656,0.1184652974313,9.08311817236786,-18.9269136047214,-22.5780913614465,-20.0337210993187,-3.65117775672508,-1.10680749459726,2.54437026212781,-5.75146057384932,10.04132552402,-5.61144303977763,10.1558928631519
51.89533285,-4.95499071171929,3.52987434860029,-3.46707680911158,-15.9980366755468,-13.1397178156193,-19.1918672899756,-2.35819753202001,-16.1348894314956,2,4.95499071171929,-3.52987434860029,3.46707680911158,15.9980366755468,13.1397178156193,19.1918672899756,2.35819753202001,16.1348894314956,8.48486506031958,-11.0430459638275,-14.2368765782563,-11.1798987197763,6.99695115771186,-12.5309598664352,-15.724790480864,-12.667812622384,16.6695921642196,-2.85831885992747,-6.05214947435627,-2.9951716158763,5.8880718806203,-13.6398391435267,-16.8336697579556,-13.7766918994756,1.48791390260772,-8.1847271039,2.59679317969928,-9.67264100650772,1.10887927709156,10.7815202835993,-19.527911024147,-22.7217416385759,-19.6647637800959,-3.19383061442881,-0.136852755948837,3.05697785847997,-5.96873404498686,10.2984203972082,-5.33919861851053,10.6548215185326
51.9536661833333,-5.46712421613825,3.5023009398185,-3.21660656848289,-14.6085907621421,-12.7167772741876,-19.1746194167936,-2.19494029250534,-15.7460244690965,2,5.46712421613825,-3.5023009398185,3.21660656848289,14.6085907621421,12.7167772741876,19.1746194167936,2.19494029250534,15.7460244690965,8.96942515595674,-9.14146654600387,-13.7074952006553,-10.2789002529582,6.71890750830139,-11.3919841936592,-15.9580128483107,-12.5294179006136,16.2190782140061,-1.89181348795449,-6.45784214260596,-3.02924719490886,5.69724123232383,-12.4136504696368,-16.9796791242882,-13.5510841765912,2.25051764765536,-7.24965305804938,3.27218392363291,-9.50017070570473,1.02166627597755,10.5218369816823,-18.1108917019606,-22.6769203566121,-19.248325408915,-4.56602865465146,-1.13743370695437,3.42859494769709,-5.6078713392249,10.0564353135579,-5.1662186513502,10.4302906191269
52.0130004833334,-5.14322352808731,3.3726384726092,-3.70689393926152,-14.8300247491146,-12.7187584879532,-20.2673392232905,-2.92875210779668,-16.5931301856069,2,5.14322352808731,-3.3726384726092,3.70689393926152,14.8300247491146,12.7187584879532,20.2673392232905,2.92875210779668,16.5931301856069,8.5158620006965,-9.68680122102725,-15.1241156952032,-11.4499066575196,7.07953241187072,-11.123130809853,-16.560445284029,-12.8862362463454,16.0913969605624,-2.11126626116135,-7.54858073533728,-3.87437169765372,6.30139058040588,-11.9012726413179,-17.3385871154938,-13.6643780778102,1.43632958882579,-7.57553495986591,2.21447142029062,-9.01186454869169,0.778141831464836,9.79000638015653,-18.2026632217238,-23.6399776958997,-19.9657686582161,-5.43731447417594,-1.76310543649237,3.67420903768357,-5.95505690557602,10.253484747564,-5.64192256138701,10.4230241631586
52.0713338166667,-5.63289703250612,3.45932206382759,-4.82043669863272,-13.5521508357097,-12.6400559465214,-19.2099303501086,-2.26866886828184,-16.0341002232078,2,5.63289703250612,-3.45932206382759,4.82043669863272,13.5521508357097,12.6400559465214,19.2099303501086,2.26866886828184,16.0341002232078,9.09221909633371,-7.91925380320359,-13.5770333176025,-10.4012031907017,8.27975876246031,-8.73171413707699,-14.3894936514759,-11.2136635245751,16.099378010349,-0.912094889188268,-6.56987440358717,-3.39404427668637,5.72799093210942,-11.2834819674279,-16.9412614818268,-13.765431354926,0.812460333873403,-7.00715891401532,3.36422816422429,-7.81961924788873,2.55176783035088,10.3713870782396,-17.0114728995373,-22.6692524139362,-19.4934222870354,-5.6577795143989,-2.48194938749811,3.17583012690079,-4.99370019981411,9.89220972826497,-5.15541509422675,10.2198449645523
52.12966715,-5.02784353692428,4.10215865504654,-3.86122545800411,-14.1972509223046,-12.2653324050897,-19.1532544769264,-2.73724662876707,-15.9728722608088,2,5.02784353692428,-4.10215865504654,3.86122545800411,14.1972509223046,12.2653324050897,19.1532544769264,2.73724662876707,15.9728722608088,9.13000219197082,-9.16940738538031,-14.1254109400021,-10.9450287238845,7.96338411305065,-10.3360254643005,-15.2920290189222,-12.1116468028047,16.3674910601362,-1.93191851721491,-6.88792207183667,-3.70753985571912,6.83940528381361,-11.4600042935375,-16.4160078481593,-13.2356256320417,1.16661807892017,-7.2374888681654,2.29059690815721,-8.40410694708557,1.12397882923705,9.52808577632261,-18.2994095773511,-23.2554131319729,-20.0750309158553,-4.95600355462176,-1.77562133850421,3.18038221611755,-5.33239274405202,10.1264833254355,-5.55945104373348,10.3013459721304
52.1886678,-5.37438622143122,4.13152626672206,-0.623473279650838,-13.6111148197362,-11.4794729280682,-18.4890222681468,-1.70617532199053,-14.707873959052,2,5.37438622143122,-4.13152626672206,0.623473279650838,13.6111148197362,11.4794729280682,18.4890222681468,1.70617532199053,14.707873959052,9.50591248815329,-8.23672859830498,-13.1146360467155,-9.33348773762077,4.7549995463729,-12.9876415400854,-17.8655489884959,-14.0844006794012,15.6109991947902,-2.13164189166804,-7.00954934007859,-3.22840103098383,5.83770158871259,-11.9049394977457,-16.7828469461562,-13.0016986370615,4.75091294178039,-6.10508670663694,3.6682108994407,-10.8559996484173,-1.08270204233969,9.77329760607764,-17.7426410864583,-22.6205485348688,-18.8394002257741,-4.87790744841055,-1.09675913931579,3.78114830909476,-5.87324425726804,10.0284555829334,-5.103956256319,10.4269946297013
52.2463338166667,-5.41441754576155,5.17396483748382,-3.09416997674683,-13.7729120954949,-11.7103443222262,-18.9396817305624,-1.40719214973744,-17.0886993360111,2,5.41441754576155,-5.17396483748382,3.09416997674683,13.7729120954949,11.7103443222262,18.9396817305624,1.40719214973744,17.0886993360111,10.5883823832454,-8.35849454973331,-13.5252641848008,-11.6742817902496,8.26813481423065,-10.678742118748,-15.8455117538155,-13.9945293592643,16.88430915971,-2.06256777326865,-7.22933740833617,-5.37835501378493,6.58115698722126,-12.3657199457574,-17.5324895808249,-15.6815071862737,2.32024756901473,-6.29592677646466,4.00722539602411,-8.61617434547938,1.68697782700939,10.3031521724888,-18.9468769329787,-24.1136465680462,-22.262664173495,-5.16676963506751,-3.31578724051627,1.85098239455124,-5.75030108252813,10.7129634838536,-5.71243835941329,10.995579173528
52.3053344666667,-5.316135230268,3.5636834491587,-4.40597879839336,-15.2080779929265,-11.7720198452046,-19.1688825217825,-1.99709184296096,-15.1320500342542,2,5.316135230268,-3.5636834491587,4.40597879839336,15.2080779929265,11.7720198452046,19.1688825217825,1.99709184296096,15.1320500342542,8.87981867942671,-9.89194276265846,-13.8527472915145,-9.81591480398623,7.96966224755207,-10.8020991945331,-14.7629037233891,-10.7260712358609,15.3357032943633,-3.4360581477219,-7.39686267657794,-3.36003018904967,5.56077529211966,-13.2109861499655,-17.1717906788216,-13.1349581912933,0.91015643187464,-6.45588461493657,3.31904338730705,-7.36604104681121,2.40888695543241,9.77492800224361,-18.7717614420852,-22.7325659709412,-18.6957334834129,-3.96080452885605,0.0760279586722277,4.03683248752827,-5.6135253457444,9.86509738914022,-4.78807632199874,10.3778352054879
52.3646647166667,-5.2940097180277,3.28749367285173,-4.03274991434238,-13.6241204636015,-11.6393111298597,-20.8437223030678,-1.51052032798275,-17.8630360925181,2,5.2940097180277,-3.28749367285173,4.03274991434238,13.6241204636015,11.6393111298597,20.8437223030678,1.51052032798275,17.8630360925181,8.58150339087942,-8.33011074557382,-15.5497125850401,-12.5690263744904,7.3202435871941,-9.59137054925914,-16.8109723887254,-13.8302861781757,14.9268048027114,-1.98480933374179,-9.20441117320809,-6.22372496265837,4.79801400083447,-12.1136001356188,-19.3332019750851,-16.3525157645353,1.26125980368532,-6.34530141183203,3.78348939004495,-7.60656121551735,2.52222958635963,10.128790801877,-16.9116141364532,-24.1312159759195,-21.1505297653698,-7.21960183946629,-4.23891562891657,2.98068621054972,-6.64169852403079,10.3846713003083,-5.57727368174652,10.6359133880472
52.42299805,-4.85057822244551,2.83462726407061,-3.27812867371404,-13.2441955501966,-12.278382588428,-18.1996434298858,-2.83801494184614,-15.266164130119,2,4.85057822244551,-2.83462726407061,3.27812867371404,13.2441955501966,12.278382588428,18.1996434298858,2.83801494184614,15.266164130119,7.68520548651611,-8.39361732775109,-13.3490652074403,-10.4155859076735,6.11275593778464,-9.96606687648256,-14.9215147561717,-11.988035456405,15.1130098524986,-0.965812961768563,-5.92126084145775,-2.98778154169099,5.67264220591675,-10.4061806083505,-15.3616284880396,-12.4281491882729,1.57244954873147,-7.42780436598253,2.01256328059937,-9.000253914714,0.440113731867896,9.44036764658189,-16.0788228142672,-21.0342706939564,-18.1007913941896,-4.95544787968919,-2.02196857992243,2.93347929976676,-5.15756785492427,9.30187061980487,-5.18503217793116,9.41593065539682
52.4813313833333,-4.8280437268642,3.69572485528852,-3.91413243308527,-13.6811656367917,-11.0247530469962,-18.9372785567036,-1.2124767023315,-15.99399916772,2,4.8280437268642,-3.69572485528852,3.91413243308527,13.6811656367917,11.0247530469962,18.9372785567036,1.2124767023315,15.99399916772,8.52376858215271,-8.85312190992753,-14.1092348298394,-11.1659554408558,7.60985728837379,-9.76703320370645,-15.0231461236184,-12.0798667346347,14.7204779022848,-2.65641258979548,-7.91252550970739,-4.96924612072371,4.90820155762002,-12.4686889344602,-17.7248018543721,-14.7815224653885,0.913911293778924,-6.19670932013205,3.6155670245327,-7.11062061391097,2.70165573075377,9.81227634466474,-17.3768904920802,-22.6330034119922,-19.6897240230085,-5.25611291991191,-2.31283353092823,2.94327938898368,-5.98432814916239,9.83185508328262,-5.04910037743752,10.1983048512208
52.5396647166667,-4.61068623128304,2.22918644650747,-4.30941319245659,-13.6194787233866,-10.0792295055645,-18.8987906835216,-3.29128446281651,-14.381990205321,2,4.61068623128304,-2.22918644650747,4.30941319245659,13.6194787233866,10.0792295055645,18.8987906835216,3.29128446281651,14.381990205321,6.83987267779051,-9.0087924921036,-14.2881044522386,-9.77130397403798,6.53859963896406,-9.31006553093005,-14.589377491065,-10.0725770128644,12.308415952072,-3.54024921782212,-8.8195611779571,-4.30276069975651,5.52047090932398,-10.3281942605701,-15.6075062207051,-11.0907057425045,0.301273038826452,-5.46854327428147,1.31940176846653,-5.76981631310792,1.01812872964008,6.78794504274801,-15.8486651698941,-21.1279771300291,-16.6111766518285,-5.27931196013498,-0.762511481934382,4.51680047820059,-5.59511494340029,8.69673101971392,-4.7437044102774,8.86496771287661
52.59799805,-4.76295673570141,3.73872203772646,-4.26353195182786,-13.431753809982,-11.6737449641328,-19.1270268103399,-3.65170922330195,-16.7392202429221,2,4.76295673570141,-3.73872203772646,4.26353195182786,13.431753809982,11.6737449641328,19.1270268103399,3.65170922330195,16.7392202429221,8.50167877342787,-8.66879707428061,-14.3640700746385,-11.9762635072207,8.00225398955432,-9.16822185815416,-14.863494858512,-12.4756882910942,15.4124670018592,-1.75800884584925,-7.45328184620712,-5.06547527878934,7.39043126102841,-9.78004458668006,-15.4753175870379,-13.0875110196202,0.49942478387355,-6.91078822843136,1.11124751239946,-7.41021301230491,0.611822728525908,8.02203574083082,-17.1704758477085,-22.8657488480663,-20.4779422806486,-5.69527300035787,-3.30746643294009,2.38780656741778,-5.30183398763839,9.84876591822219,-5.93379752645084,9.68810617885313
52.6569987,-5.12268242020835,4.2885976494016,-5.57216677347442,-14.4336917074134,-11.4383004871111,-19.0506846015599,-2.3960269165252,-9.82065694116523,2,5.12268242020835,-4.2885976494016,5.57216677347442,14.4336917074134,11.4383004871111,19.0506846015599,2.3960269165252,9.82065694116523,9.41128006960995,-9.31100928720505,-13.9280021813515,-4.69797452095688,9.86076442287602,-8.86152493393898,-13.4785178280854,-4.2484901676908,15.7268981365127,-2.99539122030234,-7.61238411444879,1.61764354594584,6.6846245659268,-12.0376647908882,-16.6546576850347,-7.42463002464003,-0.449484353266072,-6.31561806690272,2.72665550368315,-5.86613371363664,3.17613985694922,9.04227357058586,-18.722289356815,-23.3392822509614,-14.1092545905668,-4.61699289414645,4.61303476624818,9.23002766039463,-3.62181475085446,9.64673769399691,-3.71924365570284,10.5739815396347
52.7153320333333,-4.85600792462634,4.21317224062011,-5.66080753284598,-14.2334547940085,-11.5030309456795,-18.5757957283779,-2.46006467701032,-15.0692439787665,2,4.85600792462634,-4.21317224062011,5.66080753284598,14.2334547940085,11.5030309456795,18.5757957283779,2.46006467701032,15.0692439787665,9.06918016524645,-9.3774468693822,-13.7197878037516,-10.2132360541402,9.87397977346609,-8.57264726116256,-12.9149881955319,-9.40843644592053,15.7162031862996,-2.73042384832905,-7.07276478269842,-3.56621303308702,6.67323691763043,-11.7733901169982,-16.1157310513676,-12.6091793017562,-0.804799608219639,-6.64702302105315,2.39594324761602,-5.84222341283351,3.20074285583566,9.04296626866916,-18.4466270346287,-22.788967968998,-19.2824162193866,-4.34234093436936,-0.835789184757971,3.50655174961139,-4.79635279509268,9.79795825158577,-5.07033193854289,10.1421738609951
52.7736653666667,-5.2431424290447,4.04350883183906,-5.90935929221725,-14.6977078806037,-11.0586054042475,-19.2146758551955,-0.955620437495654,-14.0380460163674,2,5.2431424290447,-4.04350883183906,5.90935929221725,14.6977078806037,11.0586054042475,19.2146758551955,0.955620437495654,14.0380460163674,9.28665126088376,-9.45456545155898,-13.9715334261508,-8.7949035873227,9.95286812405631,-8.78834858838643,-13.3053165629783,-8.12868672415014,15.1021142360866,-3.63910247635619,-8.15607045094805,-2.9794406121199,4.99912926933472,-13.742087443108,-18.2590554176999,-13.0824255788717,-0.666216863172551,-5.81546297520279,4.28752199154904,-5.14924611203024,4.95373885472159,10.1029849667518,-18.7412167124427,-23.2581846870346,-18.0815548482065,-4.51696797459187,0.659661864236284,5.17662983882815,-5.18504833933061,9.90799509900535,-4.2540260547162,10.6828862763949
52.83283285,-5.12506838987443,3.85883949318486,-6.35874787043565,-13.8028936386826,-11.4928381140375,-19.8478044709784,-2.42094303605381,-17.223631035798,2,5.12506838987443,-3.85883949318486,6.35874787043565,13.8028936386826,11.4928381140375,19.8478044709784,2.42094303605381,17.223631035798,8.98390788305929,-8.67782524880821,-14.722736081104,-12.0985626459236,10.2175873636205,-7.44414576824698,-13.4890566005428,-10.8648831653624,15.3516776072223,-2.31005552464518,-8.35496635694096,-5.73079292176055,6.27978252923868,-11.3819506026288,-17.4268614349246,-14.8026879997442,-1.23367948056122,-6.36776972416303,2.70412535382062,-5.1340902436018,3.93780483438184,9.07189507798364,-17.6617331318675,-23.7066439641633,-21.0824705289829,-6.04491083229579,-3.42073739711538,2.62417343518041,-5.40447306046821,10.1557479504553,-5.52616971678203,10.3600001124671
52.8911661833333,-6.50536689429231,4.36544608440363,-7.7869876298071,-13.8601027252781,-11.2840085726058,-21.2857565977965,-0.208124796539209,-14.5024910733991,2,6.50536689429231,-4.36544608440363,7.7869876298071,13.8601027252781,11.2840085726058,21.2857565977965,0.208124796539209,14.5024910733991,10.8708129786959,-7.35473583098576,-14.7803897035042,-7.99712417910684,12.1524337142107,-6.07311509547097,-13.4987689679894,-6.71550344359204,15.6494546570094,-2.57609415267228,-10.0017480251908,-3.21848250079336,4.57357088094284,-13.6519779287389,-21.0776318012573,-14.2943662768599,-1.28162073551479,-4.77864167831348,6.2972420977531,-3.49702094279869,7.57886283326789,11.0758837760666,-18.2255488096817,-25.6512026822002,-18.8679371578028,-7.42565387251847,-0.642388348121074,6.78326552439739,-4.87460410470643,10.6589440228222,-4.05289666628885,11.7050286729231
52.9486653666667,-5.93188894230042,4.02279960549458,-7.47728257033099,-15.5711181403892,-11.1579477799522,-17.0158382356497,-3.38564771895142,-14.6600281291705,2,5.93188894230042,-4.02279960549458,7.47728257033099,15.5711181403892,11.1579477799522,17.0158382356497,3.38564771895142,14.6600281291705,9.954688547795,-9.63922919808874,-11.0839492933492,-8.72813918687013,11.5000821758256,-8.09383557005818,-9.53855566531867,-7.18274555883956,15.1807473854468,-4.41317036043694,-5.85789045569743,-3.50208034921832,7.408447324446,-12.1854704214377,-13.6301905166982,-11.2743804102191,-1.54539362803057,-5.22605883765181,2.546241223349,-3.68066520962124,4.09163485137957,7.77230006100081,-19.5939177458837,-21.0386378411442,-18.6828277346651,-1.44472009526049,0.911090011218619,2.35581010647911,-3.81785447204493,9.34858915064959,-4.46126206990251,9.87240173200219
53.00783285,-6.30918717939798,3.92895126684107,-6.19693414854973,-15.9289278984681,-10.9417894897423,-18.9487708514325,-3.05433931750963,-16.2611401486013,2,6.30918717939798,-3.92895126684107,6.19693414854973,15.9289278984681,10.9417894897423,18.9487708514325,3.05433931750963,16.2611401486013,10.2381384462391,-9.61974071907011,-12.6395836720346,-9.95195296920329,10.1258854153908,-9.73199374991836,-12.7518367028828,-10.0642060000515,14.8707407565834,-4.9871384087258,-8.00698136169024,-5.31935065885898,6.9832905843507,-12.8745885809585,-15.8944315339229,-13.2068008310916,0.112253030848251,-4.63260231034431,3.25484786188835,-4.74485534119256,3.1425948310401,7.88745017223266,-19.8578791653092,-22.8777221182736,-20.1900914154423,-3.01984295296444,-0.332212250133182,2.68763070283126,-5.1769093741153,9.89440099273843,-4.88086907956825,10.3687159256448
