T  (s)	T1	T2	T3	5然cBAK2	5然polyAC	5然cBAK2	5然polyAC	40然cBAK2	40然polyAC	40然cBAK2	40然polyAC	Sum1	Sum2	Sum3	Sum4	Sum5	Sum6	Sum7	Sum8	Inj.	Val.	Vol.	Flow	Tim.	Setpoint	CP1	CP2	CP3	CP4	CP5	CP6	CP7	CP8
1452.500977	26.991133	22.548185	26.970188	-2534.751953	660.527588	-700.291260	-70.298065	-608.085693	-119.504707	-254.524582	535.038147	1.147784	1.147910	1.147723	1.148284	1.148443	1.148498	1.148166	1.148104	2.000000	2.000000	0.000000	50.000000	600.000000	27.000000	0.959116	-0.249935	0.264981	0.026600	0.230091	0.045219	0.096309	-0.202451
1455.764038	26.990387	22.541441	26.970938	-2535.825439	658.355774	-701.389038	-73.070015	-608.709778	-120.447678	-255.539948	533.741089	1.147757	1.147911	1.147670	1.148046	1.148202	1.148259	1.147902	1.147877	2.000000	2.000000	0.000000	50.000000	600.000000	27.000000	0.959522	-0.249113	0.265396	0.027649	0.230328	0.045576	0.096693	-0.201960
1459.026001	26.995081	22.586273	26.970751	-2537.527100	656.658569	-702.736694	-74.518890	-610.153198	-122.507896	-257.263916	532.429749	1.147481	1.147647	1.147455	1.148052	1.148213	1.148251	1.147884	1.147867	2.000000	2.000000	0.000000	50.000000	600.000000	27.000000	0.960166	-0.248471	0.265906	0.028197	0.230874	0.046355	0.097345	-0.201464
1462.291992	26.988894	22.603069	26.971937	-2538.169922	654.432495	-704.047363	-78.404556	-611.447205	-123.939461	-257.778839	531.090942	1.147493	1.147669	1.147459	1.148071	1.148215	1.148244	1.147932	1.147891	2.000000	2.000000	0.000000	50.000000	600.000000	27.000000	0.960409	-0.247628	0.266402	0.029667	0.231363	0.046897	0.097540	-0.200958
1465.555054	26.992414	22.627483	26.971001	-2539.276855	652.188721	-705.208923	-80.502930	-612.084961	-125.190796	-259.410553	529.480835	1.147513	1.147674	1.147493	1.148061	1.148201	1.148265	1.147918	1.147884	2.000000	2.000000	0.000000	50.000000	600.000000	27.000000	0.960828	-0.246779	0.266842	0.030461	0.231605	0.047371	0.098157	-0.200348
1468.808960	26.980785	22.631353	26.971375	-2540.326660	650.051086	-706.573364	-84.666451	-613.263672	-126.683311	-260.533051	528.383850	1.147510	1.147657	1.147463	1.148036	1.148152	1.148209	1.147869	1.147862	2.000000	2.000000	0.000000	50.000000	600.000000	27.000000	0.961226	-0.245971	0.267358	0.032037	0.232051	0.047935	0.098582	-0.199933
1472.073975	26.987507	22.631916	26.970249	-2542.127441	647.857056	-708.394226	-87.608719	-614.186157	-127.844421	-261.562317	526.643250	1.147485	1.147635	1.147457	1.147998	1.148125	1.148177	1.147876	1.147792	2.000000	2.000000	0.000000	50.000000	600.000000	27.000000	0.961907	-0.245140	0.268047	0.033150	0.232400	0.048375	0.098972	-0.199275
1475.334961	26.977692	22.633476	26.970062	-2542.587402	646.098816	-709.364990	-88.211197	-615.265869	-129.108307	-263.062622	525.582520	1.147434	1.147614	1.147399	1.148001	1.148124	1.148219	1.147884	1.147869	2.000000	2.000000	0.000000	50.000000	600.000000	27.000000	0.962081	-0.244475	0.268414	0.033378	0.232808	0.048853	0.099539	-0.198873
1478.602051	26.970810	22.647900	26.970438	-2544.453613	643.494263	-711.217896	-90.786034	-616.212524	-130.013870	-264.031525	523.763794	1.147486	1.147639	1.147461	1.148028	1.148185	1.148261	1.147933	1.147866	2.000000	2.000000	0.000000	50.000000	600.000000	27.000000	0.962787	-0.243490	0.269115	0.034352	0.233167	0.049195	0.099906	-0.198185
1481.869995	26.975237	22.612997	26.970438	-2545.709473	641.725830	-712.550964	-92.662033	-617.428101	-131.971573	-265.276794	522.443909	1.147517	1.147662	1.147447	1.148015	1.148170	1.148235	1.147920	1.147893	2.000000	2.000000	0.000000	50.000000	600.000000	27.000000	0.963262	-0.242820	0.269620	0.035062	0.233626	0.049936	0.100377	-0.197686
1485.130005	26.972570	22.618303	26.971312	-2544.825439	639.693420	-713.620300	-94.009529	-618.335205	-133.285172	-266.098907	521.264709	1.147482	1.147651	1.147465	1.147997	1.148180	1.148228	1.147907	1.147819	2.000000	2.000000	0.000000	50.000000	600.000000	27.000000	0.962928	-0.242051	0.270024	0.035572	0.233970	0.050433	0.100688	-0.197240
1488.385010	26.972410	22.631603	26.971251	-2547.374268	637.850891	-715.346252	-96.008011	-619.879395	-134.666000	-267.510498	519.439514	1.147445	1.147628	1.147439	1.148010	1.148121	1.148151	1.147865	1.147860	2.000000	2.000000	0.000000	50.000000	600.000000	27.000000	0.963892	-0.241354	0.270677	0.036328	0.234554	0.050956	0.101222	-0.196549
1491.647949	26.976091	22.579342	26.970751	-2549.738281	635.680664	-716.855469	-97.427727	-620.422485	-135.975067	-268.346466	518.011108	1.147483	1.147693	1.147491	1.148010	1.148107	1.148177	1.147889	1.147841	2.000000	2.000000	0.000000	50.000000	600.000000	27.000000	0.964787	-0.240533	0.271248	0.036865	0.234760	0.051451	0.101539	-0.196008
1494.911011	26.959127	22.613371	26.971624	-2550.389648	633.715576	-717.193420	-101.143082	-621.584778	-137.028336	-268.705719	517.125427	1.147474	1.147632	1.147457	1.147991	1.148111	1.148169	1.147892	1.147854	2.000000	2.000000	0.000000	50.000000	600.000000	27.000000	0.965033	-0.239789	0.271376	0.038271	0.235199	0.051850	0.101675	-0.195673
1498.166992	26.967716	22.613560	26.971687	-2551.201904	631.411011	-718.822693	-103.286995	-622.850830	-138.675583	-271.082977	515.547607	1.147491	1.147615	1.147412	1.147970	1.148171	1.148227	1.147890	1.147812	2.000000	2.000000	0.000000	50.000000	600.000000	27.000000	0.965340	-0.238917	0.271993	0.039082	0.235678	0.052473	0.102574	-0.195076
1501.430054	26.969156	22.605505	26.971687	-2552.581055	629.222595	-720.318420	-104.811134	-624.013672	-140.043976	-272.277771	513.940125	1.147434	1.147585	1.147405	1.147990	1.148110	1.148174	1.147853	1.147796	2.000000	2.000000	0.000000	50.000000	600.000000	27.000000	0.965862	-0.238089	0.272559	0.039659	0.236118	0.052991	0.103026	-0.194468
1504.693970	26.961794	22.573349	26.972063	-2554.062012	627.335693	-721.785156	-106.943573	-625.630310	-142.092804	-273.506165	512.761475	1.147416	1.147606	1.147379	1.147950	1.148125	1.148204	1.147832	1.147802	2.000000	2.000000	0.000000	50.000000	600.000000	27.000000	0.966423	-0.237375	0.273114	0.040466	0.236730	0.053766	0.103491	-0.194022
1507.953979	26.968676	22.580528	26.969812	-2554.983643	625.018555	-723.386047	-110.063934	-626.687988	-143.148285	-274.728363	510.973846	1.147433	1.147621	1.147445	1.147963	1.148093	1.148149	1.147828	1.147787	2.000000	2.000000	0.000000	50.000000	600.000000	27.000000	0.966771	-0.236499	0.273720	0.041647	0.237130	0.054165	0.103954	-0.193346
1511.322998	26.965101	22.596701	26.970625	-2554.092285	617.259827	-724.231995	-101.637291	-625.349182	-144.127426	-276.524811	511.732971	1.147422	1.147591	1.147403	1.147994	1.148152	1.148201	1.147826	1.147818	3.000000	3.000000	0.000000	50.000000	480.000000	27.000000	0.966434	-0.233563	0.274040	0.038458	0.236624	0.054536	0.104633	-0.193633
1514.625977	26.980732	22.633976	26.971062	-2552.515137	616.951843	-724.132935	-103.397453	-626.535889	-145.238632	-277.423370	510.301331	1.147465	1.147660	1.147409	1.147951	1.148091	1.148167	1.148123	1.148151	3.000000	3.000000	0.000000	50.000000	480.000000	27.000000	0.965837	-0.233446	0.274002	0.039124	0.237073	0.054956	0.104973	-0.193091
1517.885986	26.968035	22.619242	26.970812	-2554.192627	614.814392	-726.172119	-106.883087	-627.390808	-147.243591	-278.756683	508.936798	1.147779	1.147961	1.147757	1.148349	1.148474	1.148511	1.148203	1.148166	3.000000	3.000000	0.000000	50.000000	480.000000	27.000000	0.966472	-0.232638	0.274774	0.040443	0.237396	0.055715	0.105478	-0.192575
1521.135986	26.972889	22.635099	26.971563	-2555.093994	612.418945	-727.611084	-108.296432	-628.412415	-148.648651	-280.009277	507.488556	1.147772	1.147980	1.147753	1.148309	1.148455	1.148490	1.148171	1.148105	3.000000	3.000000	0.000000	50.000000	480.000000	27.000000	0.966813	-0.231731	0.275318	0.040978	0.237783	0.056247	0.105952	-0.192027
1524.390015	26.981905	22.602446	26.970812	-2556.460937	609.844116	-729.124451	-111.452927	-629.674683	-149.933197	-280.985962	506.064240	1.147741	1.147928	1.147729	1.148301	1.148506	1.148742	1.148451	1.148377	3.000000	3.000000	0.000000	50.000000	480.000000	27.000000	0.967330	-0.230757	0.275891	0.042172	0.238260	0.056733	0.106321	-0.191488
1527.651001	26.986439	22.608564	26.971500	-2557.392090	608.181396	-730.421448	-113.336586	-630.495850	-150.871399	-282.347870	504.391724	1.148051	1.148180	1.147992	1.148551	1.148734	1.148762	1.148407	1.148348	3.000000	3.000000	0.000000	50.000000	480.000000	27.000000	0.967683	-0.230128	0.276382	0.042885	0.238571	0.057088	0.106837	-0.190855
1530.911011	26.970596	22.620989	26.971251	-2558.160156	606.766357	-731.931274	-114.144691	-631.566345	-151.966156	-283.479858	503.270660	1.148037	1.148203	1.148009	1.148553	1.148718	1.148797	1.148442	1.148408	3.000000	3.000000	0.000000	50.000000	480.000000	27.000000	0.967973	-0.229592	0.276953	0.043191	0.238976	0.057502	0.107265	-0.190431
1534.172974	26.951925	22.586836	26.971125	-2559.676025	604.573608	-733.367859	-116.360199	-632.325928	-153.452591	-284.393158	501.613922	1.148029	1.148188	1.148015	1.148580	1.148735	1.148769	1.148438	1.148402	3.000000	3.000000	0.000000	50.000000	480.000000	27.000000	0.968547	-0.228763	0.277497	0.044029	0.239264	0.058064	0.107611	-0.189804
1537.437012	26.960247	22.575346	26.971062	-2560.824219	602.125427	-733.719299	-118.131226	-633.210144	-154.820221	-285.335327	500.697693	1.148041	1.148230	1.147999	1.148579	1.148764	1.148806	1.148464	1.148417	3.000000	3.000000	0.000000	50.000000	480.000000	27.000000	0.968981	-0.227836	0.277630	0.044699	0.239598	0.058582	0.107967	-0.189457
1540.703003	26.972677	22.545063	26.972313	-2561.509766	600.652771	-735.840454	-119.203651	-634.275574	-155.675140	-286.641724	499.160492	1.148039	1.148209	1.147998	1.148590	1.148716	1.148797	1.148438	1.148428	3.000000	3.000000	0.000000	50.000000	480.000000	27.000000	0.969241	-0.227279	0.278432	0.045105	0.240001	0.058905	0.108461	-0.188876
1543.964966	26.989321	22.516653	26.971500	-2563.206299	598.862488	-737.060059	-124.152771	-635.052917	-157.229202	-287.610443	497.719482	1.148048	1.148198	1.148054	1.148589	1.148760	1.148768	1.148485	1.148401	3.000000	3.000000	0.000000	50.000000	480.000000	27.000000	0.969883	-0.226602	0.278894	0.046978	0.240295	0.059493	0.108828	-0.188330
1547.222046	26.983826	22.561859	26.971750	-2564.334473	596.785767	-738.410828	-125.283211	-636.116089	-158.402618	-288.532837	496.233551	1.148022	1.148187	1.147989	1.148570	1.148729	1.148751	1.148453	1.148410	3.000000	3.000000	0.000000	50.000000	480.000000	27.000000	0.970310	-0.225816	0.279405	0.047405	0.240698	0.059937	0.109177	-0.187768
1550.484985	26.992094	22.569103	26.972376	-2565.264160	594.842163	-740.046997	-127.766823	-637.150757	-159.334030	-289.309937	495.416107	1.148044	1.148197	1.148008	1.148570	1.148715	1.148773	1.148457	1.148405	3.000000	3.000000	0.000000	50.000000	480.000000	27.000000	0.970662	-0.225080	0.280024	0.048345	0.241089	0.060290	0.109471	-0.187459
1553.750000	27.000950	22.590582	26.971125	-2566.326660	593.491699	-740.664673	-128.762192	-637.262329	-159.941223	-289.973816	494.435242	1.148046	1.148210	1.147989	1.148555	1.148717	1.148794	1.148467	1.148398	3.000000	3.000000	0.000000	50.000000	480.000000	27.000000	0.971063	-0.224569	0.280258	0.048722	0.241131	0.060520	0.109722	-0.187088
1557.005981	27.003082	22.614370	26.971500	-2567.188232	591.901245	-741.091003	-130.800125	-638.409790	-161.214096	-291.322632	493.223206	1.147993	1.148170	1.147985	1.148523	1.148689	1.148744	1.148404	1.148370	3.000000	3.000000	0.000000	50.000000	480.000000	27.000000	0.971389	-0.223967	0.280419	0.049493	0.241566	0.061001	0.110233	-0.186629
1560.270996	27.011671	22.618803	26.972376	-2567.622803	591.062500	-742.012268	-131.004044	-638.684814	-161.991501	-291.952087	491.524353	1.148004	1.148200	1.148006	1.148545	1.148706	1.148737	1.148442	1.148378	3.000000	3.000000	0.000000	50.000000	480.000000	27.000000	0.971554	-0.223650	0.280767	0.049570	0.241670	0.061295	0.110471	-0.185986
1563.535034	27.000896	22.600571	26.973375	-2567.958984	589.792847	-742.686951	-131.037308	-639.639832	-163.660431	-293.193481	489.825836	1.148023	1.148198	1.147980	1.148536	1.148701	1.148757	1.148423	1.148367	3.000000	3.000000	0.000000	50.000000	480.000000	27.000000	0.971681	-0.223170	0.281023	0.049583	0.242031	0.061927	0.110940	-0.185344
1566.801025	27.000256	22.565294	26.972500	-2568.601562	589.043274	-743.278320	-133.424408	-640.770569	-165.502151	-294.596863	487.938965	1.148040	1.148184	1.147981	1.148546	1.148682	1.148731	1.148439	1.148377	3.000000	3.000000	0.000000	50.000000	480.000000	27.000000	0.971924	-0.222886	0.281247	0.050486	0.242459	0.062624	0.111471	-0.184630
1570.066040	26.988039	22.530952	26.972063	-2569.093018	587.539001	-744.161926	-135.780258	-642.444580	-167.365692	-296.063721	486.556335	1.148031	1.148200	1.148041	1.148547	1.148713	1.148778	1.148456	1.148386	3.000000	3.000000	0.000000	50.000000	480.000000	27.000000	0.972110	-0.222317	0.281581	0.051377	0.243092	0.063329	0.112027	-0.184106
1573.322021	26.993961	22.524958	26.972124	-2568.838623	586.806152	-744.756042	-136.041962	-642.760803	-168.507812	-296.585632	485.408356	1.148098	1.148272	1.148062	1.148602	1.148756	1.148812	1.148532	1.148467	3.000000	3.000000	0.000000	50.000000	480.000000	27.000000	0.972014	-0.222040	0.281806	0.051476	0.243212	0.063761	0.112224	-0.183672
1576.593018	27.026661	22.507538	26.971813	-2569.356445	585.796143	-745.226074	-138.383163	-643.978882	-169.741318	-297.744873	484.313324	1.148095	1.148258	1.148082	1.148642	1.148791	1.148845	1.148503	1.148486	3.000000	3.000000	0.000000	50.000000	480.000000	27.000000	0.972210	-0.221657	0.281984	0.052362	0.243673	0.064228	0.112663	-0.183258
1579.850952	27.021700	22.475632	26.972376	-2570.265381	584.927063	-746.169861	-139.034653	-644.596069	-170.880493	-297.859070	483.931915	1.148063	1.148221	1.148057	1.148596	1.148777	1.148795	1.148460	1.148422	3.000000	3.000000	0.000000	50.000000	480.000000	27.000000	0.972554	-0.221329	0.282341	0.052609	0.243906	0.064659	0.112706	-0.183113
1583.112061	27.006763	22.496487	26.972563	-2570.032471	584.711792	-745.952393	-137.826263	-643.699097	-169.505661	-294.823212	487.969604	1.148035	1.148247	1.148044	1.148583	1.148745	1.148801	1.148482	1.148457	3.000000	3.000000	0.000000	50.000000	480.000000	27.000000	0.972466	-0.221247	0.282258	0.052152	0.243567	0.064139	0.111557	-0.184641
1586.366943	26.999136	22.543814	26.974125	-2568.598389	586.967529	-743.472839	-133.455948	-638.509705	-161.930801	-283.497681	502.376556	1.148065	1.148232	1.148040	1.148614	1.148748	1.148814	1.148489	1.148444	3.000000	3.000000	0.000000	50.000000	480.000000	27.000000	0.971923	-0.222101	0.281320	0.050498	0.241603	0.061272	0.107272	-0.190093
1589.624023	26.984999	22.534761	26.972687	-2564.412109	593.538818	-734.709534	-121.099045	-621.378113	-137.222580	-251.743362	541.063293	1.148103	1.148284	1.148079	1.148642	1.148813	1.148859	1.148532	1.148490	3.000000	3.000000	0.000000	50.000000	480.000000	27.000000	0.970339	-0.224587	0.278004	0.045822	0.235121	0.051923	0.095256	-0.204731
1592.874023	26.982439	22.554180	26.971750	-2553.078857	612.957703	-708.929382	-80.627022	-573.591858	-71.300270	-176.586731	628.979370	1.148121	1.148291	1.148116	1.148653	1.148816	1.148860	1.148508	1.148452	3.000000	3.000000	0.000000	50.000000	480.000000	27.000000	0.966051	-0.231935	0.268249	0.030508	0.217039	0.026979	0.066818	-0.237997
1596.136963	26.985853	22.559986	26.973438	-2513.656982	678.848145	-629.803528	22.765421	-453.975769	76.782745	-18.848797	776.146484	1.148063	1.148268	1.148069	1.148595	1.148775	1.148834	1.148494	1.148414	3.000000	3.000000	0.000000	50.000000	480.000000	27.000000	0.951134	-0.256867	0.238309	-0.008614	0.171778	-0.029054	0.007132	-0.293683
1599.394043	27.000950	22.540754	26.972937	-2386.647949	858.776245	-439.537476	240.575104	-247.660873	271.760132	146.544266	878.541321	1.148115	1.148243	1.148076	1.148617	1.148753	1.148831	1.148499	1.148445	3.000000	3.000000	0.000000	50.000000	480.000000	27.000000	0.903075	-0.324949	0.166315	-0.091030	0.093712	-0.102830	-0.055450	-0.332428
1602.647949	27.000790	22.531889	26.974375	-2162.549072	1060.706299	-291.307983	330.184326	-176.377655	317.890198	118.407539	758.175293	1.148089	1.148241	1.148046	1.148606	1.148731	1.148783	1.148480	1.148433	3.000000	3.000000	0.000000	50.000000	480.000000	27.000000	0.818280	-0.401357	0.110227	-0.124937	0.066739	-0.120285	-0.044804	-0.286883
1605.900024	27.004204	22.528267	26.972500	-2226.234131	918.676941	-394.438995	375.944092	22.078585	212.140701	-318.708252	349.709412	1.148105	1.148242	1.148039	1.148577	1.148745	1.148792	1.148446	1.148399	3.000000	3.000000	0.000000	50.000000	480.000000	27.000000	0.842377	-0.347615	0.149250	-0.142252	-0.008354	-0.080271	0.120595	-0.132325
1609.161011	27.002869	22.504292	26.971687	-2442.602539	927.181152	-141.135880	642.253906	-1522.543945	-2107.255371	-2424.223633	-810.312439	1.148035	1.148199	1.148040	1.148601	1.148765	1.148833	1.148475	1.148413	3.000000	3.000000	0.000000	50.000000	480.000000	27.000000	0.924248	-0.350833	0.053404	-0.243020	0.576110	0.797357	0.917294	0.306611
1612.447021	27.005804	22.510471	26.972124	-1958.256958	2134.895264	-2811.229004	-3666.607910	-4368.351562	-4231.714355	-4751.714355	-3796.523193	1.148047	1.148224	1.148071	1.148492	1.148464	1.148541	1.148103	1.148247	3.000000	3.000000	0.000000	50.000000	480.000000	27.000000	0.740978	-0.807816	1.063731	1.387395	1.652925	1.601224	1.797985	1.436553
1615.708008	27.020687	22.560049	26.972626	-4560.152832	-3183.199951	-4583.772461	-3647.913330	-3438.357910	-3101.797607	-4171.104004	-4514.628906	1.147790	1.148121	1.147728	1.148335	1.148454	1.148562	1.148124	1.148086	3.000000	3.000000	0.000000	50.000000	480.000000	27.000000	1.725501	1.204480	1.734438	1.380321	1.301028	1.173679	1.578290	1.708275
1618.969971	27.029383	22.575783	26.972563	-5175.613770	-3394.499268	-4350.757324	-3170.289795	-2895.144531	-2452.060791	-3934.075928	-4629.615723	1.147582	1.148060	1.147706	1.148355	1.148515	1.148589	1.148124	1.148067	3.000000	3.000000	0.000000	50.000000	480.000000	27.000000	1.958383	1.284433	1.646268	1.199595	1.095484	0.927827	1.488601	1.751784
1622.234009	27.014446	22.592392	26.971251	-5626.168945	-3423.376221	-3712.049561	-1964.807129	-1999.714111	-2166.258301	-3347.827148	-5105.671875	1.147348	1.147997	1.147771	1.148493	1.148588	1.148676	1.148226	1.148098	3.000000	3.000000	0.000000	50.000000	480.000000	27.000000	2.128867	1.295360	1.404590	0.743457	0.756665	0.819683	1.266773	1.931918
1625.494995	27.000202	22.616993	26.970125	-5843.375000	-3425.809570	-3655.156738	-2501.117187	-2907.830811	-3581.500488	-5236.424805	-5490.639160	1.147206	1.147916	1.147751	1.148375	1.148503	1.148602	1.148155	1.148078	3.000000	3.000000	0.000000	50.000000	480.000000	27.000000	2.211055	1.296280	1.383062	0.946389	1.100284	1.355192	1.981393	2.077584
1628.759033	27.000790	22.634539	26.970375	-5928.538574	-4447.853027	-5852.902832	-5843.671387	-6413.041992	-6233.000000	-5797.478027	-4758.679687	1.146970	1.147754	1.147406	1.148031	1.147753	1.147518	1.147449	1.148130	3.000000	3.000000	0.000000	50.000000	480.000000	27.000000	2.243279	1.683008	2.214660	2.211167	2.426609	2.358483	2.193688	1.800620
1632.021973	26.992947	22.641031	26.968124	-7012.174316	-4868.313477	-5581.398926	-5057.320312	-5389.042480	-5552.123047	-6044.672852	-5453.662598	1.146227	1.147566	1.147406	1.148138	1.148218	1.148211	1.147728	1.147936	3.000000	3.000000	0.000000	50.000000	480.000000	27.000000	2.653312	1.842104	2.111926	1.913622	2.039141	2.100849	2.287223	2.063593
1635.277954	26.985319	22.607815	26.963875	-7421.088867	-5847.887207	-6229.706543	-5324.264160	-4958.855469	-4670.997070	-5060.901367	-4470.289062	1.145641	1.147255	1.147141	1.148006	1.148181	1.148352	1.147981	1.148152	3.000000	3.000000	0.000000	50.000000	480.000000	27.000000	2.808040	2.212762	2.357237	2.014630	1.876364	1.767442	1.914977	1.691497
1638.535034	26.994389	22.617556	26.962250	-6866.378906	-5110.386230	-5734.114746	-5180.049805	-5257.584473	-5057.494141	-5114.149902	-4320.782227	1.146152	1.147567	1.147354	1.148157	1.148160	1.148177	1.147849	1.148200	3.000000	3.000000	0.000000	50.000000	480.000000	27.000000	2.598145	1.933702	2.169712	1.960061	1.989399	1.913688	1.935126	1.634926
1641.797974	27.001856	22.612185	26.960251	-6372.600586	-4636.110352	-5461.429199	-5105.909180	-5239.844238	-5040.402344	-5112.626953	-4347.016113	1.146564	1.147715	1.147433	1.148150	1.148169	1.148178	1.147863	1.148210	3.000000	3.000000	0.000000	50.000000	480.000000	27.000000	2.411306	1.754242	2.066531	1.932007	1.982687	1.907220	1.934549	1.644852
1645.048950	27.000629	22.608688	26.960312	-6250.474121	-4503.544922	-5351.885742	-5052.989258	-5244.077637	-5029.641602	-5053.455566	-4298.687500	1.146585	1.147734	1.147432	1.148150	1.148133	1.148177	1.147830	1.148141	3.000000	3.000000	0.000000	50.000000	480.000000	27.000000	2.365095	1.704081	2.025082	1.911983	1.984289	1.903149	1.912160	1.626566
1648.303955	27.004683	22.600946	26.959375	-6210.692383	-4382.654785	-5277.193848	-4976.474609	-5182.555664	-4986.016113	-5005.186523	-4209.326660	1.146680	1.147777	1.147448	1.148139	1.148170	1.148243	1.147911	1.148181	3.000000	3.000000	0.000000	50.000000	480.000000	27.000000	2.350042	1.658338	1.996819	1.883031	1.961009	1.886642	1.893895	1.592753
1651.562012	26.987986	22.598761	26.956312	-6033.742187	-4165.244629	-5046.680176	-4738.689453	-4984.586914	-4868.277832	-4950.146484	-4090.832275	1.146853	1.147867	1.147549	1.148216	1.148219	1.148245	1.147923	1.148201	3.000000	3.000000	0.000000	50.000000	480.000000	27.000000	2.283087	1.576073	1.909596	1.793056	1.886101	1.842091	1.873069	1.547916
1654.817993	26.985907	22.610687	26.952938	-5786.418945	-4013.259766	-4878.255371	-4540.674316	-4810.487305	-4737.685059	-4860.419922	-4027.778320	1.147009	1.147910	1.147609	1.148280	1.148237	1.148265	1.147901	1.148234	3.000000	3.000000	0.000000	50.000000	480.000000	27.000000	2.189503	1.518564	1.845866	1.718130	1.820224	1.792676	1.839118	1.524057
1658.078003	26.983292	22.630293	26.952999	-5844.997070	-3931.900879	-4767.658203	-4386.869141	-4690.239746	-4636.410645	-4758.152832	-3977.325684	1.146979	1.147913	1.147616	1.148341	1.148337	1.148315	1.147990	1.148249	3.000000	3.000000	0.000000	50.000000	480.000000	27.000000	2.211668	1.487778	1.804018	1.659932	1.774724	1.754355	1.800421	1.504967
1661.333984	26.974224	22.631104	26.951750	-5956.657227	-3872.560059	-4666.951660	-4280.904297	-4602.355957	-4617.344727	-4742.059570	-3950.529785	1.146989	1.147923	1.147625	1.148307	1.148327	1.148363	1.148016	1.148232	3.000000	3.000000	0.000000	50.000000	480.000000	27.000000	2.253919	1.465325	1.765912	1.619837	1.741470	1.747141	1.794332	1.494827
1664.593994	26.977318	22.627607	26.952875	-5922.837891	-3756.112061	-4553.260254	-4151.172363	-4512.359375	-4579.615723	-4684.535156	-3881.446289	1.146979	1.147933	1.147679	1.148368	1.148371	1.148431	1.148083	1.148272	3.000000	3.000000	0.000000	50.000000	480.000000	27.000000	2.241122	1.421262	1.722893	1.570748	1.707416	1.732865	1.772565	1.468687
1667.859009	26.968836	22.615370	26.952000	-5921.306152	-3665.865234	-4467.937988	-4074.941406	-4481.917969	-4505.860840	-4606.383789	-3852.413330	1.147050	1.147949	1.147728	1.148382	1.148397	1.148471	1.148127	1.148264	3.000000	3.000000	0.000000	50.000000	480.000000	27.000000	2.240543	1.387114	1.690608	1.541903	1.695898	1.704957	1.742994	1.457701
1671.121948	26.954592	22.609125	26.951063	-5988.514160	-3667.010742	-4487.066895	-4059.304443	-4435.815430	-4430.229980	-4507.004395	-3683.265381	1.146992	1.147950	1.147712	1.148366	1.148426	1.148510	1.148162	1.148280	3.000000	3.000000	0.000000	50.000000	480.000000	27.000000	2.265973	1.387547	1.697846	1.535986	1.678453	1.676340	1.705390	1.393698
1674.373047	26.976410	22.623299	26.950937	-5917.584473	-3445.148682	-4231.444824	-3797.769043	-4216.554687	-4300.663574	-4457.117187	-3588.591553	1.147095	1.147999	1.147711	1.148385	1.148419	1.148478	1.148155	1.148300	3.000000	3.000000	0.000000	50.000000	480.000000	27.000000	2.239135	1.303598	1.601122	1.437025	1.595488	1.627313	1.686513	1.357875
1677.628052	26.988680	22.624485	26.950813	-5906.357910	-3195.741699	-4017.872314	-3638.478271	-4149.572754	-4366.875488	-4538.977051	-3674.944824	1.147103	1.147982	1.147711	1.148403	1.148419	1.148416	1.148055	1.148266	3.000000	3.000000	0.000000	50.000000	480.000000	27.000000	2.234886	1.209226	1.520309	1.376751	1.570143	1.652367	1.717488	1.390550
1680.885010	26.984146	22.625360	26.950687	-5733.400879	-2911.555664	-3851.387695	-3636.766602	-4256.745117	-4459.149414	-4483.041992	-3576.419922	1.147207	1.148058	1.147809	1.148425	1.148401	1.148326	1.148050	1.148309	3.000000	3.000000	0.000000	50.000000	480.000000	27.000000	2.169442	1.101694	1.457313	1.376104	1.610695	1.687282	1.696323	1.353269
1684.141968	26.976997	22.629667	26.950062	-5273.521973	-2693.694336	-3547.641357	-3283.914551	-4071.235107	-4409.279785	-4672.644531	-3676.464111	1.147282	1.148054	1.147830	1.148461	1.148459	1.148370	1.148017	1.148304	3.000000	3.000000	0.000000	50.000000	480.000000	27.000000	1.995430	1.019258	1.342380	1.242589	1.540501	1.668412	1.768066	1.391125
1687.400024	26.969635	22.625610	26.950125	-5386.210937	-2738.410645	-3808.598145	-3737.760254	-4399.461914	-4772.682129	-4839.505859	-3734.408936	1.147288	1.148074	1.147817	1.148387	1.148278	1.148134	1.147888	1.148287	3.000000	3.000000	0.000000	50.000000	480.000000	27.000000	2.038070	1.036178	1.441122	1.414318	1.664697	1.805919	1.831204	1.413050
1690.661011	26.973476	22.625360	26.948750	-5356.895508	-2763.467285	-3824.031250	-3750.668213	-4405.719727	-4753.783203	-4759.312012	-3665.462158	1.147344	1.148081	1.147830	1.148426	1.148300	1.148178	1.147926	1.148308	3.000000	3.000000	0.000000	50.000000	480.000000	27.000000	2.026977	1.045659	1.446962	1.419202	1.667065	1.798768	1.800860	1.386962
1693.912964	26.972036	22.634663	26.949249	-5364.169922	-2783.531494	-3850.240967	-3779.920898	-4398.692383	-4710.924316	-4689.167969	-3646.146973	1.147354	1.148055	1.147815	1.148409	1.148324	1.148223	1.148000	1.148317	3.000000	3.000000	0.000000	50.000000	480.000000	27.000000	2.029730	1.053251	1.456879	1.430271	1.664406	1.782551	1.774318	1.379653
