T  (s)	T1	T2	T3	5然cBAK2	5然polyAC	5然cBAK2	5然polyAC	40然cBAK2	40然polyAC	40然cBAK2	40然polyAC	Sum1	Sum2	Sum3	Sum4	Sum5	Sum6	Sum7	Sum8	Inj.	Val.	Vol.	Flow	Tim.	Setpoint	CP1	CP2	CP3	CP4	CP5	CP6	CP7	CP8
6412.673828	26.964888	22.554867	26.970249	-2540.999268	232.329468	-735.716431	-505.753174	-497.393982	-16.121510	-100.363922	619.313049	1.147939	1.148124	1.147933	1.148498	1.148692	1.148733	1.148377	1.148327	11.000000	2.000000	0.000000	50.000000	600.000000	27.000000	0.961480	-0.087910	0.278385	0.191370	0.188207	0.006100	0.037976	-0.234340
6415.930176	26.977425	22.549122	26.969875	-2541.244629	232.098877	-736.024902	-506.507111	-497.421967	-16.052528	-100.094536	619.313416	1.148006	1.148170	1.147960	1.148520	1.148677	1.148697	1.148414	1.148347	11.000000	2.000000	0.000000	50.000000	600.000000	27.000000	0.961573	-0.087823	0.278502	0.191655	0.188218	0.006074	0.037874	-0.234340
6419.183105	26.982119	22.557114	26.969625	-2541.299561	231.812653	-735.914856	-505.999481	-497.473999	-16.576004	-100.010513	619.515991	1.147976	1.148158	1.147971	1.148540	1.148695	1.148717	1.148395	1.148328	11.000000	2.000000	0.000000	50.000000	600.000000	27.000000	0.961594	-0.087715	0.278460	0.191463	0.188237	0.006272	0.037843	-0.234417
6422.433105	26.982492	22.553555	26.971500	-2541.869873	231.556213	-735.684082	-505.992920	-497.595062	-16.507538	-100.083664	619.385315	1.147991	1.148131	1.147933	1.148478	1.148639	1.148646	1.148329	1.148292	11.000000	2.000000	0.000000	50.000000	600.000000	27.000000	0.961809	-0.087618	0.278373	0.191461	0.188283	0.006246	0.037870	-0.234367
6425.687012	26.992041	22.536448	26.970375	-2541.461914	231.420731	-735.746826	-506.645203	-497.500153	-16.355770	-100.179878	619.592529	1.147939	1.148133	1.147943	1.148475	1.148653	1.148701	1.148377	1.148358	11.000000	2.000000	0.000000	50.000000	600.000000	27.000000	0.961655	-0.087566	0.278397	0.191708	0.188247	0.006189	0.037907	-0.234445
6428.941895	26.993427	22.518465	26.970938	-2541.511230	231.791260	-736.247131	-507.181183	-497.807404	-16.843142	-100.198204	618.969543	1.147974	1.148149	1.147915	1.148494	1.148663	1.148691	1.148385	1.148332	11.000000	2.000000	0.000000	50.000000	600.000000	27.000000	0.961674	-0.087707	0.278586	0.191911	0.188364	0.006373	0.037914	-0.234210
6432.191895	27.005484	22.538570	26.969625	-2540.948242	231.154236	-736.210022	-507.386139	-497.645203	-16.554831	-100.596283	618.848816	1.148011	1.148163	1.147963	1.148543	1.148687	1.148775	1.148443	1.148410	11.000000	2.000000	0.000000	50.000000	600.000000	27.000000	0.961461	-0.087466	0.278572	0.191988	0.188302	0.006264	0.038064	-0.234164
6435.445801	27.010925	22.585711	26.971188	-2542.355469	230.509735	-737.267395	-507.437500	-498.233002	-17.132515	-101.090607	618.444031	1.147967	1.148143	1.147929	1.148468	1.148635	1.148687	1.148347	1.148323	11.000000	2.000000	0.000000	50.000000	600.000000	27.000000	0.961993	-0.087222	0.278972	0.192008	0.188525	0.006483	0.038251	-0.234011
6438.699219	27.006176	22.563795	26.970812	-2542.346924	230.635818	-737.104370	-508.041870	-498.420319	-17.237614	-101.306953	618.189575	1.147966	1.148114	1.147933	1.148463	1.148626	1.148701	1.148363	1.148342	11.000000	2.000000	0.000000	50.000000	600.000000	27.000000	0.961990	-0.087269	0.278910	0.192236	0.188596	0.006522	0.038333	-0.233915
6441.952148	26.999615	22.523085	26.969437	-2542.479980	230.246277	-737.760925	-505.478119	-498.752747	-17.429585	-101.460915	618.034485	1.147957	1.148136	1.147926	1.148480	1.148623	1.148682	1.148346	1.148302	11.000000	2.000000	0.000000	50.000000	600.000000	27.000000	0.962040	-0.087122	0.279159	0.191266	0.188721	0.006595	0.038391	-0.233856
6445.208008	26.996307	22.486870	26.968937	-2541.758545	230.904770	-737.067017	-507.572968	-497.996002	-16.821772	-100.465935	618.698181	1.147983	1.148143	1.147962	1.148495	1.148675	1.148716	1.148375	1.148324	11.000000	2.000000	0.000000	50.000000	600.000000	27.000000	0.961767	-0.087371	0.278896	0.192059	0.188435	0.006365	0.038015	-0.234107
6448.458984	26.995668	22.515030	26.969500	-2541.678467	230.673584	-737.181702	-505.949677	-498.251068	-16.847179	-100.551033	618.500488	1.147992	1.148121	1.147961	1.148517	1.148593	1.148705	1.148358	1.148332	11.000000	2.000000	0.000000	50.000000	600.000000	27.000000	0.961737	-0.087284	0.278940	0.191445	0.188532	0.006375	0.038047	-0.234032
6451.711914	26.980732	22.565981	26.969625	-2542.460449	230.083908	-736.927429	-506.997803	-497.968597	-17.026474	-100.394043	618.575439	1.147967	1.148123	1.147933	1.148484	1.148659	1.148690	1.148386	1.148327	11.000000	2.000000	0.000000	50.000000	600.000000	27.000000	0.962033	-0.087061	0.278843	0.191841	0.188425	0.006443	0.037988	-0.234061
6454.962891	26.986118	22.610561	26.970812	-2542.153809	230.270782	-736.855103	-505.079803	-497.849396	-16.974485	-100.480553	618.963562	1.147958	1.148123	1.147907	1.148477	1.148640	1.148689	1.148384	1.148332	11.000000	2.000000	0.000000	50.000000	600.000000	27.000000	0.961917	-0.087131	0.278816	0.191115	0.188380	0.006423	0.038020	-0.234207
6458.219238	26.998495	22.592142	26.969250	-2542.217773	230.554657	-736.962708	-503.829803	-498.034668	-17.263580	-100.720955	618.605042	1.147956	1.148140	1.147921	1.148509	1.148641	1.148703	1.148390	1.148319	11.000000	2.000000	0.000000	50.000000	600.000000	27.000000	0.961941	-0.087239	0.278857	0.190642	0.188450	0.006532	0.038111	-0.234072
6461.473145	27.011297	22.560923	26.970249	-2542.107910	230.236496	-737.024536	-505.485687	-497.843872	-16.923189	-100.559349	618.823120	1.147985	1.148136	1.147949	1.148523	1.148666	1.148740	1.148391	1.148334	11.000000	2.000000	0.000000	50.000000	600.000000	27.000000	0.961899	-0.087118	0.278880	0.191269	0.188377	0.006404	0.038050	-0.234154
6464.724121	26.998014	22.582588	26.970562	-2542.630859	229.708282	-737.775208	-504.380402	-498.203796	-17.305370	-100.873337	618.252869	1.147917	1.148087	1.147909	1.148445	1.148623	1.148680	1.148358	1.148323	11.000000	2.000000	0.000000	50.000000	600.000000	27.000000	0.962097	-0.086919	0.279164	0.190851	0.188514	0.006548	0.038169	-0.233939
6467.977051	26.993320	22.595388	26.970688	-2541.988037	229.880676	-737.707092	-506.098297	-497.801819	-17.298029	-100.493378	618.158020	1.147969	1.148152	1.147937	1.148508	1.148684	1.148699	1.148406	1.148344	11.000000	2.000000	0.000000	50.000000	600.000000	27.000000	0.961854	-0.086984	0.279138	0.191501	0.188362	0.006545	0.038025	-0.233903
6471.229004	26.989960	22.622301	26.971062	-2542.451660	230.091782	-737.408203	-507.231445	-497.620117	-17.102989	-100.342674	618.561707	1.148008	1.148217	1.147988	1.148550	1.148687	1.148737	1.148386	1.148333	11.000000	2.000000	0.000000	50.000000	600.000000	27.000000	0.962030	-0.087064	0.279025	0.191930	0.188293	0.006472	0.037968	-0.234055
6474.480957	27.015032	22.598824	26.968374	-2542.166504	230.392410	-737.087830	-507.785400	-497.305389	-16.864981	-100.326111	618.252869	1.147950	1.148119	1.147928	1.148479	1.148634	1.148736	1.148376	1.148345	11.000000	2.000000	0.000000	50.000000	600.000000	27.000000	0.961922	-0.087177	0.278904	0.192139	0.188174	0.006381	0.037962	-0.233939
6477.737793	27.035784	22.604630	26.970375	-2542.522949	229.557755	-738.242554	-508.360687	-498.245697	-17.632175	-100.842400	617.714050	1.147955	1.148116	1.147901	1.148443	1.148573	1.148656	1.148342	1.148296	11.000000	2.000000	0.000000	50.000000	600.000000	27.000000	0.962057	-0.086862	0.279341	0.192357	0.188529	0.006672	0.038157	-0.233735
6480.992187	27.032690	22.635599	26.971563	-2542.983887	229.593475	-737.785889	-509.142853	-498.312744	-17.631994	-100.430092	618.284302	1.147940	1.148141	1.147909	1.148467	1.148646	1.148670	1.148359	1.148300	11.000000	2.000000	0.000000	50.000000	600.000000	27.000000	0.962231	-0.086875	0.279168	0.192653	0.188555	0.006672	0.038001	-0.233950
6484.247070	27.016205	22.639284	26.971001	-2542.628662	229.401566	-738.084412	-510.301147	-497.581268	-17.530567	-100.468674	618.162720	1.147910	1.148093	1.147914	1.148473	1.148640	1.148691	1.148367	1.148321	11.000000	2.000000	0.000000	50.000000	600.000000	27.000000	0.962097	-0.086802	0.279281	0.193091	0.188278	0.006633	0.038016	-0.233904
6487.499023	27.010231	22.634602	26.970562	-2542.505371	229.416748	-738.689148	-511.022095	-497.571442	-17.277445	-100.319504	618.145020	1.147962	1.148098	1.147869	1.148442	1.148613	1.148669	1.148322	1.148259	11.000000	2.000000	0.000000	50.000000	600.000000	27.000000	0.962050	-0.086808	0.279510	0.193364	0.188274	0.006538	0.037960	-0.233898
6490.752930	27.009432	22.634975	26.969749	-2542.414795	229.456497	-738.358887	-511.008698	-497.360352	-17.003269	-100.015465	618.239990	1.147915	1.148113	1.147907	1.148433	1.148648	1.148691	1.148370	1.148304	11.000000	2.000000	0.000000	50.000000	600.000000	27.000000	0.962016	-0.086823	0.279385	0.193359	0.188194	0.006434	0.037845	-0.233934
6494.009766	27.015512	22.616930	26.968813	-2542.294434	229.561417	-738.246704	-511.071228	-497.086456	-17.067268	-99.567055	617.784119	1.147958	1.148139	1.147920	1.148482	1.148632	1.148683	1.148358	1.148300	11.000000	2.000000	0.000000	50.000000	600.000000	27.000000	0.961970	-0.086863	0.279343	0.193382	0.188091	0.006458	0.037675	-0.233761
6497.268066	27.019033	22.607502	26.970938	-2542.157959	229.420807	-738.410400	-512.001221	-497.436707	-17.111328	-99.825249	617.817078	1.147939	1.148126	1.147923	1.148474	1.148600	1.148697	1.148361	1.148308	11.000000	2.000000	0.000000	50.000000	600.000000	27.000000	0.961918	-0.086810	0.279405	0.193734	0.188223	0.006475	0.037773	-0.233774
6500.519043	27.029169	22.616493	26.970625	-2542.616699	229.150131	-738.443909	-509.238586	-497.180298	-17.214005	-99.985397	617.708008	1.147926	1.148075	1.147877	1.148466	1.148650	1.148684	1.148384	1.148294	11.000000	2.000000	0.000000	50.000000	600.000000	27.000000	0.962092	-0.086707	0.279417	0.192689	0.188126	0.006514	0.037833	-0.233732
6503.772949	27.036957	22.577345	26.971188	-2542.399902	229.115402	-738.928284	-511.979889	-497.584686	-17.305550	-99.975960	617.785217	1.147889	1.148094	1.147884	1.148443	1.148616	1.148667	1.148307	1.148260	11.000000	2.000000	0.000000	50.000000	600.000000	27.000000	0.962010	-0.086694	0.279601	0.193726	0.188279	0.006548	0.037830	-0.233762
6507.026855	27.010231	22.559299	26.969812	-2542.581299	229.064743	-738.567200	-511.811279	-497.129852	-17.199600	-99.467934	618.052551	1.147894	1.148073	1.147858	1.148440	1.148588	1.148660	1.148334	1.148262	11.000000	2.000000	0.000000	50.000000	600.000000	27.000000	0.962079	-0.086675	0.279464	0.193663	0.188107	0.006508	0.037637	-0.233863
6510.279785	26.993534	22.516279	26.970188	-2542.449951	229.131027	-738.469666	-510.907135	-497.131836	-17.178339	-99.701935	617.627563	1.147956	1.148096	1.147866	1.148458	1.148614	1.148674	1.148349	1.148291	11.000000	2.000000	0.000000	50.000000	600.000000	27.000000	0.962029	-0.086700	0.279427	0.193320	0.188108	0.006500	0.037726	-0.233702
6513.538086	26.989746	22.514343	26.970751	-2541.720703	229.793594	-738.273376	-510.454132	-496.159729	-16.634775	-98.927246	618.410156	1.147955	1.148156	1.147948	1.148480	1.148662	1.148732	1.148365	1.148325	11.000000	2.000000	0.000000	50.000000	600.000000	27.000000	0.961753	-0.086951	0.279353	0.193149	0.187740	0.006294	0.037433	-0.233998
6516.789062	26.976944	22.528017	26.970625	-2541.920166	229.596497	-738.232666	-510.637421	-496.464783	-16.698889	-98.813980	618.539185	1.147963	1.148133	1.147915	1.148512	1.148661	1.148717	1.148409	1.148337	11.000000	2.000000	0.000000	50.000000	600.000000	27.000000	0.961828	-0.086876	0.279337	0.193218	0.187856	0.006319	0.037390	-0.234047
6520.043945	26.970917	22.554554	26.971125	-2541.763428	229.407425	-738.039551	-510.796265	-496.335785	-16.799562	-98.875877	618.362488	1.147957	1.148116	1.147956	1.148472	1.148622	1.148698	1.148383	1.148311	11.000000	2.000000	0.000000	50.000000	600.000000	27.000000	0.961769	-0.086805	0.279264	0.193278	0.187807	0.006357	0.037413	-0.233980
6523.298828	26.953579	22.582027	26.971312	-2541.656494	229.607346	-738.510376	-511.544159	-496.458191	-17.110624	-99.095703	618.269165	1.147956	1.148139	1.147888	1.148410	1.148579	1.148650	1.148326	1.148297	11.000000	2.000000	0.000000	50.000000	600.000000	27.000000	0.961729	-0.086880	0.279442	0.193561	0.187853	0.006474	0.037496	-0.233945
6526.547852	26.958059	22.602070	26.971687	-2541.836670	229.289917	-738.990417	-511.336914	-496.933502	-16.999582	-99.252983	617.927612	1.147924	1.148096	1.147881	1.148453	1.148643	1.148703	1.148334	1.148323	11.000000	2.000000	0.000000	50.000000	600.000000	27.000000	0.961797	-0.086760	0.279624	0.193483	0.188033	0.006432	0.037556	-0.233815
6529.803223	26.962221	22.627420	26.971874	-2542.055420	229.530807	-738.805237	-512.782837	-496.635406	-17.177383	-99.433289	617.565857	1.147932	1.148071	1.147864	1.148409	1.148611	1.148644	1.148362	1.148308	11.000000	2.000000	0.000000	50.000000	600.000000	27.000000	0.961880	-0.086851	0.279554	0.194030	0.187920	0.006500	0.037624	-0.233679
6533.051758	26.971395	22.608128	26.972500	-2542.553711	229.490570	-738.900757	-512.512146	-496.754669	-17.159477	-99.191048	617.696655	1.147954	1.148122	1.147880	1.148449	1.148611	1.148668	1.148320	1.148253	11.000000	2.000000	0.000000	50.000000	600.000000	27.000000	0.962068	-0.086836	0.279590	0.193928	0.187965	0.006493	0.037533	-0.233728
6536.303223	26.956352	22.632853	26.973125	-2542.506592	228.928162	-739.070007	-515.532898	-496.954071	-17.347002	-99.324951	617.588867	1.147886	1.148088	1.147888	1.148430	1.148607	1.148667	1.148339	1.148293	11.000000	2.000000	0.000000	50.000000	600.000000	27.000000	0.962050	-0.086623	0.279654	0.195071	0.188041	0.006564	0.037583	-0.233687
6539.559082	26.959181	22.648586	26.971750	-2542.439941	229.152527	-739.178406	-515.172485	-496.544739	-17.088099	-99.108734	617.579834	1.147911	1.148108	1.147905	1.148454	1.148621	1.148654	1.148329	1.148296	11.000000	2.000000	0.000000	50.000000	600.000000	27.000000	0.962025	-0.086708	0.279695	0.194934	0.187886	0.006466	0.037501	-0.233684
6542.812988	26.951712	22.619928	26.970875	-2542.574219	228.832565	-739.385559	-513.593262	-497.008942	-17.568501	-99.449265	617.331421	1.147924	1.148103	1.147886	1.148455	1.148603	1.148642	1.148323	1.148258	11.000000	2.000000	0.000000	50.000000	600.000000	27.000000	0.962076	-0.086587	0.279774	0.194337	0.188062	0.006648	0.037630	-0.233590
6546.068848	26.946537	22.629044	26.970375	-2542.749512	228.762085	-739.479980	-514.795593	-497.219299	-17.861717	-99.582077	617.196716	1.147919	1.148129	1.147877	1.148475	1.148597	1.148616	1.148298	1.148226	11.000000	2.000000	0.000000	50.000000	600.000000	27.000000	0.962142	-0.086561	0.279809	0.194792	0.188141	0.006759	0.037681	-0.233539
6549.319824	26.967342	22.645840	26.971500	-2542.746582	228.280548	-740.026550	-516.580688	-497.516479	-17.736734	-99.532150	617.180359	1.147886	1.148099	1.147897	1.148450	1.148578	1.148661	1.148331	1.148295	11.000000	2.000000	0.000000	50.000000	600.000000	27.000000	0.962141	-0.086378	0.280016	0.195467	0.188254	0.006711	0.037662	-0.233533
6552.575195	26.985960	22.600197	26.972376	-2543.293701	228.000137	-740.065857	-516.646179	-497.469635	-18.115288	-99.928940	616.930969	1.147918	1.148107	1.147917	1.148464	1.148632	1.148700	1.148356	1.148350	11.000000	2.000000	0.000000	50.000000	600.000000	27.000000	0.962348	-0.086272	0.280031	0.195492	0.188236	0.006855	0.037812	-0.233438
6555.831055	26.980145	22.592455	26.972687	-2543.013916	228.206039	-740.184021	-516.002075	-497.265076	-17.957281	-99.877808	616.534363	1.147939	1.148124	1.147932	1.148484	1.148652	1.148700	1.148337	1.148275	11.000000	2.000000	0.000000	50.000000	600.000000	27.000000	0.962242	-0.086350	0.280076	0.195248	0.188158	0.006795	0.037792	-0.233288
6559.080078	26.976250	22.599384	26.971687	-2543.331299	227.519135	-740.219543	-516.671143	-497.462158	-17.968193	-99.786171	616.842407	1.147904	1.148074	1.147870	1.148421	1.148612	1.148721	1.148374	1.148321	11.000000	2.000000	0.000000	50.000000	600.000000	27.000000	0.962362	-0.086090	0.280089	0.195501	0.188233	0.006799	0.037758	-0.233405
6562.333984	26.958166	22.563232	26.971937	-2543.286133	227.720627	-740.342712	-517.345642	-497.701996	-18.326723	-100.540581	616.347534	1.147902	1.148127	1.147929	1.148512	1.148629	1.148691	1.148365	1.148302	11.000000	2.000000	0.000000	50.000000	600.000000	27.000000	0.962345	-0.086166	0.280136	0.195757	0.188324	0.006935	0.038043	-0.233218
6565.587891	26.963821	22.527267	26.972437	-2544.138672	226.969818	-740.925293	-517.352783	-498.211212	-18.636713	-100.133339	616.509277	1.147943	1.148102	1.147912	1.148479	1.148595	1.148672	1.148307	1.148292	11.000000	2.000000	0.000000	50.000000	600.000000	27.000000	0.962668	-0.085882	0.280356	0.195759	0.188516	0.007052	0.037889	-0.233279
6568.839844	26.955767	22.551308	26.973188	-2543.797852	227.347733	-740.610474	-517.987488	-497.988068	-18.684288	-100.143234	616.638489	1.147905	1.148166	1.147911	1.148432	1.148625	1.148639	1.148306	1.148248	11.000000	2.000000	0.000000	50.000000	600.000000	27.000000	0.962539	-0.086025	0.280237	0.196000	0.188432	0.007070	0.037893	-0.233328
6572.192871	26.965528	22.551369	26.971563	-2548.250977	224.155624	-743.851929	-523.067078	-501.050812	-20.190489	-102.707527	614.020935	1.147930	1.148088	1.147867	1.148448	1.148612	1.148674	1.148322	1.148261	12.000000	3.000000	0.000000	50.000000	480.000000	27.000000	0.964224	-0.084817	0.281464	0.197922	0.189591	0.007640	0.038863	-0.232337
6575.449219	26.970222	22.529890	26.970688	-2545.818604	224.382736	-743.661865	-522.751648	-501.401672	-20.193380	-102.842072	614.373230	1.147881	1.148094	1.147925	1.148468	1.148616	1.148629	1.148325	1.148280	12.000000	3.000000	0.000000	50.000000	480.000000	27.000000	0.963304	-0.084903	0.281392	0.197802	0.189724	0.007641	0.038914	-0.232471
6578.705078	26.995401	22.550808	26.972376	-2545.753418	224.619843	-743.604919	-522.937683	-501.256866	-20.146009	-102.595230	614.192810	1.147948	1.148117	1.147958	1.148473	1.148631	1.148649	1.148321	1.148295	12.000000	3.000000	0.000000	50.000000	480.000000	27.000000	0.963279	-0.084993	0.281370	0.197873	0.189669	0.007623	0.038821	-0.232402
6581.958984	26.986706	22.545000	26.971500	-2545.910156	224.341095	-743.422119	-523.090576	-500.981537	-20.228603	-102.622910	613.937622	1.147873	1.148120	1.147900	1.148478	1.148626	1.148662	1.148310	1.148276	12.000000	3.000000	0.000000	50.000000	480.000000	27.000000	0.963338	-0.084888	0.281301	0.197930	0.189565	0.007654	0.038831	-0.232306
6585.209961	26.982439	22.574972	26.972376	-2545.677734	224.317734	-743.797302	-522.560486	-501.212769	-20.567070	-102.820969	613.964905	1.147871	1.148060	1.147861	1.148425	1.148584	1.148622	1.148302	1.148274	12.000000	3.000000	0.000000	50.000000	480.000000	27.000000	0.963250	-0.084879	0.281443	0.197730	0.189652	0.007782	0.038906	-0.232316
6588.466797	26.972250	22.614058	26.971125	-2546.348633	223.729095	-744.204895	-524.589661	-501.201477	-20.486723	-102.799576	614.289307	1.147910	1.148070	1.147877	1.148436	1.148599	1.148639	1.148314	1.148276	12.000000	3.000000	0.000000	50.000000	480.000000	27.000000	0.963504	-0.084656	0.281597	0.198498	0.189648	0.007752	0.038898	-0.232439
6591.715820	26.984945	22.568790	26.971874	-2545.838379	224.362457	-743.351807	-521.729309	-501.032867	-19.959574	-102.538498	614.667847	1.147929	1.148086	1.147864	1.148397	1.148555	1.148629	1.148335	1.148305	12.000000	3.000000	0.000000	50.000000	480.000000	27.000000	0.963311	-0.084896	0.281274	0.197415	0.189584	0.007552	0.038799	-0.232582
6594.966797	26.971716	22.557739	26.971687	-2545.428955	224.303040	-743.251221	-521.459839	-500.769226	-19.948662	-102.049400	614.687500	1.147932	1.148099	1.147890	1.148457	1.148583	1.148651	1.148362	1.148282	12.000000	3.000000	0.000000	50.000000	480.000000	27.000000	0.963156	-0.084873	0.281236	0.197313	0.189484	0.007548	0.038614	-0.232589
6598.222168	26.976677	22.566042	26.971062	-2545.541748	224.126801	-743.821289	-522.216980	-501.053070	-20.040581	-102.390831	614.628662	1.147910	1.148052	1.147852	1.148463	1.148606	1.148696	1.148361	1.148268	12.000000	3.000000	0.000000	50.000000	480.000000	27.000000	0.963199	-0.084807	0.281452	0.197600	0.189592	0.007583	0.038743	-0.232567
6601.474121	26.989479	22.545250	26.971500	-2545.725342	224.167892	-743.586853	-523.633057	-500.449219	-17.870028	-94.307892	634.423645	1.147921	1.148108	1.147901	1.148457	1.148620	1.148668	1.148325	1.148301	12.000000	3.000000	0.000000	50.000000	480.000000	27.000000	0.963268	-0.084822	0.281363	0.198136	0.189363	0.006762	0.035685	-0.240057
6604.731934	27.014498	22.537321	26.971001	-2545.529541	224.606277	-740.579346	-511.432037	-474.068817	41.406075	4.518713	775.820129	1.147919	1.148100	1.147902	1.148474	1.148653	1.148710	1.148356	1.148314	12.000000	3.000000	0.000000	50.000000	480.000000	27.000000	0.963194	-0.084988	0.280225	0.193519	0.179381	-0.015668	-0.001710	-0.293560
6607.985840	27.010445	22.572849	26.972687	-2532.011475	268.380981	-649.220215	-338.128662	-203.808640	395.786591	409.898895	1175.237427	1.147930	1.148100	1.147912	1.148427	1.148596	1.148655	1.148347	1.148286	12.000000	3.000000	0.000000	50.000000	480.000000	27.000000	0.958079	-0.101552	0.245656	0.127943	0.077118	-0.149760	-0.155100	-0.444694
6611.238770	27.005804	22.607628	26.973438	-2117.362061	850.863464	-112.004745	73.452477	18.629957	496.216980	514.631775	1027.970459	1.147928	1.148073	1.147844	1.148403	1.148574	1.148616	1.148286	1.148234	12.000000	3.000000	0.000000	50.000000	480.000000	27.000000	0.801181	-0.321955	0.042381	-0.027793	-0.007049	-0.187762	-0.194730	-0.388970
6614.493164	27.000309	22.550182	26.973063	-2476.197021	337.138947	-571.799133	-216.014511	-269.038757	198.439896	162.834061	818.253662	1.147894	1.148078	1.147851	1.148443	1.148584	1.148631	1.148306	1.148269	12.000000	3.000000	0.000000	50.000000	480.000000	27.000000	0.936960	-0.127569	0.216361	0.081737	0.101801	-0.075087	-0.061614	-0.309616
6617.747070	27.015940	22.522585	26.972876	-3245.588867	-746.950867	-1315.241577	-835.782349	-644.482239	-97.747887	-107.879471	-860.021484	1.147828	1.148059	1.147869	1.148452	1.148602	1.148661	1.148326	1.148213	12.000000	3.000000	0.000000	50.000000	480.000000	27.000000	1.228087	0.282636	0.497670	0.316249	0.243863	0.036986	0.040820	0.325421
6621.003906	27.005003	22.538631	26.972750	-3231.105469	-565.491333	-1453.958984	-1069.144775	-833.045593	-201.210724	-230.298218	548.294922	1.147908	1.148113	1.147921	1.148475	1.148622	1.148651	1.148351	1.148307	12.000000	3.000000	0.000000	50.000000	480.000000	27.000000	1.222607	0.213974	0.550159	0.404550	0.315213	0.076135	0.087142	-0.207467
6624.264160	27.012205	22.515717	26.971624	-1456.281982	1083.821045	-877.795288	-1009.991821	-1117.569214	-561.385681	-448.715485	-2963.183105	1.147898	1.148073	1.147892	1.148456	1.148565	1.148616	1.148318	1.148144	12.000000	3.000000	0.000000	50.000000	480.000000	27.000000	0.551038	-0.410103	0.332146	0.382167	0.422873	0.212421	0.169788	1.121229
6627.534180	27.019672	22.540318	26.969875	-2598.547607	447.262482	-505.249481	-413.063934	-445.559662	-1017.173950	-2625.304932	-5599.670410	1.147802	1.148063	1.147883	1.148426	1.148606	1.148515	1.148215	1.147997	12.000000	3.000000	0.000000	50.000000	480.000000	27.000000	0.983256	-0.169238	0.191180	0.156298	0.168594	0.384885	0.993380	2.118840
6630.787109	27.003296	22.556677	26.968876	-3451.999268	-2944.613525	-3098.262451	-2954.394775	-3411.877686	-3944.717529	-4817.939453	-4943.251465	1.147626	1.147845	1.147712	1.148354	1.148502	1.148533	1.148128	1.148071	12.000000	3.000000	0.000000	50.000000	480.000000	27.000000	1.306190	1.114202	1.172341	1.117903	1.291009	1.492628	1.823044	1.870460
6634.039062	26.997961	22.528643	26.964437	-6121.218262	-3830.676025	-4737.704590	-5436.581055	-6180.624512	-7092.381836	-6848.150391	-5147.499512	1.146971	1.147758	1.147615	1.148179	1.148242	1.148214	1.146519	1.147960	12.000000	3.000000	0.000000	50.000000	480.000000	27.000000	2.316187	1.449476	1.792684	2.057129	2.338665	2.683662	2.591248	1.947745
6637.293945	27.005644	22.533138	26.960625	-7226.444824	-4902.522949	-5226.030273	-4841.746582	-4718.445801	-4715.130859	-4999.561035	-4561.761719	1.145889	1.147479	1.147298	1.148045	1.148135	1.148203	1.147840	1.148058	12.000000	3.000000	0.000000	50.000000	480.000000	27.000000	2.734390	1.855049	1.977460	1.832052	1.785396	1.784142	1.891767	1.726109
6640.544922	27.001963	22.542130	26.958937	-7955.402344	-6885.375977	-7503.162598	-7170.057617	-5664.719727	-6614.956055	-6705.520996	-3995.215576	1.144594	1.146486	1.145796	1.147378	1.148057	1.147271	1.146891	1.148103	12.000000	3.000000	0.000000	50.000000	480.000000	27.000000	3.010217	2.605334	2.839096	2.713053	2.143454	2.503010	2.537279	1.511736
6643.805176	27.007511	22.580904	26.956625	-6919.851562	-5944.596191	-6290.580566	-6158.342285	-5919.383301	-5468.311523	-5317.254883	-4319.895996	1.145912	1.146967	1.146986	1.147802	1.147979	1.148154	1.147769	1.148132	12.000000	3.000000	0.000000	50.000000	480.000000	27.000000	2.618379	2.249355	2.380271	2.330234	2.239815	2.069136	2.011978	1.634591
6647.062012	27.018660	22.602633	26.955437	-6224.425781	-4882.373535	-5558.003418	-5317.720703	-5079.163086	-5088.745605	-5203.841797	-4314.535156	1.146547	1.147480	1.147243	1.147932	1.147921	1.147803	1.147538	1.148065	12.000000	3.000000	0.000000	50.000000	480.000000	27.000000	2.355239	1.847425	2.103074	2.012154	1.921887	1.925513	1.969064	1.632562
6650.315918	27.037010	22.612061	26.954876	-6052.102539	-4654.519043	-5300.264648	-4992.750000	-4718.812988	-4541.212402	-4755.451172	-4016.833252	1.146611	1.147502	1.147251	1.147993	1.148128	1.148233	1.147893	1.148134	12.000000	3.000000	0.000000	50.000000	480.000000	27.000000	2.290034	1.761207	2.005549	1.889189	1.785535	1.718334	1.799399	1.519916
6653.570801	27.022181	22.620676	26.952749	-6182.953125	-4554.223145	-5248.326660	-5006.780273	-4753.331055	-4488.110352	-4552.043457	-3813.283936	1.146627	1.147614	1.147393	1.148057	1.148181	1.148244	1.147895	1.148143	12.000000	3.000000	0.000000	50.000000	480.000000	27.000000	2.339546	1.723257	1.985896	1.894498	1.798597	1.698241	1.722432	1.442895
6656.825195	27.013912	22.612373	26.952250	-5864.667480	-4210.935547	-4983.820801	-4852.678711	-4681.544434	-4497.324707	-4582.438965	-3828.836426	1.146795	1.147703	1.147411	1.148042	1.148181	1.148280	1.147967	1.148146	12.000000	3.000000	0.000000	50.000000	480.000000	27.000000	2.219111	1.593361	1.885811	1.836188	1.771433	1.701727	1.733933	1.448780
