T  (s),T1,T2,T3,CL1cBAK2,CL2polyAC,CL3cBAK2,CL4polyAC,CL5McBAK2,CL6polyAC,CL7cBAK2,CL8polyAC,Sum1,Sum2,Sum3,Sum4,Sum5,Sum6,Sum7,Sum8,Inj.,Val.,Vol.,Flow,Tim.,Setpoint,CP1,CP2,CP3,CP4,CP5,CP6,CP7,CP8
3119.875,26.984625,22.579155,26.945126,-3800.724365,-5280.882324,-4911.046875,-5036.914062,-5751.45752,-6075.293945,-4475.025391,1759.500366,1.164711,1.16464,1.164544,1.164945,1.16499,1.164625,1.164357,0.505536,6.0,3.0,0.0,50.0,480.0,27.0,1.438143,1.998215,1.858274,1.9059,2.176274,2.29881,1.693289,-0.665771
3123.129883,26.998816,22.58721,26.946188,-3817.015137,-5263.501465,-4871.70166,-4985.17041,-5703.517578,-6080.412598,-4475.725098,1754.173706,1.164714,1.16463,1.164567,1.164988,1.165038,1.164728,1.164328,0.50888,6.0,3.0,0.0,50.0,480.0,27.0,1.444307,1.991638,1.843386,1.886321,2.158134,2.300746,1.693554,-0.663756
3126.389893,27.001589,22.52989,26.945126,-3804.112305,-5253.023437,-4839.511719,-4917.470703,-5623.70166,-6071.441406,-4481.253906,1810.289185,1.164711,1.164651,1.164517,1.164976,1.16502,1.164745,1.164358,0.505614,6.0,3.0,0.0,50.0,480.0,27.0,1.439425,1.987674,1.831206,1.860705,2.127933,2.297352,1.695646,-0.684989
3129.64209,27.002283,22.54163,26.946312,-3807.891113,-5227.594238,-4791.277344,-4848.288086,-5558.405273,-6056.608398,-4486.11377,1805.167358,1.16467,1.164642,1.164551,1.164919,1.164954,1.164667,1.164283,0.505492,6.0,3.0,0.0,50.0,480.0,27.0,1.440855,1.978051,1.812955,1.834527,2.103226,2.291739,1.697485,-0.683051
3132.898926,27.017805,22.550371,26.944626,-3805.687988,-5227.40332,-4762.318848,-4808.530762,-5531.69873,-6031.384277,-4484.994141,1824.056885,1.164625,1.16462,1.164504,1.164924,1.164975,1.164678,1.164337,0.504879,6.0,3.0,0.0,50.0,480.0,27.0,1.440021,1.977979,1.801997,1.819483,2.093121,2.282195,1.697062,-0.690199
3136.156982,27.005964,22.562235,26.946938,-3799.29834,-5223.774902,-4702.223633,-4757.746582,-5477.902344,-6036.09082,-4478.677734,1834.091919,1.164669,1.164634,1.164524,1.164929,1.164971,1.164699,1.164266,0.503672,6.0,3.0,0.0,50.0,480.0,27.0,1.437603,1.976606,1.779258,1.800267,2.072765,2.283976,1.694672,-0.693996
3139.414062,27.009857,22.559862,26.945938,-3798.047607,-5211.219727,-4690.284668,-4705.666992,-5427.008301,-5998.877441,-4467.131348,1830.705322,1.164613,1.16458,1.164504,1.164914,1.164984,1.164763,1.164314,0.500957,6.0,3.0,0.0,50.0,480.0,27.0,1.43713,1.971855,1.774741,1.780561,2.053507,2.269895,1.690302,-0.692714
3142.666016,27.020313,22.526894,26.947124,-3810.003906,-5208.86377,-4650.875,-4669.685059,-5386.434082,-5983.209961,-4457.413086,1848.221558,1.164644,1.164603,1.164528,1.164974,1.165028,1.164752,1.164294,0.498566,6.0,3.0,0.0,50.0,480.0,27.0,1.441654,1.970964,1.759829,1.766946,2.038154,2.263966,1.686625,-0.699342
3145.917969,27.022181,22.497984,26.946751,-3793.942627,-5195.468262,-4598.353027,-4616.44043,-5335.819336,-5914.744141,-4468.566895,1907.997559,1.164686,1.164628,1.164533,1.164937,1.165022,1.164777,1.164324,0.495493,6.0,3.0,0.0,50.0,480.0,27.0,1.435577,1.965895,1.739955,1.746799,2.019002,2.23806,1.690846,-0.721961
3149.177979,27.020046,22.525957,26.948,-3784.696777,-5173.300781,-4600.182617,-4594.596191,-5318.788574,-5928.124512,-4443.900391,1871.477783,1.16468,1.164632,1.164579,1.164985,1.165021,1.164776,1.164306,0.495385,6.0,3.0,0.0,50.0,480.0,27.0,1.432078,1.957507,1.740647,1.738533,2.012558,2.243123,1.681512,-0.708142
3152.435059,27.031622,22.525457,26.947313,-3791.525146,-5160.671875,-4566.346191,-4585.672363,-5291.641602,-5907.462891,-4437.951172,1839.127808,1.164677,1.164603,1.164529,1.164959,1.164994,1.164777,1.164291,0.494941,6.0,3.0,0.0,50.0,480.0,27.0,1.434662,1.952729,1.727844,1.735157,2.002286,2.235305,1.679261,-0.695901
3155.694092,27.010445,22.518589,26.947624,-3778.148437,-5152.843262,-4546.12207,-4541.990723,-5271.342285,-5902.675781,-4421.441895,1889.355103,1.164675,1.164616,1.164541,1.164896,1.164972,1.164757,1.164264,0.493281,6.0,3.0,0.0,50.0,480.0,27.0,1.429601,1.949767,1.720191,1.718628,1.994605,2.233493,1.673014,-0.714907
3158.954102,27.020634,22.537884,26.945999,-3780.757568,-5158.971191,-4539.796387,-4510.095215,-5215.955078,-5890.791992,-4408.473633,1699.328857,1.164631,1.164588,1.164521,1.164968,1.165011,1.164827,1.164371,0.488219,6.0,3.0,0.0,50.0,480.0,27.0,1.430588,1.952085,1.717798,1.706559,1.973647,2.228997,1.668107,-0.643003
3162.208984,27.012472,22.544376,26.946812,-3798.522705,-5190.422852,-4495.609375,-4450.656738,-5149.874512,-5870.731445,-4436.111816,1883.334839,1.164684,1.164653,1.164554,1.164958,1.165016,1.164768,1.164347,0.494033,6.0,3.0,0.0,50.0,480.0,27.0,1.43731,1.963986,1.701078,1.684069,1.948643,2.221406,1.678565,-0.712629
3165.464111,27.008364,22.539194,26.94725,-3786.802246,-5165.287109,-4471.281738,-4393.070312,-5101.697266,-5852.280273,-4420.580078,1980.478882,1.164693,1.164655,1.164559,1.164987,1.16506,1.164862,1.164372,0.489809,6.0,3.0,0.0,50.0,480.0,27.0,1.432875,1.954475,1.691873,1.662279,1.930414,2.214424,1.672688,-0.749387
3168.715088,27.000576,22.540504,26.947624,-3788.64502,-5172.503418,-4450.168457,-4353.99707,-5085.303711,-5823.128418,-4426.123535,1886.668335,1.164694,1.164615,1.164534,1.164946,1.16502,1.164769,1.164286,0.491032,6.0,3.0,0.0,50.0,480.0,27.0,1.433572,1.957206,1.683884,1.647494,1.924211,2.203393,1.674786,-0.71389
3171.968994,27.003029,22.507288,26.947437,-3768.926514,-5149.496582,-4408.70459,-4342.79541,-5068.798828,-5786.500488,-4411.563965,1923.316772,1.164635,1.164626,1.164564,1.165008,1.165088,1.164847,1.164321,0.491362,6.0,3.0,0.0,50.0,480.0,27.0,1.426111,1.9485,1.668195,1.643255,1.917965,2.189534,1.669276,-0.727757
3175.230957,27.001215,22.471323,26.947687,-3781.382324,-5089.576172,-4412.665527,-4327.597168,-5040.504395,-5798.969238,-4374.949707,1927.102417,1.164765,1.164608,1.164599,1.164989,1.165066,1.16483,1.164399,0.487691,6.0,3.0,0.0,50.0,480.0,27.0,1.430824,1.925827,1.669693,1.637505,1.907259,2.194252,1.655422,-0.72919
3178.48999,27.004629,22.488682,26.948313,-3776.412109,-5115.616211,-4400.354492,-4328.339355,-5034.213867,-5740.672363,-4378.297363,1936.395874,1.164702,1.164637,1.16459,1.165007,1.165068,1.164851,1.164362,0.489211,6.0,3.0,0.0,50.0,480.0,27.0,1.428944,1.93568,1.665035,1.637785,1.904879,2.172193,1.656689,-0.732706
3181.74707,27.00079,22.507101,26.948187,-3757.164307,-5109.241211,-4346.970215,-4296.012207,-5019.790039,-5753.150391,-4336.845215,1936.979492,1.164705,1.164654,1.164603,1.165001,1.165074,1.16485,1.164347,0.48753,6.0,3.0,0.0,50.0,480.0,27.0,1.42166,1.933268,1.644835,1.625553,1.899421,2.176915,1.641004,-0.732927
3185.000977,27.005377,22.538008,26.949249,-3743.815918,-5104.92627,-4397.834961,-4246.742187,-4999.05127,-5725.626953,-4349.967285,1957.158081,1.164628,1.164611,1.164531,1.164963,1.165052,1.164811,1.16433,0.485684,6.0,3.0,0.0,50.0,480.0,27.0,1.41661,1.931635,1.664082,1.60691,1.891574,2.1665,1.645969,-0.740562
3188.256104,27.00223,22.529703,26.948376,-3743.406006,-5092.024414,-4332.568359,-4227.268555,-4935.749023,-5702.160645,-4326.226562,1934.788086,1.16466,1.164655,1.16457,1.165027,1.165037,1.164872,1.164387,0.484406,6.0,3.0,0.0,50.0,480.0,27.0,1.416454,1.926754,1.639386,1.599542,1.867621,2.157621,1.636986,-0.732098
3191.512939,26.976624,22.522711,26.946375,-3738.821289,-5070.937988,-4308.724609,-4230.296387,-4951.12207,-5673.544922,-4346.719727,1995.203979,1.164669,1.164656,1.164615,1.165009,1.16506,1.164865,1.164364,0.48419,6.0,3.0,0.0,50.0,480.0,27.0,1.41472,1.918775,1.630363,1.600687,1.873438,2.146793,1.64474,-0.754958
3194.769043,26.982599,22.530703,26.948687,-3723.598633,-5051.130859,-4305.72168,-4231.098145,-4928.163086,-5650.060059,-4305.334473,1975.568237,1.164758,1.164729,1.164629,1.165052,1.165122,1.164904,1.16439,0.484216,6.0,3.0,0.0,50.0,480.0,27.0,1.40896,1.91128,1.629227,1.600991,1.864751,2.137907,1.629081,-0.747528
3198.025879,26.965261,22.546625,26.949438,-3714.616943,-5040.98291,-4297.575195,-4233.465332,-4952.616699,-5659.015625,-4268.664551,1972.619019,1.16472,1.16468,1.164581,1.16504,1.165088,1.164897,1.164431,0.481473,6.0,3.0,0.0,50.0,480.0,27.0,1.405561,1.90744,1.626145,1.601887,1.874004,2.141295,1.615205,-0.746413
3201.287109,26.968302,22.546562,26.947874,-3695.38501,-5048.737793,-4309.474121,-4241.855469,-4973.919922,-5667.318848,-4248.584961,2034.585571,1.164765,1.164729,1.164651,1.165074,1.165128,1.16492,1.164452,0.480941,6.0,3.0,0.0,50.0,480.0,27.0,1.398284,1.910374,1.630647,1.605061,1.882064,2.144437,1.607607,-0.76986
3204.550049,26.979132,22.538258,26.948812,-3712.677246,-5054.1875,-4326.19043,-4202.318359,-4930.617676,-5651.056641,-4269.304199,1945.054932,1.164785,1.164715,1.164649,1.165085,1.165107,1.164921,1.16445,0.48012,6.0,3.0,0.0,50.0,480.0,27.0,1.404827,1.912437,1.636972,1.590101,1.86568,2.138284,1.615447,-0.735983
3207.806885,26.973156,22.549809,26.946375,-3706.459473,-5047.302246,-4316.353516,-4147.436523,-4874.15918,-5617.150391,-4265.199707,1997.956665,1.16479,1.164753,1.164657,1.165077,1.165089,1.1649,1.164426,0.481155,6.0,3.0,0.0,50.0,480.0,27.0,1.402475,1.909831,1.63325,1.569334,1.844316,2.125454,1.613894,-0.756
3211.062988,26.977957,22.495487,26.947563,-3707.611816,-5048.416504,-4281.174805,-4124.611816,-4856.761719,-5608.424316,-4243.869141,1977.559937,1.164788,1.164739,1.164682,1.165109,1.165197,1.164972,1.164509,0.47917,6.0,3.0,0.0,50.0,480.0,27.0,1.40291,1.910253,1.619939,1.560698,1.837733,2.122152,1.605823,-0.748282
3214.322998,26.969475,22.436607,26.948687,-3694.209717,-5044.598145,-4268.131348,-4105.942871,-4836.494141,-5588.463867,-4197.947266,2028.976685,1.164827,1.164764,1.164688,1.165102,1.165167,1.164964,1.164453,0.478636,6.0,3.0,0.0,50.0,480.0,27.0,1.397839,1.908808,1.615003,1.553634,1.830064,2.1146,1.588447,-0.767738
3217.580078,26.961367,22.430676,26.948437,-3694.909668,-5035.508789,-4259.381348,-4092.736084,-4811.599121,-5575.174805,-4216.919434,2019.08667,1.164807,1.164745,1.164655,1.165079,1.165171,1.164993,1.164499,0.479503,6.0,3.0,0.0,50.0,480.0,27.0,1.398104,1.905369,1.611693,1.548636,1.820644,2.109571,1.595626,-0.763995
3220.839111,26.982492,22.486433,26.947813,-3700.33374,-5025.594727,-4251.157227,-4106.717773,-4797.950684,-5558.282227,-4172.167969,2005.303711,1.164809,1.16472,1.164646,1.165062,1.165143,1.164938,1.164497,0.476452,6.0,3.0,0.0,50.0,480.0,27.0,1.400157,1.901618,1.608581,1.553927,1.81548,2.103179,1.578692,-0.75878
3224.095947,26.979185,22.485683,26.949812,-3685.030029,-5028.801758,-4243.87793,-4092.996338,-4821.109375,-5539.770996,-4190.116211,2011.706787,1.164787,1.164755,1.164673,1.1651,1.165107,1.164917,1.164432,0.475573,6.0,3.0,0.0,50.0,480.0,27.0,1.394366,1.902831,1.605826,1.548735,1.824243,2.096175,1.585484,-0.761203
3227.353027,26.97817,22.497047,26.949438,-3692.29834,-5009.738281,-4242.262695,-4068.344971,-4793.422363,-5518.782227,-4169.494141,1987.886597,1.164754,1.164755,1.164651,1.165075,1.165137,1.164948,1.164476,0.477647,6.0,3.0,0.0,50.0,480.0,27.0,1.397116,1.895618,1.605215,1.539407,1.813767,2.088233,1.577681,-0.75219
3230.605957,26.979185,22.497234,26.950188,-3694.690918,-4993.603027,-4236.098633,-4057.391602,-4772.892578,-5484.14502,-4178.349609,2036.853149,1.164829,1.1648,1.16469,1.165093,1.165155,1.164931,1.164468,0.475382,6.0,3.0,0.0,50.0,480.0,27.0,1.398021,1.889512,1.602883,1.535262,1.805998,2.075127,1.581031,-0.770718
3233.86499,26.994814,22.495237,26.949499,-3672.281006,-4978.984375,-4197.393066,-4040.780518,-4746.556641,-5475.673828,-4162.583496,2025.18335,1.164769,1.164737,1.164648,1.165058,1.165137,1.164948,1.16445,0.473445,6.0,3.0,0.0,50.0,480.0,27.0,1.389542,1.883981,1.588237,1.528977,1.796033,2.071921,1.575066,-0.766302
3237.124023,26.986013,22.471636,26.949438,-3662.966797,-4957.42334,-4186.807617,-4031.876953,-4754.087402,-5460.51123,-4166.821289,2018.134033,1.164783,1.164742,1.164663,1.165088,1.16516,1.164955,1.164457,0.471359,6.0,3.0,0.0,50.0,480.0,27.0,1.386017,1.875822,1.584232,1.525608,1.798883,2.066184,1.576669,-0.763635
3240.379883,27.003029,22.468264,26.94825,-3665.230957,-4937.440918,-4184.424316,-4050.095459,-4786.064941,-5463.480957,-4120.899902,2081.171387,1.164784,1.164756,1.164692,1.165111,1.165151,1.164969,1.164495,0.4647,6.0,3.0,0.0,50.0,480.0,27.0,1.386874,1.868261,1.58333,1.532502,1.810983,2.067308,1.559293,-0.787487
3243.639893,26.989799,22.495924,26.949875,-3662.613281,-4948.192383,-4211.109375,-4097.660645,-4837.702148,-5455.813477,-4094.297119,2042.553833,1.164767,1.164708,1.164616,1.165037,1.165106,1.164907,1.164477,0.470955,6.0,3.0,0.0,50.0,480.0,27.0,1.385884,1.87233,1.593427,1.5505,1.830522,2.064406,1.549227,-0.772875
3246.893066,26.979824,22.507038,26.945688,-3654.206787,-4952.391602,-4235.164062,-4113.985352,-4861.959961,-5442.385254,-4072.132812,2089.067139,1.164825,1.164779,1.164699,1.165131,1.165171,1.164946,1.164472,0.467499,6.0,3.0,0.0,50.0,480.0,27.0,1.382703,1.873919,1.602529,1.556677,1.8397,2.059325,1.54084,-0.790475
3250.156982,26.974277,22.498734,26.949188,-3642.778564,-4946.544434,-4252.823242,-4104.125488,-4841.492676,-5423.824219,-4068.548828,2060.424072,1.164793,1.164746,1.164647,1.165065,1.165114,1.164938,1.164421,0.471886,6.0,3.0,0.0,50.0,480.0,27.0,1.378378,1.871706,1.609211,1.552946,1.831956,2.052302,1.539484,-0.779637
3253.408936,27.006176,22.508661,26.948687,-3636.619385,-4931.680176,-4215.336426,-4064.772217,-4817.177246,-5395.246094,-4051.011475,2075.377441,1.164767,1.164738,1.164635,1.16504,1.165102,1.164957,1.164482,0.469354,6.0,3.0,0.0,50.0,480.0,27.0,1.376048,1.866081,1.595027,1.538055,1.822755,2.041489,1.532848,-0.785295
3256.658936,26.989532,22.523272,26.95125,-3634.965332,-4921.804199,-4203.509277,-4030.158447,-4804.052734,-5372.124512,-4047.359131,2066.534668,1.164739,1.164722,1.164621,1.165059,1.165096,1.164927,1.164461,0.470137,6.0,3.0,0.0,50.0,480.0,27.0,1.375422,1.862345,1.590551,1.524958,1.817789,2.03274,1.531466,-0.781949
3259.916016,26.979984,22.537571,26.948563,-3627.213867,-4907.186035,-4176.068848,-4062.357666,-4805.10498,-5358.811035,-4029.822266,2080.238525,1.164791,1.164708,1.164611,1.165065,1.165145,1.164976,1.164505,0.468809,6.0,3.0,0.0,50.0,480.0,27.0,1.372489,1.856813,1.580168,1.537142,1.818187,2.027702,1.524831,-0.787134
3263.174072,26.988039,22.535322,26.949688,-3632.002197,-4918.800293,-4203.177246,-4098.074219,-4856.027344,-5346.270508,-4021.544434,2109.086914,1.164794,1.164747,1.164706,1.165119,1.16515,1.164973,1.164543,0.468252,6.0,3.0,0.0,50.0,480.0,27.0,1.374301,1.861208,1.590426,1.550656,1.837456,2.022957,1.521698,-0.79805
3266.425049,26.990601,22.551994,26.950375,-3623.602051,-4892.889648,-4216.937988,-4112.089355,-4864.727051,-5328.480957,-3992.249756,2083.677979,1.1648,1.164781,1.164681,1.165088,1.165104,1.165003,1.164558,0.466099,6.0,3.0,0.0,50.0,480.0,27.0,1.371122,1.851404,1.595633,1.555959,1.840747,2.016226,1.510614,-0.788436
3269.677979,27.005537,22.534136,26.948313,-3646.048828,-4880.733887,-4216.599609,-4148.481445,-4912.842773,-5302.391113,-3957.46875,2079.922852,1.164803,1.164789,1.164706,1.165077,1.165154,1.164985,1.164548,0.464961,6.0,3.0,0.0,50.0,480.0,27.0,1.379616,1.846804,1.595505,1.56973,1.858954,2.006354,1.497453,-0.787015
3272.927979,26.99188,22.543003,26.950375,-3610.780273,-4890.423828,-4233.730957,-4180.042969,-4949.539062,-5284.711426,-3949.62793,2113.122559,1.164769,1.164741,1.164669,1.165067,1.165119,1.164968,1.164503,0.464491,6.0,3.0,0.0,50.0,480.0,27.0,1.366271,1.850471,1.601987,1.581672,1.872839,1.999664,1.494486,-0.799577
3276.187012,26.976463,22.537384,26.948563,-3594.759277,-4885.571777,-4246.435547,-4173.134277,-4926.243652,-5254.592285,-3958.083984,2099.210205,1.164836,1.164804,1.164685,1.165071,1.165117,1.165015,1.16453,0.464257,6.0,3.0,0.0,50.0,480.0,27.0,1.360209,1.848635,1.606794,1.579058,1.864024,1.988267,1.497686,-0.794313
3279.441895,26.977051,22.537821,26.948,-3568.691895,-4846.741211,-4201.366699,-4134.447754,-4891.123047,-5248.199219,-3939.031982,2091.029541,1.164798,1.164755,1.164686,1.165093,1.16515,1.165034,1.164581,0.465123,6.0,3.0,0.0,50.0,480.0,27.0,1.350345,1.833942,1.589741,1.564419,1.850735,1.985848,1.490477,-0.791217
3282.697021,26.984785,22.547062,26.950813,-3590.463623,-4853.844238,-4199.297363,-4152.77832,-4887.603516,-5224.45752,-3907.975342,2084.852539,1.164889,1.164867,1.164732,1.165128,1.165141,1.165029,1.164573,0.461971,6.0,3.0,0.0,50.0,480.0,27.0,1.358583,1.836629,1.588958,1.571355,1.849404,1.976864,1.478725,-0.78888
3285.949951,26.983238,22.550182,26.951563,-3605.839844,-4860.040039,-4231.069336,-4215.485352,-5023.474121,-5204.490723,-3874.812012,2113.34668,1.164851,1.164801,1.164717,1.165089,1.165125,1.165006,1.164494,0.459826,6.0,3.0,0.0,50.0,480.0,27.0,1.364401,1.838974,1.60098,1.595083,1.900815,1.969309,1.466177,-0.799662
3289.205078,26.962061,22.551432,26.949625,-3575.315186,-4845.967285,-4244.223633,-4279.169922,-5051.82373,-5167.780273,-3855.349854,2133.853027,1.164794,1.164762,1.164667,1.16506,1.165109,1.16497,1.164513,0.462301,6.0,3.0,0.0,50.0,480.0,27.0,1.352851,1.833649,1.605957,1.61918,1.911542,1.955419,1.458812,-0.807421
3292.459961,26.969849,22.562359,26.948938,-3576.214111,-4841.96875,-4269.535156,-4327.26709,-5080.115723,-5121.310547,-3816.922852,2128.44751,1.164771,1.164756,1.164657,1.165091,1.165109,1.164999,1.164497,0.460932,6.0,3.0,0.0,50.0,480.0,27.0,1.353191,1.832136,1.615535,1.63738,1.922248,1.937835,1.444272,-0.805376
3295.712891,26.980198,22.544127,26.950624,-3576.982666,-4835.282227,-4286.249023,-4385.780762,-5151.195312,-5057.40332,-3789.502197,2137.536377,1.164772,1.164737,1.164646,1.16504,1.165087,1.164991,1.164503,0.456852,6.0,3.0,0.0,50.0,480.0,27.0,1.353482,1.829606,1.621859,1.659521,1.949143,1.913653,1.433897,-0.808815
3298.966064,26.981745,22.561796,26.95175,-3575.490967,-4816.732422,-4302.350586,-4433.998535,-5144.65625,-5018.251953,-3747.249023,2142.908447,1.164718,1.164696,1.164609,1.164998,1.165061,1.164968,1.164479,0.45711,6.0,3.0,0.0,50.0,480.0,27.0,1.352918,1.822587,1.627952,1.677765,1.946669,1.898839,1.417909,-0.810848
3302.218994,26.971769,22.540318,26.949062,-3558.934326,-4798.453613,-4270.452637,-4440.45752,-5132.831543,-4999.051758,-3772.184326,2130.848145,1.164738,1.164723,1.164615,1.165005,1.165046,1.164974,1.16449,0.457557,6.0,3.0,0.0,50.0,480.0,27.0,1.346653,1.81567,1.615882,1.68021,1.942194,1.891574,1.427344,-0.806284
3305.468994,26.95726,22.541754,26.950188,-3533.68457,-4771.544434,-4249.902832,-4421.072266,-5124.907715,-4971.432129,-3746.556885,2153.146484,1.164798,1.164768,1.164641,1.165041,1.165107,1.164989,1.164508,0.454699,6.0,3.0,0.0,50.0,480.0,27.0,1.337099,1.805488,1.608106,1.672874,1.939196,1.881123,1.417647,-0.814722
3308.7229,26.941309,22.545189,26.949312,-3548.170166,-4768.060547,-4264.25,-4399.523926,-5120.54834,-4961.362305,-3733.433594,2145.727295,1.16481,1.164792,1.16467,1.165061,1.165122,1.165058,1.164586,0.454583,6.0,3.0,0.0,50.0,480.0,27.0,1.34258,1.80417,1.613535,1.664721,1.937547,1.877313,1.412681,-0.811914
3311.977051,26.967503,22.56673,26.948999,-3537.232178,-4757.017578,-4256.842285,-4437.729492,-5120.216797,-4914.099121,-3716.10498,2138.548828,1.164807,1.164781,1.164673,1.165024,1.165088,1.165029,1.164537,0.451271,6.0,3.0,0.0,50.0,480.0,27.0,1.338441,1.799992,1.610732,1.679177,1.937421,1.859429,1.406124,-0.809198
3315.228027,26.974117,22.565418,26.950188,-3536.003418,-4762.556152,-4263.843262,-4481.656738,-5124.054687,-4836.186523,-3652.281006,2153.416016,1.164823,1.164799,1.164705,1.165063,1.165118,1.165067,1.164562,0.452155,6.0,3.0,0.0,50.0,480.0,27.0,1.337976,1.802087,1.613381,1.695799,1.938873,1.829948,1.381974,-0.814824
3318.480957,26.984093,22.567478,26.953062,-3520.974365,-4708.625,-4213.57959,-4479.977539,-5096.88916,-4825.493164,-3661.536377,2156.813721,1.164798,1.164799,1.164683,1.165069,1.165113,1.165048,1.164559,0.451205,6.0,3.0,0.0,50.0,480.0,27.0,1.332289,1.78168,1.594362,1.695163,1.928594,1.825902,1.385476,-0.816109
3321.735107,26.991028,22.575722,26.950874,-3491.535645,-4680.151367,-4196.397949,-4448.259766,-5081.364746,-4810.753906,-3649.311279,2167.224121,1.164813,1.164814,1.164686,1.165091,1.165129,1.165044,1.164555,0.450285,6.0,3.0,0.0,50.0,480.0,27.0,1.32115,1.770906,1.587861,1.683162,1.92272,1.820325,1.38085,-0.820048
3324.98999,26.995829,22.585211,26.952375,-3484.714844,-4686.575684,-4209.785156,-4421.609863,-5060.181152,-4798.485352,-3642.186768,2176.706055,1.164819,1.164804,1.164702,1.165059,1.165117,1.16509,1.164621,0.449938,6.0,3.0,0.0,50.0,480.0,27.0,1.318569,1.773337,1.592926,1.673078,1.914705,1.815682,1.378155,-0.823636
3328.241943,27.001162,22.575033,26.951063,-3497.974121,-4671.66748,-4181.23584,-4429.924316,-5044.055664,-4767.480469,-3633.157715,2165.979492,1.164904,1.164902,1.164775,1.165125,1.165143,1.165108,1.164596,0.448683,6.0,3.0,0.0,50.0,480.0,27.0,1.323586,1.767696,1.582124,1.676224,1.908603,1.803951,1.374738,-0.819578
3331.495117,26.995562,22.571226,26.952063,-3494.786621,-4665.637695,-4173.916504,-4438.90332,-5036.265625,-4740.750488,-3607.850098,2145.314453,1.164814,1.164794,1.164713,1.165082,1.165149,1.165099,1.164596,0.447163,6.0,3.0,0.0,50.0,480.0,27.0,1.32238,1.765415,1.579354,1.679621,1.905655,1.793836,1.365162,-0.811758
3334.751953,26.985373,22.547123,26.950563,-3492.0271,-4648.621094,-4147.641113,-4408.591309,-5004.082031,-4725.897461,-3851.120361,1996.472168,1.164892,1.164862,1.164735,1.165138,1.165183,1.165115,1.164585,0.478027,6.0,3.0,0.0,50.0,480.0,27.0,1.321336,1.758976,1.569412,1.668152,1.893477,1.788216,1.457212,-0.755438
3338.006104,27.003242,22.537134,26.949499,-3347.971191,-4420.580566,-3821.421387,-4048.669189,-4323.687988,-4595.784668,-3647.797852,2154.100342,1.164854,1.164853,1.164745,1.16512,1.165219,1.165076,1.164579,0.447695,6.0,3.0,0.0,50.0,480.0,27.0,1.266827,1.672688,1.445975,1.531962,1.636025,1.738983,1.380278,-0.815083
3341.258057,27.010498,22.563171,26.951876,-3495.090088,-4768.653809,-3969.403809,-4352.372559,-5015.958496,-4678.404297,-3616.297119,2177.841553,1.164817,1.164811,1.164693,1.165102,1.16515,1.16508,1.164553,0.444651,6.0,3.0,0.0,50.0,480.0,27.0,1.322495,1.804395,1.501969,1.646879,1.897971,1.770245,1.368358,-0.824066
3344.508057,26.999296,22.564358,26.95175,-3506.291504,-4632.351074,-4084.196533,-4381.836914,-4980.397461,-4654.062988,-3564.763428,2197.033936,1.164829,1.164812,1.164681,1.165101,1.165148,1.165098,1.164584,0.44581,6.0,3.0,0.0,50.0,480.0,27.0,1.326734,1.752819,1.545405,1.658028,1.884515,1.761035,1.348859,-0.831328
3347.760986,27.000149,22.546625,26.952,-3427.190674,-4583.461914,-4046.420898,-4395.291016,-4964.924805,-4641.161133,-3573.354004,2156.894287,1.164839,1.164821,1.164731,1.165119,1.165177,1.165114,1.164581,0.445374,6.0,3.0,0.0,50.0,480.0,27.0,1.296803,1.73432,1.531111,1.663119,1.878661,1.756153,1.352109,-0.81614
3351.011963,26.999136,22.541254,26.952749,-3445.286133,-4591.608887,-4110.974121,-4339.745605,-4775.48291,-4310.800293,-3441.621338,2156.654053,1.164765,1.164753,1.164659,1.164997,1.16516,1.165139,1.164586,0.437376,6.0,3.0,0.0,50.0,480.0,27.0,1.30365,1.737403,1.555537,1.642101,1.806979,1.631149,1.302263,-0.816049
3354.263916,27.00799,22.528017,26.9505,-3432.99585,-4349.782715,-3851.048828,-4221.155762,-4787.812012,-4548.032227,-3540.398193,2151.789551,1.164857,1.164867,1.164763,1.165155,1.165206,1.165139,1.164569,0.444323,6.0,3.0,0.0,50.0,480.0,27.0,1.299,1.645899,1.457185,1.597229,1.811644,1.720914,1.339639,-0.814208
3357.516113,27.007244,22.531076,26.9515,-3377.789062,-4452.424316,-3972.585937,-4313.833496,-4866.151367,-4588.995605,-3535.68042,2177.260254,1.16478,1.164775,1.164685,1.165042,1.165119,1.165082,1.164569,0.442376,6.0,3.0,0.0,50.0,480.0,27.0,1.27811,1.684737,1.503173,1.632297,1.841286,1.736414,1.337854,-0.823846
3360.768066,27.017433,22.526831,26.952,-3462.422852,-4555.340332,-3990.205322,-4243.634766,-4833.319336,-4534.976562,-3493.096924,2148.383057,1.164792,1.164795,1.16465,1.165053,1.165085,1.165034,1.164518,0.441466,6.0,3.0,0.0,50.0,480.0,27.0,1.310134,1.72368,1.50984,1.605734,1.828863,1.715974,1.321741,-0.812919
3364.021973,27.027941,22.536009,26.951813,-3439.772949,-4532.97168,-3962.746582,-4234.313477,-4814.902344,-4533.678711,-3507.498291,2166.753662,1.164786,1.164755,1.164698,1.165087,1.165108,1.165071,1.164545,0.4409,6.0,3.0,0.0,50.0,480.0,27.0,1.301564,1.715216,1.49945,1.602207,1.821894,1.715483,1.32719,-0.81987
