T  (s),T1,T2,T3,CL1cBAK2,CL2polyAC,CL3cBAK2,CL4polyAC,CL5McBAK2,CL6polyAC,CL7cBAK2,CL8polyAC,Sum1,Sum2,Sum3,Sum4,Sum5,Sum6,Sum7,Sum8,Inj.,Val.,Vol.,Flow,Tim.,Setpoint,CP1,CP2,CP3,CP4,CP5,CP6,CP7,CP8
7857.199219,26.972889,22.506725,26.96225,-1806.239258,-2740.00708,-2011.153564,-1925.419556,-2770.835693,-1052.591431,-1706.955566,2472.177734,1.165228,1.165293,1.165152,1.16553,1.165646,1.165247,1.164844,0.503493,14.0,2.0,0.0,50.0,600.0,27.0,0.683457,1.036782,0.760993,0.728553,1.048447,0.398286,0.645889,-0.935439
7860.451172,26.9603,22.506912,26.963625,-1806.637939,-2741.412598,-2010.659058,-1925.836182,-2771.091064,-1052.687134,-1708.602417,2473.388916,1.1652,1.165281,1.165138,1.16556,1.165653,1.165247,1.164862,0.503482,14.0,2.0,0.0,50.0,600.0,27.0,0.683608,1.037314,0.760806,0.728711,1.048544,0.398323,0.646512,-0.935897
7863.701172,26.97225,22.511971,26.963438,-1806.747559,-2740.793457,-2011.166504,-1926.387329,-2771.59668,-1053.026367,-1710.430054,2473.111572,1.165227,1.165287,1.16511,1.165535,1.165618,1.165211,1.164812,0.503554,14.0,2.0,0.0,50.0,600.0,27.0,0.683649,1.037079,0.760998,0.728919,1.048735,0.398451,0.647204,-0.935792
7866.954102,26.964195,22.513283,26.963751,-1807.215454,-2741.110596,-2010.848999,-1926.630493,-2771.765137,-1053.462158,-1710.960327,2473.560059,1.165174,1.165266,1.165144,1.165543,1.165663,1.165276,1.164853,0.503531,14.0,2.0,0.0,50.0,600.0,27.0,0.683826,1.037199,0.760878,0.729011,1.048799,0.398616,0.647404,-0.935962
7870.206055,26.977264,22.490616,26.964437,-1807.605103,-2741.408203,-2011.277222,-1926.89978,-2771.951172,-1052.146973,-1709.195679,2474.494385,1.165211,1.165285,1.165153,1.16552,1.16563,1.165263,1.164829,0.503467,14.0,2.0,0.0,50.0,600.0,27.0,0.683973,1.037312,0.76104,0.729113,1.048869,0.398118,0.646737,-0.936315
7873.456055,26.978758,22.457836,26.962437,-1807.455322,-2741.19458,-2011.547852,-1926.783203,-2771.847168,-1052.279297,-1711.764893,2474.802734,1.16521,1.16529,1.165125,1.165567,1.165651,1.165257,1.164844,0.503493,14.0,2.0,0.0,50.0,600.0,27.0,0.683917,1.037231,0.761143,0.729069,1.04883,0.398168,0.647709,-0.936432
7876.707031,26.982279,22.485247,26.963688,-1807.803955,-2741.83252,-2011.47876,-1927.305786,-2771.929199,-1051.730835,-1708.419067,2475.196289,1.16524,1.165311,1.165172,1.165569,1.1657,1.165298,1.164878,0.503552,14.0,2.0,0.0,50.0,600.0,27.0,0.684049,1.037473,0.761117,0.729267,1.048861,0.397961,0.646443,-0.936581
7879.959961,26.987879,22.503042,26.964687,-1808.058716,-2741.853516,-2011.592773,-1927.601807,-2772.639404,-1052.227661,-1711.583374,2475.676758,1.16526,1.165275,1.165141,1.165565,1.16567,1.165264,1.164834,0.503447,14.0,2.0,0.0,50.0,600.0,27.0,0.684145,1.037481,0.76116,0.729379,1.049129,0.398149,0.64764,-0.936763
7883.211914,26.99284,22.507975,26.960688,-1808.48645,-2741.794189,-2011.147095,-1927.69043,-2772.670654,-1052.004028,-1710.98877,2475.864746,1.165217,1.165286,1.16514,1.165539,1.165646,1.16523,1.164839,0.503487,14.0,2.0,0.0,50.0,600.0,27.0,0.684307,1.037458,0.760991,0.729412,1.049141,0.398064,0.647415,-0.936834
7886.473145,27.00799,22.517653,26.962626,-1808.832031,-2742.226807,-2011.620361,-1927.624512,-2772.529297,-1051.384033,-1710.402222,2477.009766,1.165184,1.165265,1.165133,1.165558,1.165655,1.165246,1.16484,0.503526,14.0,2.0,0.0,50.0,600.0,27.0,0.684438,1.037622,0.76117,0.729387,1.049088,0.39783,0.647193,-0.937267
7889.723145,27.014605,22.490929,26.963751,-1808.83374,-2742.749023,-2012.286743,-1928.344604,-2773.086914,-1051.940186,-1711.838623,2475.39209,1.165198,1.165298,1.165139,1.165511,1.165606,1.165233,1.16483,0.5034,14.0,2.0,0.0,50.0,600.0,27.0,0.684438,1.037819,0.761422,0.72966,1.049299,0.39804,0.647737,-0.936655
7892.975098,27.023781,22.502417,26.96475,-1809.125244,-2742.991211,-2011.758301,-1928.735718,-2773.125,-1052.523315,-1712.522339,2475.274658,1.165208,1.165279,1.165141,1.165535,1.165625,1.16524,1.164817,0.503526,14.0,2.0,0.0,50.0,600.0,27.0,0.684549,1.037911,0.761222,0.729808,1.049313,0.398261,0.647995,-0.936611
7896.227051,27.013805,22.506102,26.962376,-1809.712769,-2743.749512,-2012.428467,-1929.367187,-2774.049805,-1052.557861,-1712.016235,2474.817627,1.165206,1.165279,1.165104,1.165523,1.16561,1.165234,1.164803,0.503666,14.0,2.0,0.0,50.0,600.0,27.0,0.684771,1.038198,0.761476,0.730047,1.049663,0.398274,0.647804,-0.936438
7899.478027,27.002069,22.494425,26.963375,-1810.098511,-2744.312256,-2012.942871,-1929.852295,-2774.150879,-1052.006592,-1711.90332,2474.711182,1.165186,1.165261,1.16511,1.165512,1.165603,1.165197,1.16482,0.503717,14.0,2.0,0.0,50.0,600.0,27.0,0.684917,1.038411,0.761671,0.73023,1.049701,0.398065,0.647761,-0.936397
7902.72998,26.984732,22.494862,26.963875,-1810.00769,-2744.356201,-2013.394043,-1930.043579,-2774.372803,-1051.61438,-1713.302612,2474.732422,1.165191,1.165286,1.165135,1.16553,1.165636,1.165248,1.16484,0.503665,14.0,2.0,0.0,50.0,600.0,27.0,0.684883,1.038427,0.761841,0.730303,1.049785,0.397917,0.648291,-0.936406
7905.981934,26.988787,22.510847,26.962749,-1810.253174,-2744.41748,-2013.800781,-1929.339233,-2774.052002,-1050.690796,-1712.955322,2474.04541,1.165217,1.165309,1.165157,1.165564,1.165676,1.165269,1.16485,0.503782,14.0,2.0,0.0,50.0,600.0,27.0,0.684975,1.038451,0.761995,0.730036,1.049664,0.397567,0.648159,-0.936146
7909.23877,26.999935,22.49786,26.963438,-1810.671875,-2744.66626,-2013.34729,-1929.772095,-2774.391113,-1051.47876,-1714.254883,2474.567383,1.165262,1.165338,1.16519,1.165586,1.165696,1.165307,1.164877,0.503841,14.0,2.0,0.0,50.0,600.0,27.0,0.685134,1.038545,0.761824,0.7302,1.049792,0.397865,0.648651,-0.936343
7912.5,27.00783,22.466015,26.9615,-1810.893188,-2744.915039,-2013.843384,-1930.498901,-2774.578613,-1051.200439,-1713.542847,2473.935547,1.16526,1.165326,1.165169,1.165569,1.165697,1.165294,1.164898,0.503824,14.0,2.0,0.0,50.0,600.0,27.0,0.685218,1.038639,0.762011,0.730475,1.049863,0.39776,0.648382,-0.936104
7915.754883,27.018072,22.466015,26.962626,-1811.54187,-2745.552979,-2014.314697,-1930.864258,-2775.189209,-1051.129517,-1712.96936,2472.850342,1.165272,1.165336,1.165138,1.165532,1.165652,1.165252,1.164847,0.504004,14.0,2.0,0.0,50.0,600.0,27.0,0.685463,1.03888,0.76219,0.730613,1.050094,0.397733,0.648165,-0.935693
7919.008789,27.038931,22.423182,26.962063,-1811.75,-2745.456055,-2013.50708,-1930.738403,-2775.087158,-1050.452026,-1715.239014,2472.968994,1.165226,1.165292,1.165139,1.165545,1.165635,1.165235,1.164838,0.504242,14.0,2.0,0.0,50.0,600.0,27.0,0.685542,1.038844,0.761884,0.730565,1.050056,0.397477,0.649023,-0.935738
7922.271973,27.032795,22.416126,26.962812,-1811.78418,-2745.987305,-2013.50293,-1931.449585,-2776.009521,-1050.428711,-1713.633057,2472.397217,1.165228,1.165305,1.165153,1.165524,1.165636,1.165245,1.164808,0.504288,14.0,2.0,0.0,50.0,600.0,27.0,0.685555,1.039045,0.761882,0.730835,1.050405,0.397468,0.648416,-0.935522
7925.528809,27.000629,22.434608,26.964251,-1812.080078,-2745.868408,-2014.134888,-1931.282837,-2775.531738,-1049.341309,-1713.412598,2473.279541,1.165208,1.165291,1.165117,1.165524,1.16563,1.165243,1.164857,0.504443,14.0,2.0,0.0,50.0,600.0,27.0,0.685667,1.039,0.762122,0.730771,1.050224,0.397057,0.648332,-0.935856
7928.78418,26.992254,22.447409,26.963751,-1811.989868,-2745.803711,-2014.648315,-1931.350464,-2775.830566,-1049.286133,-1715.144653,2472.937256,1.16519,1.165247,1.165091,1.165529,1.165633,1.165248,1.164837,0.504466,14.0,2.0,0.0,50.0,600.0,27.0,0.685633,1.038975,0.762316,0.730797,1.050337,0.397036,0.648988,-0.935726
7932.039062,26.989428,22.483187,26.962563,-1811.904175,-2746.004395,-2013.939575,-1931.43811,-2775.894775,-1048.897461,-1715.512695,2471.89624,1.165251,1.165294,1.165135,1.165559,1.165656,1.165269,1.164857,0.504723,14.0,2.0,0.0,50.0,600.0,27.0,0.6856,1.039051,0.762048,0.73083,1.050361,0.396889,0.649127,-0.935332
7935.288086,26.984413,22.45409,26.962313,-1812.242676,-2746.561279,-2015.355225,-1931.419067,-2776.301514,-1048.709106,-1714.799927,2472.653809,1.165262,1.165352,1.165198,1.165596,1.165714,1.165341,1.16493,0.504614,14.0,2.0,0.0,50.0,600.0,27.0,0.685728,1.039262,0.762583,0.730823,1.050515,0.396817,0.648857,-0.935619
7938.541992,26.98868,22.4687,26.961687,-1812.537964,-2746.324219,-2014.391724,-1931.858276,-2776.214355,-1048.088013,-1716.842529,2473.034912,1.165309,1.165368,1.16521,1.165625,1.16571,1.165331,1.164874,0.504724,14.0,2.0,0.0,50.0,600.0,27.0,0.68584,1.039172,0.762219,0.730989,1.050482,0.396582,0.64963,-0.935763
7941.791992,26.986492,22.430489,26.960751,-1812.474854,-2746.234131,-2014.279541,-1931.472046,-2775.712158,-1046.446777,-1714.70166,2474.007324,1.165291,1.165365,1.165191,1.165585,1.165694,1.165326,1.164923,0.505078,14.0,2.0,0.0,50.0,600.0,27.0,0.685816,1.039138,0.762176,0.730843,1.050292,0.395961,0.64882,-0.936131
7945.041992,26.992682,22.41132,26.961313,-1812.240234,-2746.388672,-2013.977661,-1931.338501,-2775.887939,-1046.783447,-1716.149414,2474.433105,1.165301,1.165334,1.165178,1.165576,1.165656,1.165275,1.16488,0.504969,14.0,2.0,0.0,50.0,600.0,27.0,0.685727,1.039196,0.762062,0.730793,1.050359,0.396089,0.649368,-0.936292
7948.292969,26.981958,22.432861,26.961624,-1812.530762,-2746.839844,-2014.271362,-1931.763794,-2776.515137,-1047.054443,-1716.543701,2473.484619,1.165264,1.165323,1.165183,1.165573,1.165694,1.165295,1.1649,0.50485,14.0,2.0,0.0,50.0,600.0,27.0,0.685837,1.039367,0.762173,0.730953,1.050596,0.396191,0.649517,-0.935933
7951.546875,26.980145,22.427366,26.9625,-1813.507202,-2747.351074,-2014.85791,-1932.628906,-2776.869385,-1046.738281,-1716.934937,2472.835693,1.165257,1.165333,1.16519,1.165562,1.165659,1.165261,1.164858,0.504979,14.0,2.0,0.0,50.0,600.0,27.0,0.686207,1.039561,0.762395,0.731281,1.05073,0.396072,0.649665,-0.935688
7954.799805,26.988146,22.45484,26.962437,-1813.588623,-2747.638672,-2015.610962,-1932.689087,-2777.088135,-1047.341553,-1717.268311,2473.436035,1.165252,1.165307,1.165156,1.165556,1.165637,1.16527,1.164856,0.505094,14.0,2.0,0.0,50.0,600.0,27.0,0.686238,1.03967,0.76268,0.731304,1.050813,0.3963,0.649791,-0.935915
7958.153809,26.992041,22.466141,26.963875,-1815.302368,-2747.598877,-2016.822144,-1935.841797,-2778.566162,-1059.021484,-1716.608765,2475.953613,1.165211,1.165289,1.165121,1.165516,1.165649,1.165285,1.164835,0.503314,15.0,3.0,0.0,50.0,480.0,27.0,0.686886,1.039654,0.763138,0.732497,1.051372,0.400719,0.649542,-0.936868
7961.407227,26.995562,22.489929,26.963249,-1814.751831,-2748.526367,-2016.3573,-1936.004761,-2778.841309,-1058.957642,-1718.803467,2475.922363,1.165231,1.165287,1.16517,1.165573,1.165651,1.165215,1.164817,0.503179,15.0,3.0,0.0,50.0,480.0,27.0,0.686678,1.040005,0.762962,0.732558,1.051476,0.400695,0.650372,-0.936856
7964.660156,26.983826,22.511034,26.962999,-1814.901367,-2748.142578,-2016.515625,-1935.958618,-2778.785645,-1057.468262,-1717.516113,2475.632568,1.165186,1.165248,1.165125,1.165521,1.165642,1.165262,1.164837,0.503369,15.0,3.0,0.0,50.0,480.0,27.0,0.686734,1.03986,0.763022,0.732541,1.051455,0.400132,0.649885,-0.936746
7967.912109,26.982653,22.519838,26.964188,-1815.634155,-2749.310059,-2017.00708,-1936.253418,-2778.921387,-1057.488525,-1718.052368,2475.813477,1.165181,1.16522,1.165079,1.165498,1.165639,1.165241,1.164846,0.50324,15.0,3.0,0.0,50.0,480.0,27.0,0.687012,1.040302,0.763208,0.732652,1.051507,0.400139,0.650088,-0.936815
7971.162109,26.989586,22.488056,26.962812,-1815.543091,-2748.969971,-2017.371826,-1936.658081,-2778.878662,-1056.354858,-1717.876831,2477.510498,1.165202,1.16526,1.165104,1.165493,1.165617,1.165219,1.164815,0.503233,15.0,3.0,0.0,50.0,480.0,27.0,0.686977,1.040173,0.763346,0.732805,1.05149,0.399711,0.650021,-0.937457
7974.415039,27.001749,22.503166,26.961813,-1815.110352,-2748.929687,-2017.069946,-1936.169189,-2778.375488,-1054.906006,-1718.354736,2478.710205,1.165238,1.165309,1.165118,1.165499,1.165629,1.165224,1.16484,0.503252,15.0,3.0,0.0,50.0,480.0,27.0,0.686813,1.040158,0.763232,0.73262,1.0513,0.399162,0.650202,-0.937911
7977.667969,26.998228,22.485746,26.963875,-1815.859253,-2750.199951,-2017.238403,-1936.646851,-2779.262451,-1054.815918,-1719.073853,2478.287109,1.165129,1.165247,1.16509,1.165467,1.165553,1.165166,1.164786,0.503156,15.0,3.0,0.0,50.0,480.0,27.0,0.687097,1.040639,0.763296,0.732801,1.051636,0.399128,0.650474,-0.937751
7980.928223,27.006817,22.48481,26.964251,-1815.88501,-2749.683105,-2017.890869,-1936.747681,-2779.167725,-1053.987549,-1718.651001,2479.847412,1.165165,1.16524,1.165088,1.165465,1.165547,1.165197,1.164784,0.503458,15.0,3.0,0.0,50.0,480.0,27.0,0.687106,1.040443,0.763543,0.732839,1.0516,0.398815,0.650314,-0.938341
7984.180176,26.997854,22.502916,26.964375,-1816.588257,-2750.637451,-2017.88147,-1937.068848,-2779.55249,-1053.591919,-1716.911621,2479.352051,1.165163,1.165182,1.165033,1.165432,1.165547,1.165141,1.164748,0.501931,15.0,3.0,0.0,50.0,480.0,27.0,0.687373,1.040804,0.763539,0.732961,1.051745,0.398665,0.649656,-0.938154
7987.432129,26.993908,22.504852,26.963562,-1815.827759,-2749.89502,-2016.764526,-1932.686157,-2766.566162,-1034.585449,-1654.135376,2475.852539,1.165166,1.165211,1.165078,1.165461,1.165587,1.165179,1.164714,0.4883,15.0,3.0,0.0,50.0,480.0,27.0,0.687085,1.040523,0.763117,0.731302,1.046831,0.391473,0.625903,-0.936829
7990.685059,26.980679,22.513033,26.961813,-1809.083008,-2732.229004,-1978.952759,-1840.148682,-2629.30835,-891.33783,-1361.264404,2445.051758,1.165148,1.165201,1.165093,1.165457,1.165549,1.165184,1.164717,0.448083,15.0,3.0,0.0,50.0,480.0,27.0,0.684533,1.033839,0.748809,0.696288,0.994895,0.33727,0.515084,-0.925175
7993.936035,26.976091,22.525707,26.964563,-1597.655884,-2403.573486,-1514.195801,-1318.929077,-2216.374512,-757.594299,-1406.217651,2430.093506,1.165123,1.165206,1.165051,1.165463,1.165599,1.165232,1.16478,0.484633,15.0,3.0,0.0,50.0,480.0,27.0,0.604532,0.90948,0.572951,0.499065,0.838646,0.286664,0.532094,-0.919515
7997.187988,26.979824,22.522398,26.965,-1278.191162,-2498.745117,-1834.355957,-1712.851807,-2592.884033,-909.31073,-1529.169922,2479.859619,1.165161,1.165213,1.165049,1.165451,1.165586,1.16521,1.16481,0.483633,15.0,3.0,0.0,50.0,480.0,27.0,0.48365,0.945492,0.694096,0.64812,0.981112,0.344071,0.578617,-0.938346
8000.437988,26.977264,22.535511,26.963312,-1871.460571,-2771.954102,-1977.550781,-1855.5802,-2704.440918,-953.793335,-1633.474487,2556.465576,1.165144,1.165267,1.165109,1.165479,1.16561,1.165234,1.164843,0.501192,15.0,3.0,0.0,50.0,480.0,27.0,0.708135,1.04887,0.748279,0.702127,1.023324,0.360903,0.618085,-0.967332
8003.688965,26.980572,22.519463,26.962563,-2385.876709,-3247.889404,-2427.265625,-2268.088623,-3024.418213,-1202.265625,-1889.556519,2499.971924,1.165149,1.165225,1.165089,1.165509,1.1656,1.165171,1.164821,0.515874,15.0,3.0,0.0,50.0,480.0,27.0,0.902784,1.228958,0.918445,0.858214,1.144399,0.454921,0.714983,-0.945956
8006.948242,26.971128,22.509035,26.9625,-2614.692139,-3338.952637,-2483.728027,-2301.122559,-3039.655518,-1125.699707,-1894.317017,2534.107178,1.165112,1.165183,1.165049,1.16544,1.165532,1.165097,1.164761,0.528152,15.0,3.0,0.0,50.0,480.0,27.0,0.989364,1.263415,0.939809,0.870714,1.150165,0.42595,0.716784,-0.958872
8010.203125,26.974756,22.515406,26.962812,-2205.226318,-2691.537354,-2009.031006,-3096.432129,-5125.138184,-1644.412598,-2027.176514,3316.242432,1.165175,1.165219,1.165081,1.165462,1.165399,1.165095,1.164766,0.620832,15.0,3.0,0.0,50.0,480.0,27.0,0.834428,1.018442,0.76019,1.171648,1.939283,0.622224,0.767056,-1.254822
8013.464844,26.974916,22.512344,26.961563,-3118.523682,-5767.495117,-3189.683838,-1741.477661,-2395.844482,-1198.519287,-2296.761963,3885.845703,1.165114,1.164953,1.165005,1.165444,1.165571,1.165213,1.164743,1.160026,15.0,3.0,0.0,50.0,480.0,27.0,1.180007,2.182343,1.206933,0.658952,0.906555,0.453504,0.869064,-1.470352
8016.722168,26.967449,22.533138,26.96175,-4311.36084,-3139.106934,-1844.55957,-2944.269531,-3900.544434,-1646.354492,-3581.904541,-279.893341,1.164876,1.165103,1.165038,1.165435,1.165509,1.164947,1.164617,1.160258,15.0,3.0,0.0,50.0,480.0,27.0,1.631361,1.187796,0.697957,1.114072,1.475914,0.622958,1.355345,0.105908
8019.975098,26.950966,22.530516,26.962126,-4211.830078,-3591.671631,-3353.282959,-3460.833496,-4030.921387,-1583.437866,-3823.531006,-390.129456,1.164904,1.165151,1.164971,1.16545,1.165501,1.164759,1.164654,1.160508,15.0,3.0,0.0,50.0,480.0,27.0,1.5937,1.35904,1.268837,1.309533,1.525247,0.599152,1.446773,0.14762
8023.229004,26.94227,22.524584,26.960062,-3151.442871,-3660.103271,-3598.55127,-3256.879395,-4075.419678,-1767.929321,-3943.273682,-183.190918,1.165067,1.165089,1.165002,1.165431,1.165488,1.164793,1.164606,1.160621,15.0,3.0,0.0,50.0,480.0,27.0,1.192464,1.384934,1.361643,1.232359,1.542084,0.668961,1.492082,0.069317
8026.47998,26.930801,22.537258,26.959,-2061.274414,-3236.26123,-2995.058105,-3172.664307,-4063.439697,-2012.603027,-3919.014893,640.8172,1.165045,1.165126,1.165026,1.165432,1.165516,1.164909,1.164622,1.160603,15.0,3.0,0.0,50.0,480.0,27.0,0.779958,1.224558,1.13329,1.200493,1.537551,0.761542,1.482903,-0.242477
8029.73291,26.920238,22.537258,26.956875,-2589.991943,-4667.783203,-3317.583008,-3339.686279,-4138.057129,-1979.763306,-3708.322998,2303.69043,1.165027,1.16503,1.165003,1.165416,1.165453,1.164886,1.164643,1.160468,15.0,3.0,0.0,50.0,480.0,27.0,0.980018,1.766226,1.255329,1.263692,1.565785,0.749116,1.40318,-0.871686
8032.98584,26.939016,22.542067,26.955,-3723.480225,-4630.397461,-3924.810303,-3759.194336,-4316.255859,-1972.825806,-3270.67334,3675.154297,1.164992,1.16503,1.164935,1.165387,1.165437,1.164899,1.164656,1.159689,15.0,3.0,0.0,50.0,480.0,27.0,1.408915,1.75208,1.485096,1.422429,1.633213,0.746491,1.237579,-1.390629
8036.23584,26.937841,22.516216,26.956562,-3225.421143,-3488.569092,-2900.363281,-3193.645508,-3973.81543,-2067.102783,-2877.946045,3724.406494,1.165005,1.165027,1.164946,1.165353,1.165433,1.165015,1.164724,0.69083,15.0,3.0,0.0,50.0,480.0,27.0,1.220456,1.320028,1.097458,1.208433,1.503638,0.782164,1.088976,-1.409265
8039.48584,26.960674,22.492239,26.956125,-2757.739258,-2989.679443,-1979.564331,-2053.136963,-3064.85498,-1352.488525,-1880.092651,2737.717041,1.164922,1.165001,1.164989,1.165399,1.165525,1.16514,1.164793,0.480939,15.0,3.0,0.0,50.0,480.0,27.0,1.043491,1.131255,0.749041,0.776879,1.1597,0.511763,0.711402,-1.035915
8042.737793,26.971769,22.497234,26.954313,-2407.405518,-3155.855713,-2170.3479,-1979.148804,-2809.110596,-1126.895996,-2065.789307,2483.078125,1.164983,1.165072,1.164984,1.165394,1.165534,1.165182,1.164825,0.525357,15.0,3.0,0.0,50.0,480.0,27.0,0.91093,1.194133,0.82123,0.748883,1.06293,0.426402,0.781667,-0.939563
8045.990234,26.97801,22.506351,26.954937,-2016.039429,-2983.316895,-2308.109131,-2309.278076,-3176.929199,-1340.676514,-2427.958252,2461.477783,1.165016,1.165158,1.165041,1.165429,1.165537,1.165116,1.164824,0.573614,15.0,3.0,0.0,50.0,480.0,27.0,0.762842,1.128847,0.873358,0.8738,1.202107,0.507294,0.918707,-0.93139
8049.244141,26.978064,22.507225,26.951626,-2016.822876,-3048.439209,-2484.363525,-2633.307861,-3508.413818,-1660.832764,-2759.372803,2479.125732,1.164995,1.16512,1.164989,1.165397,1.165491,1.165014,1.164765,0.595227,15.0,3.0,0.0,50.0,480.0,27.0,0.763139,1.153488,0.94005,0.996408,1.327537,0.628437,1.04411,-0.938068
8052.495117,26.973263,22.510784,26.956312,-2239.130127,-3128.39624,-2489.116455,-2670.761963,-3628.121338,-1796.97168,-2945.583252,2522.261475,1.164946,1.165097,1.165002,1.165398,1.165482,1.164994,1.164833,0.622479,15.0,3.0,0.0,50.0,480.0,27.0,0.847257,1.183743,0.941848,1.01058,1.372832,0.67995,1.114569,-0.95439
8055.74707,26.97945,22.503666,26.955938,-2352.532959,-3299.453857,-2925.15625,-3276.220215,-4191.387695,-2029.979614,-3259.831787,2462.930908,1.165,1.165113,1.16499,1.165405,1.165424,1.164865,1.164755,0.657703,15.0,3.0,0.0,50.0,480.0,27.0,0.890167,1.248469,1.10684,1.239678,1.585965,0.768117,1.233477,-0.93194
8058.99707,26.997536,22.494801,26.953438,-2563.248291,-3485.804932,-3107.766357,-3470.36499,-4295.016113,-1998.869385,-3282.083008,2406.450195,1.164973,1.165102,1.164982,1.16536,1.165449,1.164872,1.164796,0.664811,15.0,3.0,0.0,50.0,480.0,27.0,0.969899,1.318982,1.175937,1.313139,1.625176,0.756345,1.241896,-0.910568
8062.249023,26.97513,22.486683,26.953251,-2861.380615,-3675.172363,-3231.691162,-3498.825684,-4301.176758,-2021.406738,-3317.352051,2476.592529,1.164992,1.165089,1.165015,1.165373,1.165465,1.164864,1.164771,0.660868,15.0,3.0,0.0,50.0,480.0,27.0,1.082708,1.390636,1.222829,1.323909,1.627507,0.764873,1.255242,-0.937109
8065.503906,26.974916,22.497297,26.950813,-3190.449219,-3871.360107,-3314.203369,-3566.927979,-4377.473145,-2117.69873,-3358.249512,2493.309814,1.164976,1.165028,1.164994,1.165365,1.165445,1.164894,1.164803,0.655443,15.0,3.0,0.0,50.0,480.0,27.0,1.207223,1.464871,1.25405,1.349678,1.656377,0.801309,1.270716,-0.943435
8068.753906,26.988199,22.512533,26.953375,-3568.938232,-4100.66748,-3390.229736,-3642.739746,-4427.09375,-2159.830322,-3355.972412,2425.982178,1.164971,1.165078,1.165039,1.165394,1.16541,1.164878,1.164773,0.655977,15.0,3.0,0.0,50.0,480.0,27.0,1.350438,1.551638,1.282817,1.378364,1.675153,0.817251,1.269855,-0.917959
8072.003906,26.986013,22.521025,26.953251,-3563.29834,-4173.973145,-3554.041992,-3750.777588,-4414.64209,-2219.036377,-3401.200928,2238.898193,1.164943,1.165034,1.164959,1.165342,1.16541,1.164864,1.16475,0.670467,15.0,3.0,0.0,50.0,480.0,27.0,1.348304,1.579375,1.344802,1.419244,1.670441,0.839654,1.286969,-0.847169
8075.255859,26.969423,22.506664,26.953125,-3658.822754,-4262.688477,-3658.240967,-3908.010498,-4499.891602,-2340.802979,-3378.472656,2191.092285,1.16494,1.164997,1.164924,1.165318,1.165388,1.164865,1.164729,0.672316,15.0,3.0,0.0,50.0,480.0,27.0,1.384449,1.612944,1.384229,1.478739,1.702698,0.885728,1.278369,-0.82908
8078.507812,26.968195,22.525457,26.954,-3784.284668,-4410.210449,-3927.779785,-4101.300293,-4607.116211,-2463.554687,-3402.341064,2265.047607,1.164934,1.164989,1.164886,1.165295,1.165396,1.164942,1.164768,0.671676,15.0,3.0,0.0,50.0,480.0,27.0,1.431922,1.668764,1.486219,1.551877,1.743271,0.932176,1.2874,-0.857064
8081.762207,26.984625,22.542503,26.954124,-3845.117676,-4558.145996,-4070.124023,-4158.403809,-4617.878906,-2572.050293,-3475.427246,2359.959229,1.164955,1.164989,1.164878,1.165313,1.165389,1.164932,1.16475,0.664544,15.0,3.0,0.0,50.0,480.0,27.0,1.454941,1.724741,1.54008,1.573484,1.747343,0.973229,1.315055,-0.892977
8085.01709,27.002283,22.550058,26.953751,-3846.612549,-4741.405273,-4213.055176,-4168.954102,-4592.060547,-2657.593018,-3524.646484,2450.411865,1.164901,1.164967,1.164858,1.165301,1.16539,1.165011,1.164733,0.650798,15.0,3.0,0.0,50.0,480.0,27.0,1.455507,1.794084,1.594163,1.577476,1.737574,1.005597,1.333679,-0.927203
8088.272949,27.012045,22.53089,26.955063,-3905.367432,-4720.797363,-3991.529541,-3944.487061,-4487.15625,-2657.335937,-3378.359863,2425.88208,1.164876,1.164961,1.164859,1.1653,1.165367,1.164948,1.164727,0.63439,15.0,3.0,0.0,50.0,480.0,27.0,1.477739,1.786286,1.510341,1.492541,1.69788,1.0055,1.278326,-0.917921
8091.524902,27.015459,22.525707,26.955313,-3565.241455,-4468.345215,-3817.04248,-3856.465332,-4435.392578,-2637.541992,-3374.065674,2529.128906,1.164917,1.164968,1.164889,1.165339,1.165402,1.164964,1.164716,0.625383,15.0,3.0,0.0,50.0,480.0,27.0,1.349039,1.690762,1.444318,1.459235,1.678293,0.99801,1.276701,-0.956988
8094.779785,26.999296,22.514406,26.956062,-3472.220703,-4473.256348,-3821.288818,-3857.986816,-4443.288086,-2671.689941,-3388.914795,2483.902344,1.164922,1.164993,1.164929,1.165341,1.165403,1.164979,1.164743,0.626211,15.0,3.0,0.0,50.0,480.0,27.0,1.313842,1.69262,1.445924,1.45981,1.68128,1.010932,1.28232,-0.939875
8098.029785,27.0161,22.526581,26.954563,-3507.340576,-4432.567871,-3796.708252,-3840.868652,-4434.500488,-2697.222168,-3419.299316,2533.998535,1.164946,1.165031,1.164926,1.165341,1.165406,1.164968,1.164744,0.627827,15.0,3.0,0.0,50.0,480.0,27.0,1.327131,1.677224,1.436623,1.453333,1.677955,1.020593,1.293817,-0.958831
8101.285156,27.028528,22.502916,26.955063,-3403.609619,-4380.686035,-3782.095703,-3843.020508,-4442.534668,-2722.067139,-3461.179199,2563.811279,1.164888,1.164984,1.164903,1.165301,1.165386,1.164944,1.164675,0.62851,15.0,3.0,0.0,50.0,480.0,27.0,1.28788,1.657593,1.431094,1.454147,1.680995,1.029994,1.309664,-0.970112
